dt[s],sensor_dt[s],pos-sens_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y
0.0593,0.101,0.042,0.0029,-0.0212,0.0565,5.2452,347.9594,33.8546,-0.0094,0.0681,0.0859,1.3384,9.9886
0.1183,0.1179,-0.0,-0.0252,-0.0278,0.0192,5.3364,348.2088,34.1345,-0.0057,0.068,0.0877,1.1302,10.4493
0.1807,0.1832,0.003,0.0748,-0.1046,0.0322,6.1381,349.5454,33.7866,0.0001,0.0676,0.0904,0.5836,10.7037
0.2456,0.2342,-0.011,0.0431,0.0806,0.0453,6.2843,349.7968,33.6708,0.0071,0.0665,0.0918,0.9754,9.6918
0.31,0.286,-0.024,0.0383,-0.1052,0.0068,6.2588,349.9913,33.5944,0.0147,0.0666,0.0918,0.5914,7.7028
0.3684,0.3903,0.022,-0.0262,0.0154,0.0414,6.4157,350.5018,33.4643,0.016,0.0685,0.0926,0.4111,6.4247
0.4333,0.4414,0.008,0.0382,0.0079,0.0181,6.4387,350.5597,33.5919,0.0202,0.0677,0.0948,1.141,5.8556
0.4957,0.4915,-0.004,0.0052,-0.0014,0.0345,6.6403,350.7282,33.6565,0.0211,0.0673,0.0999,1.8314,3.4003
0.5665,0.542,-0.024,0.0366,-0.0306,0.0104,6.8068,350.8951,33.5743,0.0201,0.0673,0.113,3.6764,2.6026
0.6334,0.6435,0.01,0.0262,0.0597,-0.0627,6.2525,351.1472,33.4452,0.0171,0.0674,0.1254,3.0702,2.2083
0.7088,0.6945,-0.014,0.0293,0.1416,-0.0074,5.7086,351.2714,33.3784,0.0162,0.0636,0.1504,1.5881,0.6974
0.7782,0.7983,0.02,-0.0205,0.0954,0.0252,5.2352,350.6677,33.7063,0.0168,0.0591,0.1766,2.9734,359.6087
0.8471,0.8636,0.017,0.026,-0.0,0.1125,5.3184,349.8563,34.1455,0.0149,0.0563,0.2138,2.8269,358.3024
0.902,0.9143,0.012,0.0242,-0.0751,0.1422,5.9851,349.4615,34.0933,0.0141,0.0539,0.2432,2.883,358.3334
0.9639,0.9682,0.004,0.0396,-0.0009,0.0343,6.0592,349.4599,34.0052,0.0144,0.05,0.2712,3.9326,358.3061
1.0203,1.0335,0.013,0.0829,-0.108,-0.0483,6.4513,349.5195,33.8944,0.013,0.0466,0.318,3.2641,358.0821
1.0743,1.0844,0.01,-0.0075,-0.0811,0.147,6.825,348.948,34.2877,0.0097,0.0438,0.3638,3.3081,358.5183
1.1257,1.1361,0.01,0.0468,0.0329,0.0579,7.6615,348.2729,34.5283,0.0056,0.042,0.4099,3.0976,359.8714
1.1831,1.1886,0.006,-0.0026,0.0377,0.0964,8.1112,347.7131,34.7004,-0.0002,0.0407,0.4551,3.7662,1.5109
1.2405,1.2397,-0.001,-0.0585,-0.0724,0.1632,8.3077,347.4951,34.4863,-0.0095,0.0397,0.5158,4.9456,1.965
1.2924,1.2905,-0.002,0.0003,-0.0548,0.0943,9.0581,346.6432,34.4386,-0.0146,0.0436,0.5675,3.2607,1.9956
1.3433,1.341,-0.002,0.0014,0.0237,0.1366,9.2567,346.6825,33.9316,-0.0176,0.0451,0.6127,2.8573,1.2503
1.3982,1.3927,-0.006,0.0338,-0.016,0.1394,9.2563,346.4788,33.26,-0.0187,0.0473,0.658,3.4707,0.9353
1.4646,1.4428,-0.022,-0.0231,-0.0007,0.1538,9.2617,346.0796,32.8238,-0.0191,0.0488,0.7184,3.4162,358.6545
1.5245,1.5451,0.021,0.1231,-0.0241,-0.035,8.8927,345.1965,31.2302,-0.0166,0.0449,0.7804,4.1046,356.4332
