dt[s],sensor_dt[s],pos-sens_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y
0.0718,0.139,0.067,-0.0833,-0.0444,0.0213,0.0027,-0.0173,0.0905,0.019,0.0806,0.1398,357.8777,0.0453
0.1472,0.139,-0.008,-0.0833,-0.0444,0.0213,0.0027,-0.0173,0.0905,0.0221,0.0803,0.14,357.8902,0.4211
0.2186,0.2398,0.021,-0.0887,-0.0426,0.0263,-0.0359,-0.0263,0.1223,0.0262,0.0811,0.1413,357.4976,0.9469
0.289,0.2926,0.004,-0.0908,-0.0434,0.029,-0.0216,-0.0256,0.0957,0.0269,0.0809,0.1428,357.5231,1.1342
0.3404,0.3431,0.003,-0.092,-0.046,0.0286,-0.0179,-0.0189,0.0712,0.0271,0.0798,0.145,357.764,0.8319
0.3943,0.3938,-0.001,-0.0931,-0.0487,0.0271,-0.003,-0.0134,0.0422,0.0274,0.0791,0.148,357.8214,0.9602
0.4647,0.4451,-0.02,-0.094,-0.0453,0.0266,0.0015,-0.0103,0.0141,0.028,0.079,0.1542,357.7601,1.5884
0.5376,0.5117,-0.026,-0.0965,-0.0403,0.0288,-0.0009,-0.0154,0.0086,0.0279,0.0768,0.1633,358.0965,1.2134
0.6085,0.615,0.006,-0.1015,-0.0426,0.0267,-0.0075,-0.0252,-0.0058,0.0311,0.0745,0.177,358.7362,0.8143
0.6809,0.6662,-0.015,-0.1032,-0.0459,0.0293,-0.0068,-0.0284,-0.0159,0.0371,0.0718,0.1913,358.8112,0.3831
0.7503,0.7689,0.019,-0.1123,-0.0516,0.0283,-0.0012,-0.0326,-0.0314,0.0434,0.0684,0.2115,358.7866,359.595
0.8227,0.8341,0.011,-0.1201,-0.0517,0.031,0.011,-0.0435,-0.0395,0.0468,0.0682,0.2254,358.5735,359.7854
0.8921,0.8851,-0.007,-0.1261,-0.0562,0.0339,0.013,-0.0544,-0.0451,0.0502,0.0675,0.2506,358.3091,359.1452
0.9425,0.9379,-0.005,-0.1297,-0.0555,0.0369,0.0133,-0.0576,-0.0471,0.0498,0.0717,0.2668,358.3832,359.0764
1.0203,1.0412,0.021,-0.1333,-0.0461,0.0375,0.0064,-0.0603,-0.0289,0.0506,0.0758,0.2993,357.8159,359.3242
1.0847,1.0921,0.007,-0.1358,-0.0479,0.0343,-0.0082,-0.0553,-0.0083,0.048,0.074,0.32,358.0074,358.4581
1.1501,1.1424,-0.008,-0.138,-0.0497,0.0311,-0.005,-0.0541,-0.01,0.0445,0.0743,0.3529,358.7045,358.1823
1.2125,1.1933,-0.019,-0.1382,-0.0521,0.027,-0.0007,-0.0505,-0.0135,0.0423,0.0746,0.3775,358.1796,358.6124
1.265,1.2446,-0.02,-0.1402,-0.0596,0.0238,0.0185,-0.046,-0.0285,0.0406,0.0719,0.4057,357.8112,358.85
1.3229,1.3466,0.024,-0.1442,-0.0757,0.006,0.0409,-0.0247,-0.0413,0.0383,0.0686,0.4477,357.5543,358.9411
1.3788,1.3975,0.019,-0.1453,-0.0808,0.0156,0.0383,-0.0311,-0.0367,0.0357,0.0679,0.4852,357.0854,359.1761
1.4352,1.4496,0.014,-0.1424,-0.0878,0.0226,0.0401,-0.0265,-0.0345,0.0316,0.0676,0.5226,357.1202,359.3258
1.4901,1.5,0.01,-0.1404,-0.0902,0.0208,0.049,-0.0199,-0.0327,0.0271,0.0758,0.5677,357.4262,358.9251
1.5475,1.551,0.003,-0.1449,-0.09,0.02,0.0495,-0.0109,-0.0143,0.0253,0.0794,0.6043,355.9414,358.2442
1.5974,1.6015,0.004,-0.1558,-0.0857,0.0289,0.0456,-0.0112,-0.0095,0.0259,0.0766,0.6382,356.1534,358.8895
1.6489,1.6523,0.003,-0.1682,-0.0808,0.0366,0.0368,-0.0192,0.0032,0.0275,0.0742,0.6653,358.3495,359.6889
1.7163,1.7033,-0.013,-0.1784,-0.0787,0.0365,0.035,-0.0583,0.004,0.03,0.0789,0.7015,357.9277,359.8389
1.7697,1.7544,-0.015,-0.1894,-0.0797,0.0344,0.0366,-0.0988,0.0068,0.0332,0.0774,0.7432,358.4916,0.4565
1.8261,1.8052,-0.021,-0.1971,-0.0791,0.0293,0.0386,-0.113,0.0044,0.0357,0.0745,0.7763,358.7448,0.3595
1.8785,1.8565,-0.022,-0.1785,-0.0769,-0.0016,0.0367,-0.09,0.0043,0.0382,0.0709,0.8077,359.1183,0.2501
1.9299,1.9086,-0.021,-0.1646,-0.0704,0.0071,0.0218,-0.0387,0.0129,0.0386,0.0662,0.8392,359.1606,359.9679
1.9833,1.9743,-0.009,-0.151,-0.0494,0.0338,-0.0041,-0.0323,0.0323,0.0414,0.061,0.8753,359.598,0.0513
2.0343,2.0251,-0.009,-0.1292,-0.0348,0.0239,-0.0731,0.0116,0.0668,0.0451,0.058,0.9162,359.2445,0.1799
2.1002,2.0759,-0.024,-0.1164,-0.033,0.0087,-0.0953,0.0542,0.074,0.0509,0.0574,0.9763,358.0282,0.0887
