dt[s],sensor_dt[s],pos-sens_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y
0.0554,0.062,0.007,-0.1807,0.0361,-1.0205,-0.0827,0.0118,-0.0482,-0.221,-0.0626,-0.0485,1.2928,270.8498
0.1198,0.1275,0.008,-0.1709,0.0322,-1.0098,-0.0753,-0.0113,0.0176,-0.2274,-0.0623,-0.0466,0.9872,270.4977
0.1782,0.1799,0.002,-0.1904,0.0332,-0.999,-0.077,-0.0201,0.0758,-0.2311,-0.0631,-0.044,0.9119,270.7229
0.2351,0.2323,-0.003,-0.1885,0.0488,-1.0117,-0.0778,-0.0182,0.1032,-0.2356,-0.0643,-0.0391,1.2048,270.9812
0.2915,0.2826,-0.009,-0.1855,0.0771,-1.0186,-0.0715,-0.0158,0.1118,-0.2406,-0.0649,-0.0358,1.2478,270.9693
0.3439,0.3345,-0.009,-0.1758,0.0771,-0.9873,-0.0599,-0.0133,0.1076,-0.246,-0.0663,-0.0334,1.7914,270.6034
0.3998,0.3845,-0.015,-0.1875,0.0869,-0.9541,-0.054,-0.0121,0.1,-0.2546,-0.0663,-0.0309,1.9785,270.386
0.4582,0.4359,-0.022,-0.2051,0.0566,-1.0166,-0.0513,-0.0141,0.0977,-0.2631,-0.0647,-0.0289,1.5412,270.3582
0.5116,0.4865,-0.025,-0.2021,0.0527,-1.0166,-0.0454,-0.0224,0.1049,-0.2715,-0.0654,-0.0277,1.7199,270.3709
0.5726,0.5897,0.017,-0.208,0.0264,-1.0469,-0.0186,-0.0382,0.0997,-0.2838,-0.0659,-0.0264,1.886,269.8712
0.6255,0.641,0.016,-0.2129,0.0791,-0.9814,-0.0133,-0.0314,0.0842,-0.2944,-0.0661,-0.0257,2.1018,269.8687
0.6769,0.692,0.015,-0.208,0.0527,-0.9854,-0.0108,-0.0318,0.0663,-0.3064,-0.0654,-0.0249,2.2615,270.1812
0.7288,0.7567,0.028,-0.209,0.0713,-1.0078,-0.0212,-0.0318,0.0534,-0.3195,-0.0644,-0.024,2.4412,270.4066
0.7782,0.7567,-0.021,-0.209,0.0713,-1.0078,-0.0212,-0.0318,0.0534,-0.3343,-0.0634,-0.0239,2.4464,270.4155
0.8287,0.8087,-0.02,-0.2471,0.0576,-1.0088,-0.0292,-0.0361,0.0551,-0.3509,-0.0628,-0.0244,2.366,270.7303
0.897,0.9128,0.016,-0.2314,0.0576,-1.0127,-0.0377,-0.0566,0.0597,-0.3748,-0.0622,-0.0253,2.3354,271.2331
0.9485,0.9807,0.032,-0.2393,0.0605,-0.9951,-0.0218,-0.0614,0.0549,-0.403,-0.0626,-0.0257,2.2651,271.6587
1.0004,0.9807,-0.02,-0.2393,0.0605,-0.9951,-0.0218,-0.0614,0.0549,-0.4296,-0.0636,-0.0263,2.0964,272.2351
1.0673,1.0822,0.015,-0.2539,0.0479,-0.9619,0.0031,-0.0599,0.0626,-0.466,-0.0651,-0.0271,1.6189,273.0202
1.1217,1.1334,0.012,-0.2568,0.0732,-0.9609,0.0069,-0.0607,0.0572,-0.492,-0.0656,-0.0283,2.0299,272.8002
1.1756,1.184,0.008,-0.2559,0.0684,-0.9824,0.0044,-0.0643,0.0544,-0.5144,-0.0622,-0.0284,2.8416,272.6138
1.2275,1.2351,0.008,-0.2451,0.0625,-1.001,-0.0038,-0.0671,0.0499,-0.538,-0.0589,-0.0294,2.2969,272.3836
1.2784,1.2856,0.007,-0.1494,0.0605,-1.0283,-0.0151,-0.0643,0.0527,-0.5631,-0.0585,-0.0306,1.8581,272.9738
1.3304,1.337,0.007,-0.1123,0.0879,-1.1035,-0.0149,-0.0435,0.0385,-0.5956,-0.0577,-0.0308,1.6076,274.1985
1.3828,1.3881,0.005,-0.1426,0.0635,-1.0439,-0.0181,-0.0174,0.0239,-0.6184,-0.0551,-0.0288,1.708,275.0301
1.4362,1.4398,0.004,-0.1973,0.1016,-0.9443,-0.0194,0.035,-0.012,-0.6416,-0.0545,-0.0264,1.3471,274.9005
1.4886,1.4908,0.002,-0.1475,0.1338,-1.0156,-0.0233,0.0541,-0.0284,-0.666,-0.0565,-0.0243,1.3288,274.7185
1.5405,1.5419,0.001,-0.123,0.1309,-1.0332,-0.0338,0.0737,-0.0396,-0.6905,-0.0584,-0.0223,1.8636,274.8359
1.5934,1.5934,0.0,-0.167,0.0898,-0.9707,-0.0615,0.0965,-0.0528,-0.7157,-0.0593,-0.0202,2.1875,275.1449
1.6464,1.6611,0.015,-0.209,0.0518,-0.9229,-0.0622,0.0937,-0.0723,-0.743,-0.061,-0.0181,2.03,275.1815
1.7018,1.7111,0.009,-0.1973,0.0479,-0.9873,-0.0497,0.0703,-0.0728,-0.7827,-0.0644,-0.0141,1.9687,275.327
1.7587,1.7617,0.003,-0.1973,0.1025,-1.0283,-0.0459,0.0676,-0.0814,-0.8164,-0.0657,-0.0103,1.7189,275.3265
1.8101,1.8141,0.004,-0.2275,0.0869,-0.9746,-0.0425,0.0751,-0.0875,-0.8486,-0.0651,-0.0074,1.2579,275.3327
1.8615,1.8644,0.003,-0.2402,0.0801,-0.9922,-0.045,0.0724,-0.0801,-0.8928,-0.0648,-0.0035,0.9549,275.3496
1.9149,1.9151,0.0,-0.2383,0.0723,-1.0244,-0.0517,0.0558,-0.077,-0.93,-0.064,-0.0008,1.2745,275.5942
1.9788,1.9662,-0.013,-0.2354,0.0361,-1.0537,-0.0489,0.0442,-0.0738,-0.9724,-0.0571,0.0031,0.6733,275.4423
2.0323,2.0175,-0.015,-0.2441,0.0469,-1.002,-0.0239,-0.0153,-0.0454,-1.0011,-0.0543,0.007,359.7885,275.827
2.0972,2.1204,0.023,-0.0928,0.0527,-1.1162,0.0043,-0.0716,-0.0105,-1.0368,-0.0545,0.0087,0.6056,274.9306
2.1486,2.1712,0.023,-0.0977,0.0234,-1.0107,0.0343,-0.0411,-0.0395,-1.0611,-0.052,0.0105,0.8042,273.9846
2.215,2.2219,0.007,-0.127,0.0088,-0.9248,0.0646,-0.0299,-0.0597,-1.0956,-0.0518,0.0132,1.4683,274.0984
2.2704,2.2726,0.002,-0.083,0.041,-1.0732,0.0755,-0.008,-0.0779,-1.1245,-0.0538,0.0151,1.7074,274.3505
