dt[s],sensor_dt[s],pos-sens_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y
0.0678,0.0487,-0.019,-0.1223,0.028,0.3451,0.0184,0.013,0.0847,0.0044,0.0821,0.0707,1.9502,354.913
0.1198,0.1108,-0.009,-0.1111,0.027,0.3148,0.0313,0.011,0.0448,0.0047,0.0816,0.0729,1.994,354.9475
0.1717,0.1623,-0.009,-0.1092,0.0269,0.2982,0.0319,0.0097,0.0318,0.0046,0.0812,0.0753,1.9093,355.0296
0.2431,0.266,0.023,-0.1009,0.037,0.2689,0.0145,0.0124,0.0176,0.0045,0.0799,0.0774,2.2756,355.3107
0.2965,0.266,-0.03,-0.1009,0.037,0.2689,0.0145,0.0124,0.0176,0.0034,0.0796,0.0801,2.2965,355.3055
0.3654,0.3841,0.019,-0.0932,0.0352,0.2473,-0.0173,0.0069,0.0195,0.0045,0.0785,0.084,2.4649,355.6811
0.4368,0.4352,-0.002,-0.0929,0.0309,0.2354,-0.0113,0.0054,0.0153,0.0034,0.0787,0.0925,2.1104,355.9953
0.5087,0.4865,-0.022,-0.0865,0.037,0.2259,-0.006,0.0029,0.02,0.0033,0.079,0.1029,1.8609,355.6941
0.5656,0.5368,-0.029,-0.0893,0.0322,0.2148,-0.0045,0.0014,0.0204,0.003,0.0783,0.1128,1.7061,355.679
0.6175,0.6039,-0.014,-0.0936,0.0266,0.1988,-0.0039,-0.0113,0.0013,0.0045,0.0772,0.1239,1.555,355.3019
0.6909,0.7056,0.015,-0.1006,0.0237,0.1832,-0.0091,-0.0343,-0.0221,0.0083,0.0754,0.1417,1.2131,354.8715
0.7588,0.7568,-0.002,-0.1046,0.0298,0.1776,-0.0206,-0.0519,-0.0263,0.0138,0.0772,0.1656,0.8521,354.9962
0.8296,0.8083,-0.021,-0.1071,0.0312,0.1737,-0.0424,-0.0508,-0.0236,0.0104,0.0831,0.1839,0.2777,354.8406
0.898,0.9105,0.012,-0.1143,0.0379,0.1478,-0.0347,-0.0742,-0.0396,0.0069,0.0884,0.2015,0.2217,354.7284
0.9624,0.9617,-0.001,-0.1146,0.0277,0.1269,-0.0279,-0.0675,-0.0471,0.0057,0.092,0.2214,0.6602,354.7918
1.0288,1.0129,-0.016,-0.1099,0.0091,0.1173,-0.0126,-0.0583,-0.0508,0.0016,0.0927,0.2435,1.1819,354.9007
1.0967,1.1154,0.019,-0.1194,-0.0013,0.1177,0.0346,-0.0496,-0.1062,-0.0022,0.0886,0.2728,1.2985,354.9335
1.1601,1.1666,0.007,-0.1205,-0.0079,0.1193,0.0403,-0.0651,-0.1056,-0.0079,0.0809,0.3099,1.3395,354.8945
