dt[s],sensor_dt[s],pos-sens_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y
0.0529,0.074,0.021,-0.1855,0.0508,-1.0078,0.063,-0.1373,0.6596,-0.0648,-0.0853,0.1193,1.4111,1.5926
0.1038,0.074,-0.03,-0.1855,0.0508,-1.0078,0.063,-0.1373,0.6596,-0.0684,-0.0863,0.1231,1.5813,1.6518
0.1567,0.1405,-0.016,-0.1738,0.0742,-0.999,0.0984,-0.1225,0.5818,-0.072,-0.0862,0.1276,1.6246,1.6072
0.2056,0.1926,-0.013,-0.1953,0.0537,-0.9746,0.1862,-0.1048,0.4862,-0.0774,-0.0859,0.1324,1.1977,1.6719
0.28,0.2953,0.015,-0.2021,0.0176,-1.001,0.1948,-0.0634,0.3318,-0.0815,-0.0878,0.1373,1.2732,2.0669
0.3519,0.346,-0.006,-0.1826,0.0654,-1.04,0.1717,-0.052,0.2853,-0.0843,-0.0909,0.142,1.2176,2.802
0.4098,0.3973,-0.013,-0.1729,0.0791,-0.9775,0.1254,-0.0388,0.2279,-0.0839,-0.0934,0.1528,2.5328,2.7645
0.4807,0.5007,0.02,-0.2373,0.0928,-0.9648,0.0475,-0.0223,0.1654,-0.0847,-0.0916,0.1698,2.2769,2.9697
0.5316,0.5007,-0.031,-0.2373,0.0928,-0.9648,0.0475,-0.0223,0.1654,-0.0821,-0.089,0.1832,1.3459,3.1735
0.585,0.5669,-0.018,-0.3105,0.0664,-0.9971,0.0334,-0.019,0.1333,-0.0821,-0.0907,0.1979,1.3816,3.0385
0.6579,0.6704,0.012,-0.2354,0.0977,-1.0205,0.031,-0.0775,0.1007,-0.0781,-0.0927,0.2201,1.231,2.8811
0.7078,0.7207,0.013,-0.25,0.0684,-0.9473,0.0227,-0.0808,0.0674,-0.074,-0.0957,0.2455,1.2713,3.0383
0.7608,0.7865,0.026,-0.25,0.1006,-0.9834,0.0156,-0.0858,0.0483,-0.0686,-0.0983,0.2684,1.5489,2.9382
0.8351,0.8377,0.003,-0.2705,0.0889,-0.9727,0.004,-0.0917,0.0479,-0.0601,-0.1008,0.3014,1.5264,3.21
0.906,0.8899,-0.016,-0.2617,0.0859,-0.9629,-0.0072,-0.099,0.0529,-0.0502,-0.1019,0.3472,1.5676,3.1284
0.9744,0.9932,0.019,-0.2676,0.0732,-0.9961,-0.0432,-0.099,0.0523,-0.0435,-0.1006,0.3809,1.1911,2.7148
