date,hour,minute,sec,milli_sec,accel_dt[ms],gyro_dt[ms],delta_sec[s],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y
2019-01-16,11,39,17,264.0,-1135.0,-1132.0,0.042999,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8209,0.054,1.0019,358.6925,182.6257
2019-01-16,11,39,17,303.9,-1174.9,-1171.9,0.0399,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8232,0.0485,0.9645,358.8824,182.7412
2019-01-16,11,39,17,346.3,-1217.3,-1214.3,0.0424,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.824,0.0433,0.9363,358.6407,183.1397
2019-01-16,11,39,17,387.8,-1258.8,-1255.8,0.0415,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8247,0.0352,0.8991,359.1348,183.7838
2019-01-16,11,39,17,430.7,-1301.7,-1298.7,0.042901,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8237,0.0326,0.8727,359.4958,184.1011
2019-01-16,11,39,17,469.6,-1340.6,-1337.6,0.038899,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8229,0.0327,0.8342,358.0113,184.4334
2019-01-16,11,39,17,508.6,-1379.6,-1376.6,0.039001,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8213,0.0341,0.8071,357.1936,184.4299
2019-01-16,11,39,17,550.0,-1421.0,-1418.0,0.0414,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8196,0.039,0.771,357.1371,184.2122
2019-01-16,11,39,17,589.4,-1460.4,-1457.4,0.0394,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8191,0.0437,0.7478,354.851,183.5444
2019-01-16,11,39,17,631.4,-1502.4,-1499.4,0.041999,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8196,0.0428,0.7274,356.4658,183.4388
2019-01-16,11,39,17,669.8,-1540.8,-1537.8,0.0384,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8211,0.0468,0.6998,357.6688,183.7264
2019-01-16,11,39,17,709.3,-1580.3,-1577.3,0.0395,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8228,0.0547,0.6827,357.4714,184.1554
2019-01-16,11,39,17,753.7,-1624.7,-1621.7,0.0444,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8245,0.0617,0.6588,357.5715,184.7919
2019-01-16,11,39,17,790.1,-1661.1,-1658.1,0.0364,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8247,0.0637,0.6447,357.5827,184.7895
2019-01-16,11,39,17,828.6,-1699.6,-1696.6,0.038501,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8251,0.066,0.631,357.4666,184.5272
2019-01-16,11,39,17,865.0,-1736.0,-1733.0,0.036399,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8259,0.0683,0.6124,357.4483,183.9781
2019-01-16,11,39,17,906.9,-1777.9,-1774.9,0.041901,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8275,0.07,0.601,357.5327,183.4923
2019-01-16,11,39,17,944.9,-1815.9,-1812.9,0.038,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8301,0.071,0.59,357.9977,183.1246
2019-01-16,11,39,17,983.3,-1854.3,-1851.3,0.038399,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8342,0.0707,0.5776,359.1805,182.5987
2019-01-16,11,39,18,20.3,-1891.3,-1888.3,0.037,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8377,0.0691,0.5716,359.6309,182.4541
2019-01-16,11,39,18,61.2,-1932.2,-1929.2,0.0409,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8416,0.069,0.5641,359.8137,182.0972
2019-01-16,11,39,18,96.2,-1967.2,-1964.2,0.035,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8451,0.0696,0.5551,359.4104,181.6602
2019-01-16,11,39,18,133.6,-2004.6,-2001.6,0.037401,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8501,0.0697,0.547,359.0275,181.1112
2019-01-16,11,39,18,168.5,-2039.5,-2036.5,0.0349,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8535,0.0717,0.5422,359.2687,180.8021
2019-01-16,11,39,18,206.5,-2077.5,-2074.5,0.037999,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8569,0.0755,0.5379,359.0376,180.5561
2019-01-16,11,39,18,244.9,-2115.9,-2112.9,0.038401,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8591,0.0777,0.5331,357.4957,180.3799
2019-01-16,11,39,18,282.9,-2153.9,-2150.9,0.038,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8629,0.0787,0.5286,357.1212,180.3801
2019-01-16,11,39,18,321.8,-2192.8,-2189.8,0.038899,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8651,0.0778,0.5257,357.5165,180.3912
2019-01-16,11,39,18,359.7,-2230.7,-2227.7,0.037901,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8664,0.0771,0.5231,357.893,180.2823
2019-01-16,11,39,18,400.2,-2271.2,-2268.2,0.0405,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8677,0.0762,0.5196,358.235,179.9674
2019-01-16,11,39,18,440.1,-2311.1,-2308.1,0.0399,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8679,0.0757,0.5165,358.0205,179.6996
2019-01-16,11,39,18,480.0,-2351.0,-2348.0,0.0399,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.868,0.0748,0.5151,358.3163,179.5945
2019-01-16,11,39,18,516.0,-2387.0,-2384.0,0.035999,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8684,0.074,0.5133,358.4958,179.5599
2019-01-16,11,39,18,553.9,-2424.9,-2421.9,0.0379,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8685,0.074,0.5124,358.3769,179.737
2019-01-16,11,39,18,590.9,-2461.9,-2458.9,0.037001,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8687,0.0736,0.5117,358.3297,179.8561
2019-01-16,11,39,18,628.8,-2499.8,-2496.8,0.037899,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8686,0.0728,0.5116,358.6818,179.9968
2019-01-16,11,39,18,668.2,-2539.2,-2536.2,0.0394,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.868,0.0726,0.511,358.5101,179.8947
2019-01-16,11,39,18,706.2,-2577.2,-2574.2,0.038,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8677,0.0723,0.5104,358.6299,179.6852
2019-01-16,11,39,18,743.6,-2614.6,-2611.6,0.037401,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8673,0.0718,0.5098,358.7039,179.5043
2019-01-16,11,39,18,782.6,-2653.6,-2650.6,0.038999,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8669,0.071,0.5092,359.1012,179.4407
2019-01-16,11,39,18,820.0,-2691.0,-2688.0,0.037401,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8667,0.0705,0.5086,359.169,179.5759
2019-01-16,11,39,18,863.4,-2734.4,-2731.4,0.043399,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8665,0.0697,0.5082,359.4612,179.7781
2019-01-16,11,39,18,899.9,-2770.9,-2767.9,0.0365,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8661,0.0689,0.5078,359.8102,179.965
2019-01-16,11,39,18,938.8,-2809.8,-2806.8,0.038901,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.866,0.0693,0.507,359.5757,180.0154
2019-01-16,11,39,18,977.8,-2848.8,-2845.8,0.038999,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8659,0.0691,0.5064,359.6419,180.1483
2019-01-16,11,39,19,14.2,-2885.2,-2882.2,0.0364,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8656,0.0696,0.5053,359.2463,180.2655
2019-01-16,11,39,19,54.1,-2925.1,-2922.1,0.0399,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8651,0.0694,0.5039,359.2469,180.4169
2019-01-16,11,39,19,91.6,-2962.6,-2959.6,0.0375,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8646,0.0687,0.5031,359.5895,180.3932
2019-01-16,11,39,19,131.0,-3002.0,-2999.0,0.039401,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.864,0.0685,0.5017,359.5515,180.3938
2019-01-16,11,39,19,172.5,-3043.5,-3040.5,0.041499,9.825804,-0.12449849,2.6910827,0.4198564,-0.030490901,0.0031415927,-2.8637,0.0686,0.5008,359.5223,180.2051
