dt[s],sensor_dt[s],pos-sens_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y
0.0599,0.075,0.015,0.076,0.0127,0.0662,0.0915,-0.0033,-0.0158,0.1008,0.095,0.0237,0.0418,357.933
0.1248,0.1269,0.002,0.0949,-0.0131,0.0377,0.0932,0.004,-0.0188,0.0986,0.0956,0.0271,359.8977,358.3238
0.1857,0.1782,-0.008,0.0496,-0.0072,-0.0007,0.0995,0.0093,-0.0173,0.095,0.096,0.0299,359.3153,357.9725
0.2536,0.2289,-0.025,0.0232,-0.0022,0.0234,0.0947,0.021,-0.0198,0.0896,0.0932,0.0336,0.103,357.8255
0.312,0.2804,-0.032,0.0231,-0.0285,0.0615,0.0859,0.0185,-0.0082,0.0859,0.0907,0.0381,0.7704,357.6491
0.3709,0.3464,-0.025,0.0304,0.036,0.0108,0.0583,0.0159,-0.007,0.083,0.0885,0.0435,0.9232,357.6683
0.4348,0.4485,0.014,0.0282,-0.0505,0.0573,0.032,0.0006,0.0125,0.0785,0.0873,0.0526,1.06,358.2009
0.4992,0.4995,0.0,-0.0171,-0.0377,0.0459,0.017,-0.0183,0.0209,0.072,0.0868,0.0654,0.5234,358.2345
0.5636,0.5504,-0.013,-0.0077,0.005,0.0574,0.0049,-0.0322,0.0217,0.0652,0.0844,0.0803,0.153,358.3147
0.624,0.6018,-0.022,0.0033,-0.0058,0.0651,-0.0135,-0.0494,0.0178,0.0625,0.0804,0.093,0.3718,359.0576
0.6819,0.7053,0.023,0.0272,-0.0188,0.0484,-0.0164,-0.0538,0.0201,0.0581,0.0768,0.1109,0.8348,359.4338
0.7403,0.7568,0.017,-0.0102,-0.0499,0.0623,-0.0234,-0.0513,0.0166,0.0576,0.0752,0.1296,1.5561,0.5139
0.7942,0.8074,0.013,-0.0655,-0.0676,0.0528,-0.0601,-0.0547,0.0085,0.0572,0.0761,0.1594,1.7033,0.4763
0.8581,0.8584,0.0,-0.0278,0.0164,0.0594,-0.0734,-0.0735,0.0145,0.0586,0.0742,0.1983,2.3995,0.9009
0.9185,0.9093,-0.009,-0.0498,-0.0278,0.1332,-0.0828,-0.0778,0.0056,0.0617,0.0748,0.2288,2.7772,1.2937
0.9694,0.9605,-0.009,-0.0642,0.0653,0.1475,-0.0964,-0.1201,-0.0026,0.0631,0.0726,0.2624,2.6211,0.9859
1.0218,1.0108,-0.011,-0.0633,0.0639,0.1224,-0.1082,-0.1378,-0.0095,0.0652,0.0672,0.3021,2.7009,0.7283
1.0748,1.0619,-0.013,-0.057,-0.0721,0.125,-0.1336,-0.1447,-0.0299,0.0682,0.0575,0.3641,2.5529,0.079
1.1382,1.1129,-0.025,-0.0971,0.0509,0.0518,-0.1515,-0.1313,-0.0416,0.0746,0.0488,0.4395,2.6238,359.7345
1.1886,1.1644,-0.024,0.0153,-0.1048,0.1152,-0.1406,-0.1046,-0.0417,0.0775,0.0495,0.4951,2.6441,358.9696
1.239,1.2153,-0.024,-0.0262,-0.1339,0.1394,-0.1154,-0.1123,-0.032,0.0806,0.0602,0.5442,1.1998,358.4359
1.2974,1.3175,0.02,-0.0785,-0.0075,0.1345,-0.0871,-0.163,-0.0121,0.0825,0.0691,0.5896,359.8388,358.7246
1.3523,1.3686,0.016,-0.0598,0.16,0.0834,-0.114,-0.1506,-0.0258,0.0818,0.077,0.6319,0.0708,357.7067
1.4122,1.4189,0.007,-0.0223,0.3576,-0.1298,-0.1215,-0.1081,-0.0361,0.0807,0.0903,0.687,0.7502,357.0388
1.4661,1.4704,0.004,0.0002,0.1381,-0.1225,-0.0903,-0.0419,-0.0258,0.0792,0.098,0.7328,0.3203,357.2231
1.5186,1.521,0.002,0.0602,0.0471,-0.1118,-0.0542,0.0248,-0.0147,0.0781,0.0982,0.7763,0.3347,356.9095
1.5715,1.572,0.001,0.0471,0.0341,-0.1189,-0.038,0.1098,-0.0128,0.0762,0.0915,0.8371,0.4037,356.5579
1.6269,1.6227,-0.004,0.0234,0.0301,-0.0645,0.0193,0.1962,0.0086,0.0723,0.081,0.8881,0.9786,356.2661
