dt[s],sensor_dt[s],pos-sens_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y
0.0698,0.082,0.012,-0.1826,0.0615,-1.0088,0.0864,-0.0525,0.138,0.0479,-0.0558,2.814,1.872,185.3449
0.1427,0.1314,-0.011,-0.1924,0.0879,-1.001,0.1,-0.0448,0.1109,0.0411,-0.0573,2.8053,1.5387,184.1415
0.2116,0.2338,0.022,-0.1992,0.042,-0.958,0.0731,-0.027,0.1207,0.0361,-0.0605,2.7977,0.2607,184.1318
0.2625,0.2869,0.024,-0.1924,0.04,-0.9932,0.0563,-0.0194,0.1045,0.035,-0.0647,2.7916,1.6227,183.9688
0.3334,0.337,0.004,-0.2012,0.0342,-0.999,0.0502,-0.0129,0.1014,0.0367,-0.0637,2.7812,1.6758,183.0886
0.4008,0.3883,-0.013,-0.1855,0.0967,-0.9951,0.0516,-0.0106,0.0995,0.0526,-0.0626,2.7595,1.5101,182.6432
0.4752,0.4906,0.015,-0.2461,-0.0322,-1.0684,0.0424,-0.0126,0.092,0.0755,-0.062,2.7656,1.0839,183.0321
0.5431,0.5407,-0.002,-0.209,0.04,-1.1035,0.046,-0.0278,0.0716,0.0805,-0.0602,2.7575,1.4665,182.9534
0.615,0.5916,-0.023,-0.2656,0.0791,-1.0039,0.0471,-0.0374,0.0641,0.0843,-0.0589,2.7397,1.6341,182.3943
0.6869,0.7143,0.027,-0.1953,0.0557,-1.0068,0.0297,-0.0598,0.0786,0.0842,-0.0593,2.7165,1.85,182.1647
0.7598,0.7781,0.018,-0.2197,-0.002,-0.9912,0.022,-0.0537,0.0999,0.0815,-0.0579,2.6885,1.7076,181.9197
0.8296,0.831,0.001,-0.2451,0.0518,-0.9775,0.0297,-0.0467,0.0929,0.0807,-0.0561,2.6548,0.8799,181.8806
0.9015,0.8811,-0.02,-0.2793,0.0498,-0.9668,0.0358,-0.0493,0.059,0.0788,-0.0563,2.6142,0.4492,182.3071
0.9719,0.9828,0.011,-0.2744,0.0557,-1.0107,0.0256,-0.0855,0.0473,0.0783,-0.0513,2.5694,0.5322,183.0506
1.0228,1.0331,0.01,-0.2852,0.0566,-1.0244,0.0205,-0.0941,0.0383,0.0801,-0.0477,2.553,358.8062,183.2022
1.0912,1.0845,-0.007,-0.3105,0.0771,-0.9639,0.0142,-0.1079,0.0194,0.0835,-0.0491,2.5133,359.2222,183.104
1.1566,1.135,-0.022,-0.252,0.0713,-0.9941,0.0144,-0.1085,0.0237,0.0794,-0.0504,2.4865,0.3852,183.3278
1.221,1.2383,0.017,-0.1182,0.0127,-1.0342,0.0064,-0.0552,0.0764,0.0759,-0.0516,2.4619,0.6118,183.8539
1.2799,1.2901,0.01,-0.1738,0.0811,-0.8867,0.0259,0.0014,0.0993,0.0752,-0.0538,2.4402,1.1471,183.5348
1.3398,1.3415,0.002,-0.1338,0.1318,-0.9707,0.0364,0.0549,0.124,0.0722,-0.054,2.4107,0.8011,183.1719
1.3913,1.3917,0.0,-0.1768,0.1357,-1.0313,0.03,0.0605,0.1172,0.0685,-0.0557,2.3867,0.6028,182.9876
1.4567,1.4433,-0.013,-0.2217,0.0801,-0.9814,0.0089,0.0516,0.1091,0.0609,-0.0593,2.3522,0.7277,183.0497
1.5091,1.4935,-0.016,-0.2275,0.0146,-0.9668,-0.0205,0.0401,0.1126,0.0553,-0.0621,2.324,0.7556,183.0927
1.5635,1.5445,-0.019,-0.1934,0.0703,-1.0459,-0.0172,0.0369,0.101,0.0508,-0.0649,2.2918,1.0799,182.658
