dt[s],sensor_dt[s],pos-sens_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y
0.0534,0.085,0.032,-0.2158,0.0605,-1.0107,-0.0243,-0.1503,-0.8292,-2.5001,-0.0702,0.0652,0.6097,92.2535
0.1153,0.1351,0.02,-0.2012,0.0557,-1.0391,-0.073,-0.1452,-0.7423,-2.4911,-0.0729,0.0622,1.3083,91.5476
0.1727,0.1867,0.014,-0.1992,0.0664,-0.9834,-0.1329,-0.1358,-0.6916,-2.4835,-0.073,0.0601,0.6315,91.6529
0.2291,0.238,0.009,-0.2188,0.0176,-0.9648,-0.2023,-0.1255,-0.5899,-2.4758,-0.0747,0.0584,0.7979,91.6313
0.286,0.2914,0.005,-0.1777,0.0479,-0.9736,-0.2237,-0.1274,-0.5141,-2.4642,-0.0752,0.0588,0.4649,91.7226
0.3429,0.3417,-0.001,-0.2041,0.0156,-0.9785,-0.2298,-0.0971,-0.4547,-2.453,-0.0766,0.0601,0.7769,91.1227
0.4013,0.3932,-0.008,-0.1963,-0.001,-1.04,-0.1814,-0.0657,-0.3448,-2.4362,-0.078,0.0622,1.2655,90.5031
0.4627,0.4451,-0.018,-0.2139,0.0508,-0.9834,-0.1459,-0.0457,-0.2797,-2.4186,-0.0784,0.0615,1.3459,90.4906
0.5186,0.51,-0.009,-0.2207,0.0049,-1.042,-0.1077,-0.0356,-0.2039,-2.3969,-0.0793,0.0604,1.9016,90.7599
0.5715,0.5616,-0.01,-0.2256,-0.0029,-0.9873,-0.0934,-0.038,-0.1548,-2.3777,-0.0786,0.0606,1.9055,91.0218
0.629,0.613,-0.016,-0.2451,-0.002,-0.9854,-0.074,-0.0431,-0.1058,-2.3587,-0.0786,0.0618,1.7663,91.2151
0.6854,0.663,-0.022,-0.2559,0.0283,-1.0088,-0.0505,-0.0468,-0.075,-2.3288,-0.0804,0.065,1.9392,91.3484
0.7443,0.7664,0.022,-0.2451,0.0596,-1.0088,0.0017,-0.0599,-0.0197,-2.299,-0.0818,0.0682,1.459,91.3836
0.8012,0.8332,0.032,-0.2197,0.0234,-1.0146,0.0129,-0.0621,0.0134,-2.2564,-0.084,0.0703,1.1508,91.8733
0.8646,0.884,0.019,-0.2256,0.0313,-1.0127,0.0206,-0.0554,0.0287,-2.206,-0.0823,0.0713,359.8774,92.873
0.9205,0.9366,0.016,-0.2686,0.0029,-0.9512,0.024,-0.0499,0.0437,-2.1686,-0.0799,0.0713,0.867,93.2132
0.9739,0.9876,0.014,-0.2695,0.0146,-1.0049,0.0303,-0.0609,0.0419,-2.1356,-0.0735,0.0715,0.0714,93.1764
1.0293,1.0385,0.009,-0.335,0.0576,-0.9434,0.0269,-0.0799,0.0348,-2.1075,-0.0705,0.0712,0.3829,93.3068
1.0847,1.1042,0.02,-0.3066,0.0674,-1.0566,0.0156,-0.1171,0.0219,-2.0683,-0.0735,0.0523,0.2755,93.6162
1.1427,1.1567,0.014,-0.2822,0.0322,-0.9834,-0.0135,-0.1156,-0.0084,-2.0451,-0.0749,0.0487,0.4443,94.7444
1.1921,1.2069,0.015,-0.167,0.0137,-1.1484,-0.0309,-0.1089,-0.0329,-2.0225,-0.0748,0.0451,0.5366,95.6236
1.249,1.2601,0.011,-0.1367,0.0322,-1.0469,-0.0464,-0.0679,-0.0763,-1.9913,-0.0764,0.0417,0.66,95.8357
1.2999,1.3112,0.011,-0.0879,0.0645,-1.0283,-0.0562,-0.0235,-0.1019,-1.9649,-0.0782,0.0391,1.0192,95.8501
1.3543,1.3627,0.008,-0.125,0.0938,-0.958,-0.0577,0.051,-0.1072,-1.9387,-0.0797,0.0355,1.7197,95.6761
1.4112,1.4132,0.002,-0.1426,0.0928,-0.9814,-0.0551,0.117,-0.1079,-1.9106,-0.0808,0.0344,1.5823,95.7195
1.4651,1.4633,-0.002,-0.1484,0.1064,-0.9971,-0.0698,0.1237,-0.142,-1.8692,-0.085,0.0321,1.8618,95.7812
1.5201,1.5158,-0.004,-0.1797,0.0527,-0.9375,-0.1017,0.1177,-0.1754,-1.8314,-0.09,0.028,1.7732,96.1152
1.5745,1.5832,0.009,-0.2002,0.0205,-0.9756,-0.1109,0.1001,-0.208,-1.79,-0.0933,0.0244,1.1285,96.3063
1.6299,1.6348,0.005,-0.2129,0.0186,-1.002,-0.1081,0.107,-0.2348,-1.7493,-0.095,0.0202,0.6181,96.3786
1.6843,1.7022,0.018,-0.252,0.0391,-0.9512,-0.0968,0.1209,-0.2603,-1.6935,-0.0956,0.0127,0.2741,95.7565
1.7422,1.754,0.012,-0.2715,0.0283,-0.9492,-0.0831,0.1232,-0.2655,-1.652,-0.0907,0.0072,2.3971,95.0528
1.7996,1.8213,0.022,-0.2773,0.0381,-0.998,-0.0659,0.0978,-0.2678,-1.5995,-0.078,0.0035,0.5553,94.6548
1.8565,1.8723,0.016,-0.251,0.0781,-1.0303,-0.0625,0.0638,-0.2522,-1.5596,-0.0742,0.0016,358.9776,95.0458
1.9179,1.9235,0.006,-0.25,0.0322,-1.0801,-0.0614,0.0357,-0.2405,-1.5162,-0.0689,0.0017,359.3475,95.0039
1.9768,1.9748,-0.002,-0.2422,0.0342,-1.0527,-0.0614,-0.0453,-0.2552,-1.473,-0.0625,-0.0001,358.7265,94.0481
2.0303,2.025,-0.005,-0.1309,0.0684,-1.2559,-0.0572,-0.0789,-0.2486,-1.4414,-0.0651,-0.0028,359.8216,93.7274
2.0847,2.0922,0.007,-0.1152,0.0205,-0.9893,-0.0323,-0.0297,-0.212,-1.4091,-0.0676,-0.0056,0.8701,93.9223
2.1396,2.1422,0.003,-0.127,0.0244,-0.9746,-0.0004,-0.0197,-0.1936,-1.3747,-0.0694,-0.0069,1.0825,93.9872
2.1935,2.1937,0.0,-0.0674,0.0342,-1.0742,0.0303,0.0006,-0.1529,-1.3376,-0.0712,-0.0079,0.4193,94.5546
2.2509,2.2444,-0.006,-0.1533,0.0049,-0.9023,0.0336,0.0352,-0.1223,-1.2848,-0.0765,-0.0089,0.1846,94.9512
2.3058,2.2966,-0.009,-0.2393,0.0225,-0.8193,0.0284,0.0591,-0.0858,-1.2403,-0.0816,-0.0097,359.9897,95.1653
2.3612,2.3633,0.002,-0.2227,0.0801,-0.9863,0.0203,0.0393,-0.0637,-1.1976,-0.0856,-0.0099,359.6996,95.3871
2.4196,2.4146,-0.005,-0.2256,0.0713,-1.0293,0.0125,0.0316,-0.0345,-1.1407,-0.0886,-0.0089,359.331,95.5288
2.4751,2.4654,-0.01,-0.2402,0.0479,-0.9727,0.0006,0.034,-0.0158,-1.0976,-0.0851,-0.0094,1.1391,95.869
2.5275,2.5179,-0.01,-0.25,0.0098,-0.9307,-0.0032,0.0399,0.0287,-1.0618,-0.0735,-0.0112,359.1622,95.4498
2.5824,2.5688,-0.014,-0.252,0.0176,-0.9639,0.0106,0.033,0.0449,-1.0145,-0.0669,-0.012,358.2666,95.0849
2.6388,2.6208,-0.018,-0.2549,0.042,-1.001,0.0134,0.0123,0.0531,-0.9839,-0.061,-0.0141,359.1821,95.4411
2.6947,2.6714,-0.023,-0.25,0.04,-1.0742,0.0118,-0.0038,0.0374,-0.9443,-0.057,-0.0139,358.8772,96.1041
2.7516,2.7737,0.022,-0.0146,0.1152,-1.4219,0.0184,-0.0648,0.0756,-0.9124,-0.0568,-0.0132,358.2367,96.7802
2.808,2.8248,0.017,-0.1533,0.0205,-0.9209,0.0174,-0.042,0.0821,-0.8803,-0.0582,-0.0133,358.0592,96.4635
