dt[s],sensor_dt[s],pos-sens_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y
0.0529,0.093,0.04,-0.2451,0.0449,-0.9824,-0.0296,-0.1132,-1.2713,-0.2293,-0.0938,-0.1074,1.7562,275.7686
0.1058,0.093,-0.013,-0.2451,0.0449,-0.9824,-0.0296,-0.1132,-1.2713,-0.2428,-0.097,-0.1041,2.0756,275.5851
0.1632,0.1432,-0.02,-0.2539,0.0244,-1.0244,-0.0425,-0.1558,-1.1477,-0.2591,-0.099,-0.1012,1.7787,275.1053
0.2171,0.1963,-0.021,-0.2617,0.0537,-0.9922,-0.06,-0.227,-0.962,-0.2848,-0.1013,-0.0974,1.6993,274.4213
0.269,0.2481,-0.021,-0.2744,0.0566,-0.9541,-0.078,-0.2457,-0.8147,-0.3107,-0.103,-0.0929,1.8343,273.7967
0.3254,0.3155,-0.01,-0.2598,0.0273,-1.0088,-0.1215,-0.2269,-0.652,-0.3364,-0.1041,-0.0873,1.5667,273.5385
0.3754,0.3664,-0.009,-0.2686,0.0234,-0.9873,-0.1405,-0.2051,-0.5133,-0.3645,-0.1057,-0.0812,0.5499,273.4329
0.4303,0.4165,-0.014,-0.3037,0.0244,-0.9844,-0.1312,-0.192,-0.4247,-0.393,-0.1041,-0.0755,1.4624,272.9019
0.4837,0.4685,-0.015,-0.2725,0.0781,-0.9941,-0.1107,-0.1862,-0.3033,-0.4287,-0.0955,-0.065,1.5385,272.6716
0.5371,0.5186,-0.019,-0.251,0.1006,-1.0156,-0.1141,-0.1709,-0.2324,-0.4554,-0.0864,-0.0573,1.1193,273.0823
0.59,0.5697,-0.02,-0.29,0.0977,-0.9961,-0.1402,-0.1385,-0.1312,-0.4812,-0.0799,-0.0515,359.5269,272.9022
0.6414,0.6203,-0.021,-0.1963,0.0654,-1.1797,-0.1554,-0.1226,-0.081,-0.506,-0.0788,-0.0456,358.9389,272.7184
0.6949,0.6717,-0.023,-0.1416,0.1162,-1.1133,-0.1584,-0.0884,-0.0357,-0.5285,-0.0814,-0.0409,359.7578,272.3103
0.7508,0.7745,0.024,-0.1602,-0.0117,-0.9307,-0.1152,0.0073,-0.0055,-0.5572,-0.083,-0.0364,1.1982,271.5129
0.8057,0.826,0.02,-0.1543,-0.0049,-0.8467,-0.0762,0.0753,0.0255,-0.5789,-0.0804,-0.0322,0.7167,271.9651
0.8586,0.8764,0.018,-0.1455,0.0156,-0.9014,-0.0575,0.0958,0.0307,-0.601,-0.0813,-0.0301,0.5281,272.5523
0.9165,0.9425,0.026,-0.1338,0.0166,-1.0283,-0.0237,0.1108,0.0361,-0.6323,-0.0817,-0.0267,0.8969,272.1816
0.9709,0.9934,0.022,-0.1777,0.0283,-1.0117,-0.0029,0.1336,0.0228,-0.658,-0.0827,-0.0232,1.3726,272.7864
1.0278,1.0464,0.019,-0.2295,0.0234,-0.9717,0.0004,0.1404,0.0205,-0.6848,-0.084,-0.0213,1.1253,273.1189
1.0832,1.0974,0.014,-0.2383,-0.0029,-1.0117,0.0012,0.1355,0.0169,-0.7217,-0.0876,-0.0194,1.0382,273.3047
1.1387,1.1496,0.011,-0.2266,0.0498,-0.957,0.0175,0.1153,0.0104,-0.7545,-0.0924,-0.0179,1.0609,273.5547
1.2016,1.2164,0.015,-0.2344,0.0059,-0.9922,0.0452,0.0967,-0.0097,-0.8016,-0.0999,-0.0173,0.956,274.1428
