dt[s],sensor_dt[s],pos-sens_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y
0.0509,0.081,0.03,0.0336,-0.0204,0.0488,-0.0414,-0.0178,-0.0591,0.1195,0.0295,0.1575,2.3431,7.8852
0.1043,0.081,-0.023,0.0336,-0.0204,0.0488,-0.0414,-0.0178,-0.0591,0.1193,0.0289,0.1588,2.6092,7.6292
0.1542,0.1312,-0.023,0.0647,0.0054,0.0653,-0.0111,-0.0184,-0.0395,0.1186,0.0285,0.1608,2.7562,7.228
0.2106,0.2334,0.023,0.0487,-0.0295,0.0607,0.04,-0.0044,-0.0096,0.1164,0.0276,0.1654,2.9651,6.6918
0.27,0.285,0.015,0.0532,0.0043,0.0534,0.0495,-0.0027,0.0006,0.1141,0.0265,0.172,3.2659,5.9655
0.3269,0.3357,0.009,0.041,-0.0124,0.0604,0.0539,-0.0039,0.0107,0.112,0.0269,0.1798,2.9758,5.8618
0.3838,0.3868,0.003,0.0643,-0.0385,0.0976,0.0565,-0.0298,0.0285,0.1119,0.0268,0.1856,2.7739,6.4371
0.4408,0.438,-0.003,0.0298,0.0153,0.0563,0.0574,-0.0431,0.0457,0.111,0.0256,0.1942,2.4802,7.6693
0.4922,0.5037,0.012,-0.0443,-0.0105,0.0356,0.0436,-0.0365,0.047,0.1081,0.022,0.2045,3.0408,7.9621
0.5576,0.5567,-0.001,-0.0758,0.0216,0.0153,0.0047,-0.0243,0.046,0.1055,0.0185,0.2191,2.9614,8.9329
0.6095,0.6081,-0.001,0.0299,-0.0802,0.0921,-0.045,-0.0237,0.0372,0.1056,0.0158,0.2303,3.0148,10.1023
0.6589,0.6585,-0.0,0.03,-0.0722,0.0721,-0.0383,-0.0307,0.0346,0.1068,0.0135,0.2461,3.3719,10.4546
0.7278,0.71,-0.018,-0.0096,0.0091,0.0476,-0.0216,-0.0522,0.0449,0.113,0.0134,0.2706,4.1098,10.3508
0.7822,0.7606,-0.022,-0.0186,-0.0532,0.0713,-0.0264,-0.0492,0.0404,0.1178,0.0119,0.2948,4.316,10.5346
0.8491,0.8618,0.013,-0.0916,0.0454,0.0741,-0.0589,-0.0756,0.0302,0.1249,0.0046,0.3326,4.3698,11.3116
0.902,0.9137,0.012,0.0162,-0.044,0.1351,-0.0742,-0.0872,0.0226,0.1297,-0.0015,0.3646,4.1517,10.9669
