dt[s],sensor_dt[s],pos-sens_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y
0.0479,0.048,0.0,0.0022,0.0084,-0.0032,0.0034,-0.0222,0.0133,0.0011,0.0654,0.137,4.2384,359.1923
0.1213,0.1126,-0.009,-0.0734,-0.0345,0.0018,0.025,-0.0067,0.0727,0.0023,0.0652,0.1418,4.0065,359.4235
0.1966,0.2162,0.02,-0.0036,0.0044,0.0031,0.0117,0.0147,0.0778,0.0,0.0649,0.1488,4.2385,359.0469
0.266,0.2676,0.002,0.0217,0.0045,-0.0295,0.0025,0.0166,0.0701,-0.0004,0.0657,0.1534,3.8764,359.3124
0.3404,0.3194,-0.021,0.0307,-0.018,-0.0267,0.0064,0.023,0.0603,-0.0015,0.0655,0.163,3.6928,359.7321
0.4138,0.4207,0.007,0.0194,0.0044,-0.01,0.0422,0.0176,0.0524,-0.0037,0.065,0.175,3.9153,359.9824
0.4812,0.4717,-0.01,0.0074,0.0137,0.0161,0.0473,0.0132,0.0538,-0.0067,0.065,0.1895,3.9058,0.7102
0.5541,0.5731,0.019,0.0392,-0.02,0.0735,0.0305,-0.0088,0.0527,-0.0133,0.0646,0.2115,3.482,1.4881
0.6215,0.6247,0.003,0.0144,0.01,0.0277,0.0225,-0.0307,0.0392,-0.0193,0.0628,0.2314,2.9527,1.9181
0.6939,0.6755,-0.018,0.0332,-0.0133,0.0547,0.0023,-0.0452,0.0257,-0.0241,0.0607,0.2533,2.9674,2.4337
0.7638,0.7779,0.014,0.0459,-0.0151,0.0361,0.0086,-0.0543,-0.0005,-0.0269,0.0601,0.2762,3.3201,2.8315
0.8237,0.8429,0.019,0.001,-0.0279,0.0765,0.0774,-0.0604,0.0033,-0.0274,0.06,0.3045,4.2972,2.8775
0.8791,0.8938,0.015,-0.024,-0.0107,0.0269,0.0761,-0.0713,-0.0025,-0.026,0.0602,0.3308,4.0287,2.4843
0.9335,0.9457,0.012,-0.0263,-0.0129,0.0649,0.0566,-0.0809,-0.0135,-0.0242,0.0595,0.3563,4.5655,2.4869
0.9879,0.997,0.009,-0.038,-0.0336,0.0783,0.0336,-0.1021,-0.0205,-0.0205,0.0572,0.3952,4.499,2.1239
1.0423,1.0497,0.007,-0.0158,0.0205,0.0827,0.0003,-0.1065,-0.0341,-0.017,0.0514,0.4325,4.5073,1.7134
1.0972,1.1011,0.004,-0.0211,-0.0324,0.0745,-0.0361,-0.1147,-0.0521,-0.0131,0.0447,0.4747,4.1551,1.2258
1.1506,1.1518,0.001,-0.0261,-0.014,0.0666,-0.0421,-0.1162,-0.0493,-0.0092,0.0383,0.5199,3.5744,0.7235
1.2001,1.2022,0.002,-0.0129,-0.0651,0.0808,-0.045,-0.1148,-0.0654,-0.0033,0.0317,0.5881,4.1518,359.6545
1.254,1.2526,-0.001,-0.0115,-0.103,0.1318,-0.0478,-0.115,-0.0613,0.0009,0.0389,0.6396,5.8825,357.705
1.3139,1.3043,-0.01,0.0002,-0.037,0.1346,-0.0478,-0.139,-0.0498,0.0074,0.0586,0.6991,2.7209,357.8606
1.3678,1.355,-0.013,-0.0132,-0.0119,0.1134,-0.0498,-0.1524,-0.0356,0.0086,0.0692,0.7389,3.0139,357.1783
1.4397,1.4583,0.019,0.0203,0.3932,-0.1071,-0.0607,-0.1527,-0.0285,0.012,0.0826,0.7878,3.7018,357.0271
1.4921,1.5087,0.017,-0.0392,0.2268,-0.1199,-0.0549,-0.0866,-0.0229,0.0128,0.0846,0.8289,3.5692,356.8246
1.545,1.5602,0.015,0.0451,0.0491,-0.1014,-0.039,-0.0046,-0.0145,0.0129,0.0796,0.8727,3.5459,356.9909
1.6004,1.6103,0.01,0.0348,-0.0346,-0.138,-0.0283,0.0421,-0.0077,0.0122,0.0717,0.9175,4.3227,357.2174
1.6529,1.6625,0.01,0.0291,-0.1232,-0.0559,-0.0101,0.1305,0.01,0.0091,0.0585,0.9836,4.4683,357.1786
1.7227,1.7276,0.005,0.0064,-0.2467,0.0481,0.0235,0.136,0.0275,0.0048,0.0412,1.0609,4.3837,357.4798
1.7757,1.7788,0.003,0.006,-0.2265,0.0162,0.0362,0.0894,0.0352,0.0021,0.0327,1.12,4.3555,357.798
1.8261,1.8302,0.004,0.0587,-0.1118,0.0088,0.0396,0.0637,0.0374,-0.0019,0.029,1.1827,4.3781,357.8708
1.8815,1.882,0.0,0.0521,-0.1171,0.0837,0.059,0.0546,0.0506,-0.0064,0.0326,1.2484,4.6737,357.9276
1.9314,1.9333,0.002,0.0018,-0.0282,0.0992,0.0737,0.0603,0.0487,-0.0088,0.0533,1.3293,4.4966,358.1739
1.9853,2.0002,0.015,-0.0163,0.0828,0.1513,0.064,0.0526,0.0424,-0.0098,0.0758,1.388,1.7024,358.5631
2.0383,2.0514,0.013,0.0054,0.2234,0.0739,0.053,0.0443,0.036,-0.0071,0.0904,1.4391,2.498,359.6574
2.0912,2.1015,0.01,-0.0361,0.2285,0.0552,0.0401,0.0461,0.0285,-0.0045,0.0989,1.4898,2.9168,359.5991
2.1431,2.1527,0.01,-0.133,0.4837,-0.2942,0.0299,0.0298,0.0236,-0.0022,0.1008,1.5409,3.6462,359.654
