dt[s],sensor_dt[s],pos-sens_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y
0.0514,0.096,0.045,-0.1826,-0.0205,-0.9922,-0.0682,-0.0191,-0.3425,-2.6695,-0.0509,1.6453,0.6553,91.3905
0.1033,0.096,-0.007,-0.1826,-0.0205,-0.9922,-0.0682,-0.0191,-0.3425,-2.6702,-0.0505,1.6456,0.4848,91.364
0.1717,0.1467,-0.025,-0.2168,0.0586,-0.9961,-0.0761,-0.0154,-0.3168,-2.6714,-0.0504,1.6461,0.4244,91.2076
0.2196,0.1984,-0.021,-0.2275,0.0234,-0.9756,-0.1109,-0.0178,-0.3052,-2.6723,-0.0501,1.6464,0.317,91.2939
0.2745,0.2497,-0.025,-0.1953,0.0117,-0.9951,-0.1423,-0.033,-0.2757,-2.6723,-0.05,1.6468,0.2742,91.3723
0.3384,0.3538,0.015,-0.1816,0.0088,-1.0059,-0.1097,-0.0249,-0.2002,-2.6725,-0.0498,1.6463,0.2119,91.5046
0.3898,0.4209,0.031,-0.1953,0.0293,-1.0029,-0.0892,-0.0225,-0.1587,-2.6727,-0.0497,1.6464,0.1282,91.5274
0.4413,0.4209,-0.02,-0.1953,0.0293,-1.0029,-0.0892,-0.0225,-0.1587,-2.6732,-0.0495,1.6462,0.074,91.5543
0.5052,0.5222,0.017,-0.1992,0.041,-1.0137,-0.0862,-0.0273,-0.1164,-2.6736,-0.0492,1.6463,359.95,91.6159
0.5551,0.5743,0.019,-0.1885,0.0283,-1.0,-0.0739,-0.0354,-0.0839,-2.6738,-0.0491,1.646,359.9217,91.6137
0.6065,0.5743,-0.032,-0.1885,0.0283,-1.0,-0.0739,-0.0354,-0.0839,-2.6743,-0.0489,1.6461,359.8091,91.5825
0.6564,0.6412,-0.015,-0.1963,0.0137,-1.0059,-0.0579,-0.0265,-0.0667,-2.6746,-0.0494,1.646,359.929,91.6006
