dt[s],sensor_dt[s],pos-sens_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y
0.0658,0.091,0.025,-0.2832,0.001,-0.998,0.0544,-0.4279,1.0216,-0.0458,-0.085,0.2195,359.749,3.743
0.1377,0.1409,0.003,-0.2617,0.0498,-1.001,0.0787,-0.4095,0.9331,-0.0455,-0.0878,0.2389,0.0015,3.5876
0.1926,0.1948,0.002,-0.252,0.0186,-0.9766,0.1542,-0.3677,0.7963,-0.0444,-0.09,0.2582,0.27,3.4651
0.2461,0.2475,0.001,-0.2471,0.0029,-0.9795,0.2405,-0.2985,0.6525,-0.043,-0.0922,0.2774,359.8382,3.2297
0.315,0.3132,-0.002,-0.252,0.0547,-0.9648,0.3013,-0.2306,0.5337,-0.0418,-0.0967,0.3069,0.6228,3.1411
0.3659,0.3651,-0.001,-0.2676,0.0195,-0.9961,0.3052,-0.1896,0.4489,-0.0406,-0.0973,0.3328,0.8846,2.9124
0.4363,0.4158,-0.021,-0.2568,0.0625,-0.9775,0.301,-0.1369,0.3516,-0.0369,-0.0987,0.3711,359.687,2.3271
0.5077,0.5166,0.009,-0.2773,0.0449,-0.9883,0.2005,-0.0733,0.242,-0.031,-0.1018,0.4226,0.329,2.5981
0.5785,0.5669,-0.012,-0.2852,0.0518,-0.9561,0.1537,-0.0544,0.2155,-0.025,-0.0996,0.4658,359.9664,2.8
0.6379,0.6218,-0.016,-0.3477,-0.0078,-1.0225,0.1324,-0.0484,0.2,-0.0181,-0.0967,0.5042,1.3507,2.9774
0.6889,0.6868,-0.002,-0.2588,0.0518,-0.958,0.1151,-0.0518,0.1885,-0.0147,-0.0939,0.5312,0.8345,2.5255
0.7393,0.739,-0.0,-0.3037,0.0127,-0.9424,0.1164,-0.0558,0.177,-0.0122,-0.0923,0.5588,359.8611,2.5482
0.8072,0.7904,-0.017,-0.2891,0.0625,-0.9746,0.1013,-0.0547,0.1597,-0.009,-0.0914,0.5985,359.0341,1.6865
0.8711,0.8581,-0.013,-0.248,0.0479,-1.0449,0.0823,-0.0489,0.1575,-0.0084,-0.0878,0.6357,359.9846,0.925
0.9275,0.9097,-0.018,-0.2217,0.0322,-1.0029,0.0656,-0.0346,0.154,-0.0065,-0.084,0.6625,359.9585,1.7468
0.9809,0.9771,-0.004,-0.1924,0.0244,-1.0459,0.0479,-0.0119,0.1326,-0.0053,-0.0818,0.6914,359.8932,1.9439
1.0328,1.0278,-0.005,-0.2188,0.0156,-1.0273,0.0411,0.0232,0.1116,-0.0034,-0.0801,0.7212,359.6123,1.7864
