dt[s],sensor_dt[s],pos-sens_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y
0.0683,0.0606,-0.008,-0.0209,0.0195,0.0369,0.055,0.0168,0.0452,0.0668,0.0611,0.1272,1.9818,357.9658
0.1412,0.1191,-0.022,0.0111,-0.0171,0.0513,-0.0029,-0.006,0.0109,0.0682,0.061,0.1424,1.736,358.2739
0.2041,0.2235,0.019,0.0519,-0.0175,0.0862,0.0057,-0.0246,0.0174,0.0723,0.0606,0.1559,1.5142,358.5638
0.2715,0.2903,0.019,-0.0259,-0.0155,0.0596,0.0246,-0.0456,0.0293,0.0755,0.0596,0.1684,2.1194,358.0403
0.3354,0.3414,0.006,-0.0721,0.0318,0.0348,0.0144,-0.0503,0.0195,0.0804,0.06,0.186,2.607,357.4491
0.4038,0.3927,-0.011,-0.0698,0.0441,0.0414,-0.0028,-0.0393,-0.0011,0.086,0.0602,0.2143,2.8106,356.5182
0.4682,0.4431,-0.025,0.0166,-0.0323,0.0777,-0.0391,-0.0311,-0.0121,0.0888,0.058,0.2371,1.9841,356.772
0.5286,0.5453,0.017,-0.0055,0.0014,0.0718,-0.0413,-0.0391,-0.0053,0.0911,0.0576,0.2669,1.4902,357.0206
0.5835,0.596,0.012,0.0261,0.0042,0.0792,-0.031,-0.0499,0.0049,0.0915,0.0593,0.2966,1.8644,356.7288
0.6375,0.6465,0.009,0.0033,0.0062,0.0624,-0.0209,-0.0609,0.0182,0.0913,0.0601,0.3222,2.1079,356.6105
0.6904,0.6977,0.007,-0.0177,-0.0408,0.0874,-0.0013,-0.0637,0.0373,0.0906,0.0582,0.3502,3.0911,356.1209
0.7428,0.7499,0.007,-0.0378,0.0517,0.0734,0.0299,-0.0751,0.0825,0.0893,0.0562,0.3795,3.6584,355.981
0.7972,0.8003,0.003,0.003,0.0567,0.0489,0.0261,-0.0702,0.0857,0.087,0.0531,0.4131,3.7791,356.1034
0.8621,0.8513,-0.011,0.0499,-0.0047,0.0705,0.0196,-0.0522,0.087,0.0836,0.045,0.4649,3.8195,356.7205
0.915,0.9032,-0.012,0.017,-0.0742,0.0741,0.0149,-0.0437,0.0797,0.08,0.0369,0.5117,3.4819,357.8741
0.9804,0.9702,-0.01,0.0005,-0.0296,0.0808,0.0181,-0.0441,0.0888,0.0755,0.0332,0.5798,3.3069,358.2194
1.0303,1.0215,-0.009,0.0379,-0.0346,0.1158,0.0289,-0.0575,0.1154,0.0709,0.0341,0.6329,3.0521,358.1082
