dt[s],sensor_dt[s],pos-sens_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y
0.0678,0.0667,-0.001,0.0704,-0.0436,0.0447,0.1226,-0.0083,-0.0255,0.0576,0.0815,0.1277,3.4493,3.4459
0.1332,0.1287,-0.005,-0.0256,-0.009,0.0418,0.1138,-0.0104,-0.0327,0.061,0.0837,0.144,3.1183,3.6277
0.1991,0.1802,-0.019,-0.0668,0.0081,0.0335,0.0884,-0.0116,-0.0336,0.0618,0.084,0.1555,3.5949,3.1779
0.263,0.2841,0.021,0.0131,0.0223,0.0402,-0.016,-0.0107,-0.0361,0.0637,0.0841,0.1715,3.3482,2.9066
0.3294,0.3343,0.005,0.0053,-0.0114,0.0266,-0.0196,-0.0087,-0.032,0.0669,0.0839,0.1891,3.3994,2.5247
0.3918,0.3847,-0.007,0.0672,-0.0243,0.0449,-0.0168,-0.0069,-0.0275,0.0708,0.0837,0.2102,3.1092,2.5869
0.4552,0.4376,-0.018,-0.0048,-0.0033,0.0213,-0.0103,-0.0096,-0.0223,0.0726,0.0808,0.2349,2.5667,2.6493
0.5146,0.5043,-0.01,-0.0112,0.0205,0.0302,-0.0064,-0.0065,-0.0044,0.0722,0.0824,0.2557,1.9792,2.0355
0.5745,0.5711,-0.003,-0.0461,0.1545,0.0315,-0.0338,-0.0071,0.0083,0.0716,0.0836,0.2833,3.3826,2.6087
0.6275,0.6227,-0.005,-0.0081,0.0147,0.0667,-0.088,-0.0027,0.003,0.0706,0.0847,0.3078,3.5318,2.4092
0.6844,0.6732,-0.011,0.0976,0.0535,0.0567,-0.0852,-0.0016,0.0038,0.0685,0.0843,0.3409,4.3333,2.5594
0.7368,0.7236,-0.013,0.0524,-0.0337,0.0925,-0.0559,0.0025,0.0071,0.0658,0.0842,0.3708,4.198,2.6017
0.7892,0.7747,-0.014,0.1243,-0.0214,0.0838,-0.04,-0.0145,0.0125,0.0624,0.081,0.4028,3.9287,2.7207
0.8386,0.8277,-0.011,0.0744,-0.02,0.0679,0.045,-0.0417,0.0282,0.0586,0.0767,0.4383,3.5578,2.6721
0.893,0.8782,-0.015,0.0744,-0.0123,0.0898,0.0998,-0.0554,0.0303,0.0545,0.0728,0.4778,3.3953,2.7472
0.9445,0.9292,-0.015,0.0474,0.0078,0.0938,0.1306,-0.0756,0.0297,0.0509,0.0707,0.5199,3.0671,2.7903
0.9944,0.9805,-0.014,0.0742,-0.0668,0.0979,0.1222,-0.0874,0.0304,0.0475,0.0711,0.5637,2.8407,2.8674
1.0463,1.0317,-0.015,0.0519,-0.0486,0.1292,0.1156,-0.1129,0.0474,0.0445,0.0761,0.6073,2.84,2.6292
1.0992,1.0833,-0.016,0.0571,-0.0263,0.1224,0.0983,-0.1335,0.0488,0.0402,0.0829,0.6656,2.3675,1.3843
1.1516,1.1339,-0.018,0.0461,0.0974,0.0548,0.0987,-0.141,0.0476,0.0404,0.0849,0.7158,2.3635,2.4936
1.2036,1.1846,-0.019,-0.015,0.0511,0.0675,0.0971,-0.1248,0.0178,0.0415,0.0895,0.7586,3.549,2.7273
1.2575,1.2351,-0.022,0.0337,0.226,-0.0644,0.0881,-0.102,-0.012,0.0426,0.092,0.8007,3.7333,2.4976
1.3104,1.2864,-0.024,0.0441,-0.0679,0.0435,0.0802,-0.0518,-0.0484,0.0443,0.0882,0.846,3.2578,2.9401
1.3618,1.337,-0.025,-0.0791,-0.0539,0.0195,0.0605,-0.0433,-0.0626,0.045,0.0826,0.8926,3.2883,3.2511
1.4147,1.439,0.024,0.008,-0.1061,0.0092,-0.0157,0.0137,-0.0953,0.0474,0.0745,0.9595,3.3561,3.4213
1.4696,1.4906,0.021,-0.0237,-0.1648,0.0174,-0.0899,0.0402,-0.1089,0.0506,0.0655,1.0182,3.9618,3.7365
1.5231,1.5419,0.019,-0.0152,-0.0572,0.0157,-0.1054,0.0453,-0.1071,0.0539,0.0581,1.074,3.5743,3.8558
1.5865,1.5928,0.006,-0.0217,-0.0898,0.0316,-0.1116,0.0456,-0.1143,0.0603,0.0556,1.157,0.9252,3.2326
