dt[s],sensor_dt[s],pos-sens_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y
0.07,0.079,0.009,0.0011,-0.0392,0.0223,5.8176,352.6498,67.0038,-0.0178,0.0272,0.0777,5.6205,8.2854
0.1351,0.1422,0.007,0.0149,-0.0154,0.06,6.5847,352.9875,69.1487,-0.0127,0.0247,0.0909,6.2613,7.7662
0.2002,0.1929,-0.007,0.0631,-0.0541,0.0048,6.8608,353.5152,69.2642,-0.0099,0.0206,0.101,9.9909,6.7715
0.2548,0.244,-0.011,0.025,-0.0345,0.0389,6.8921,354.0465,69.0607,-0.0072,0.0166,0.1112,10.3912,6.4583
0.315,0.2947,-0.02,0.001,0.0902,0.0308,7.4871,354.2397,69.9914,-0.0014,0.0135,0.1318,7.7725,5.8679
0.38,0.3608,-0.019,0.037,0.0072,0.0485,7.4242,354.7781,70.3903,0.0019,0.0111,0.1477,7.4973,5.1939
0.44,0.4628,0.023,0.0493,-0.072,-0.0019,8.2477,355.3327,71.8568,0.0049,0.0102,0.1711,7.8211,4.1678
0.4999,0.5142,0.014,0.0515,-0.0203,-0.0017,8.0773,356.0099,71.9673,0.0072,0.0099,0.1978,8.0041,4.0001
0.5651,0.5648,-0.0,0.0081,0.0904,0.0144,8.0915,356.2642,72.3399,0.01,0.0125,0.2206,7.9567,4.1997
0.6199,0.6184,-0.002,0.0644,-0.005,0.0086,7.8408,357.0922,72.0447,0.0123,0.0155,0.2521,8.2483,3.9199
0.6799,0.6705,-0.009,0.0574,0.0645,-0.0021,7.6656,357.5245,72.4661,0.0133,0.0143,0.2915,8.357,3.5202
0.7501,0.7718,0.022,0.0229,0.0475,0.0864,7.9792,357.7392,73.7054,0.0161,0.0075,0.3363,8.2129,4.1089
0.8198,0.8218,0.002,-0.0196,0.0723,0.0473,8.1506,357.7121,74.3063,0.0174,0.0009,0.3905,7.4098,4.8417
0.8703,0.8731,0.003,0.0009,0.033,0.0289,8.1717,357.6581,75.1669,0.0188,-0.0017,0.4336,7.416,5.3986
0.9199,0.9238,0.004,0.017,-0.0394,0.083,8.1288,357.6432,75.66,0.0188,-0.0011,0.4772,8.2254,5.2698
0.9748,0.9754,0.001,0.0077,-0.146,0.1039,8.6461,357.6042,76.3371,0.0187,0.0059,0.5223,8.1512,5.2542
1.0247,1.0265,0.002,-0.006,-0.0915,0.122,9.5292,357.3427,77.3171,0.019,0.0143,0.5678,6.0992,5.4872
1.08,1.0779,-0.002,-0.0212,0.0228,0.0933,10.0399,357.1794,77.9246,0.0212,0.0237,0.6256,5.7758,7.0514
1.1349,1.1287,-0.006,-0.0072,0.0376,0.05,10.4638,356.7798,79.0115,0.0236,0.0317,0.6705,6.0569,7.7855
1.1798,1.1801,0.0,0.0215,0.0609,0.0255,10.4747,356.7106,79.2905,0.0272,0.0335,0.713,5.5636,7.9724
