dt[s],sensor_dt[s],pos-sens_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y
0.06,0.078,0.018,0.0163,0.0339,0.0031,350.6717,353.883,313.4637,0.0151,0.0802,0.1057,1.4848,6.3414
0.1247,0.1485,0.024,0.0443,-0.0635,-0.0238,351.2359,353.703,313.8066,0.0099,0.0788,0.1079,1.8488,5.8948
0.1849,0.2121,0.027,0.0093,0.0841,0.0738,351.5227,353.5813,313.8309,0.0048,0.0778,0.11,2.1281,5.3098
0.255,0.2662,0.011,0.0626,0.0336,-0.0219,351.8599,353.4888,313.81,0.0004,0.0771,0.1138,2.2812,6.3615
0.3248,0.3288,0.004,0.06,-0.004,0.012,352.4961,353.3987,313.7123,-0.0044,0.0771,0.1192,2.2043,7.0152
0.3849,0.382,-0.003,0.023,-0.0419,0.0456,352.6825,352.8402,314.3095,-0.0109,0.077,0.1256,1.7876,7.3155
0.4547,0.433,-0.022,0.0035,-0.0076,0.0497,352.6512,352.6472,314.4654,-0.0156,0.0753,0.1338,1.5454,7.3434
0.5201,0.536,0.016,-0.0283,-0.0331,0.0424,352.5299,352.5658,314.1465,-0.015,0.0739,0.1443,3.0829,7.6785
0.5798,0.5872,0.007,-0.0272,0.0211,0.0356,352.2718,352.559,314.0701,-0.0141,0.0759,0.1541,3.143,8.0454
0.645,0.638,-0.007,0.0089,0.0308,0.0269,352.1272,352.6319,313.9192,-0.0135,0.0757,0.1709,2.8346,7.8722
0.7086,0.689,-0.02,0.0058,0.0236,0.0124,352.0136,352.5949,313.9938,-0.0094,0.0708,0.192,2.8441,8.2076
0.7651,0.79,0.025,-0.0556,-0.0816,0.0858,350.8924,352.5777,314.357,-0.0059,0.0684,0.2093,3.3277,8.1805
0.8248,0.8413,0.017,-0.055,0.0648,0.0281,349.9994,352.8997,314.0708,-0.0011,0.0693,0.234,2.9039,7.8518
0.8901,0.8921,0.002,-0.033,0.0453,0.0699,349.6419,353.1719,313.659,0.0053,0.0718,0.2614,2.5634,7.3057
0.9449,0.9433,-0.002,-0.0026,-0.0921,0.0678,349.2634,353.1736,313.672,0.0117,0.0726,0.2854,2.1041,7.0343
1.0093,0.9944,-0.015,-0.0122,-0.1199,0.0782,348.9217,352.7711,314.3114,0.0208,0.0726,0.3172,1.2827,6.5436
1.0702,1.0459,-0.024,-0.0471,0.0262,0.0568,348.6315,352.6538,314.6107,0.0292,0.0699,0.3514,1.2352,5.6484
1.1248,1.0982,-0.027,-0.0159,0.0772,0.0416,348.6592,352.7091,314.5302,0.0346,0.0728,0.3732,2.3234,4.3513
1.1748,1.1646,-0.01,-0.024,0.0366,0.0457,348.3869,352.828,314.3452,0.043,0.0782,0.3914,1.4998,4.0103
1.2351,1.2174,-0.018,-0.031,-0.0049,0.0568,347.8902,352.6625,314.6614,0.053,0.0808,0.4146,0.2689,3.6398
1.285,1.2675,-0.017,-0.0386,0.0003,0.0435,348.1014,352.7448,314.6018,0.0586,0.0777,0.4311,0.5736,3.5147
1.335,1.3181,-0.017,-0.0335,-0.0245,0.0508,348.2581,352.6602,314.9544,0.0625,0.0777,0.4413,1.6045,3.4916
1.3998,1.4199,0.02,0.0105,0.12,-0.0587,349.0562,352.531,315.7017,0.0671,0.0801,0.4507,1.49,3.632
1.455,1.4702,0.015,-0.0052,0.0679,-0.1096,349.5628,353.2477,314.722,0.0717,0.0808,0.4647,1.3296,3.4939
1.5101,1.5374,0.027,-0.0242,-0.0653,-0.0574,350.4055,354.5261,312.9412,0.0752,0.0795,0.4753,1.4744,3.6654
1.5648,1.5875,0.023,0.0556,-0.059,-0.0686,350.8251,354.4903,313.1181,0.0792,0.0779,0.4877,1.1342,4.2344
1.6348,1.6388,0.004,0.0453,0.0422,-0.079,351.6396,354.6914,313.0755,0.0802,0.0767,0.4948,2.1594,4.584
1.6948,1.6897,-0.005,0.0057,0.085,-0.0467,352.1408,354.9786,312.7581,0.0808,0.0784,0.5035,1.1671,4.2619
1.7549,1.742,-0.013,0.0294,0.0023,-0.0263,352.8991,355.1906,312.5516,0.0825,0.0748,0.5119,1.3155,4.4001
1.8248,1.8444,0.02,0.0507,-0.0149,-0.0175,354.2109,354.9568,313.1436,0.0839,0.0701,0.5199,3.0785,5.1288
1.8849,1.8974,0.012,0.0492,-0.0289,-0.0198,354.5464,354.9406,313.3602,0.0831,0.0728,0.5239,1.8827,4.8836
1.9649,1.9636,-0.001,0.0567,0.0839,-0.0519,354.8308,354.5392,313.9839,0.0814,0.0726,0.5308,2.1363,4.5488
2.035,2.0146,-0.02,0.0588,-0.0916,-0.0158,355.0291,353.8871,314.9607,0.0797,0.0728,0.5361,1.8301,4.3291
2.105,2.1189,0.014,0.0248,-0.0279,0.0089,354.8209,353.0547,316.2429,0.0755,0.0733,0.5425,1.7028,3.9896
2.1751,2.1851,0.01,0.0258,0.0912,-0.0245,354.8565,352.9786,316.3961,0.0726,0.0734,0.5462,1.8757,3.6377
2.2452,2.2367,-0.009,0.0558,-0.0478,0.005,354.9728,352.6061,316.9838,0.0696,0.0743,0.5503,1.5003,3.3436
2.3151,2.3399,0.025,0.0207,0.0013,0.0046,354.8021,352.6343,316.9023,0.0676,0.0743,0.5535,1.8024,3.3614
2.3949,2.4063,0.011,0.02,0.0123,-0.006,354.6583,352.7053,316.8704,0.0627,0.0749,0.5569,1.6868,3.4656
2.465,2.4579,-0.007,0.0185,-0.0253,-0.0221,354.3307,352.5023,317.4415,0.0551,0.0763,0.5614,2.1757,3.4505
2.5199,2.5083,-0.012,0.0121,0.0272,0.0054,354.1807,352.5184,317.5604,0.0485,0.0788,0.5645,1.7862,3.2636
2.5951,2.6275,0.032,0.0329,-0.0142,0.0083,354.2061,352.5655,317.7561,0.0355,0.0815,0.5682,1.7217,3.672
2.645,2.6275,-0.018,0.0329,-0.0142,0.0083,354.2061,352.5655,317.7561,0.0258,0.0821,0.5696,1.4878,3.5405
2.7151,2.7295,0.014,0.0489,-0.0151,0.0203,354.1138,351.8247,318.8937,0.0144,0.082,0.5699,1.5524,3.6769
2.7851,2.7799,-0.005,0.0429,0.034,0.012,354.106,351.7802,318.8211,-0.0039,0.0829,0.5703,1.5741,4.1799
2.8549,2.8303,-0.025,0.0501,0.0176,0.0137,354.2445,351.681,318.8376,-0.0236,0.0832,0.5707,2.0606,5.0223
2.9649,2.9838,0.019,0.0744,-0.0242,0.011,354.866,350.9496,319.1781,-0.0509,0.0825,0.5713,2.0743,4.8691
3.0349,3.0346,-0.0,0.0586,-0.0341,-0.0058,355.1139,350.6467,319.4852,-0.1085,0.0834,0.576,1.2402,6.8822
3.1105,3.0865,-0.024,0.0256,0.0368,0.0049,355.2743,350.6067,319.524,-0.1547,0.0847,0.5776,0.1283,8.3013
3.1752,3.1882,0.013,0.1244,-0.0265,-0.0233,355.7062,350.2013,320.3196,-0.194,0.0851,0.5779,0.2762,9.6235
3.2499,3.2404,-0.009,0.1196,-0.0104,-0.0235,356.4262,349.9682,320.7134,-0.2346,0.0855,0.5782,1.4765,10.0239
3.3151,3.3078,-0.007,0.0749,-0.002,0.0705,356.7536,349.4372,321.5872,-0.2892,0.094,0.574,1.865,10.2605
3.3848,3.3599,-0.025,0.0565,0.0316,0.0079,356.9492,349.1532,322.106,-0.3376,0.0964,0.5759,1.269,10.9049
