dt[s],sensor_dt[s],pos-sens_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y
0.0696,0.0668,-0.003,-0.0305,0.0313,0.0541,1.8606,349.5086,38.9339,-0.0209,0.0647,0.0824,5.0145,357.5347
0.1218,0.1261,0.004,0.0932,0.0113,-0.0376,2.3389,350.3717,39.3083,-0.0181,0.0662,0.086,5.1964,357.6332
0.19,0.1771,-0.013,0.0804,-0.0206,0.0392,2.7884,351.0249,39.1171,-0.0158,0.0644,0.0895,5.4003,357.6569
0.2601,0.2808,0.021,-0.0281,0.0371,0.0588,3.1376,351.1014,39.7872,-0.0157,0.0616,0.0931,6.1729,357.1533
0.3398,0.3326,-0.007,0.044,0.03,-0.022,3.2013,351.4288,39.8929,-0.0132,0.0617,0.1007,6.201,356.8293
0.3949,0.3864,-0.008,0.0722,-0.0301,0.0075,3.8097,352.1936,39.799,-0.012,0.0624,0.1075,6.1593,356.6812
0.4599,0.4526,-0.007,0.0862,-0.0551,-0.0002,4.4836,353.0092,39.7059,-0.0106,0.0642,0.12,5.4869,355.9576
0.5348,0.5174,-0.017,0.0485,0.0888,0.0083,4.9784,353.7763,39.6973,-0.0087,0.0647,0.1328,5.2325,355.2069
0.6,0.6192,0.019,0.041,0.0291,0.0445,5.1526,353.6656,40.1527,-0.0037,0.0651,0.1518,4.7876,354.562
0.6799,0.6716,-0.008,0.059,0.0241,0.0133,5.1408,353.4613,40.4122,0.0018,0.0656,0.1707,3.9784,354.5757
0.7501,0.7233,-0.027,0.0216,0.0111,0.0386,5.1874,353.8577,40.2209,0.0058,0.0663,0.1924,3.5529,354.493
0.8201,0.8404,0.02,0.0156,-0.0038,0.0411,5.6462,353.9545,40.0603,0.006,0.0657,0.223,3.4942,353.6511
0.8898,0.8925,0.003,-0.0243,0.004,0.0415,5.6525,353.5717,40.2064,0.0003,0.0657,0.2523,4.5713,353.4995
0.9497,0.9448,-0.005,0.021,0.0037,0.0681,5.5087,353.0121,40.2476,-0.0046,0.0677,0.2778,4.1211,353.6218
