sensor,date,hour,min,sec,x,y,z
Accel,2019/01/07,17,49,13.1260,9.653421,-0.16280572,1.4269443
Gyro,2019/01/07,17,49,13.1270,-0.10571459,-0.1961052,0.05644395
Accel,2019/01/07,17,49,13.1360,9.433155,-0.1340753,1.1875241
Gyro,2019/01/07,17,49,13.1370,-0.08250172,-0.1788788,0.061994094
Accel,2019/01/07,17,49,13.1460,9.222465,-0.095768064,1.1683705
Gyro,2019/01/07,17,49,13.1480,-0.06633996,-0.16275196,0.064647
Accel,2019/01/07,17,49,13.1560,9.308656,-0.10534488,1.3982137
Gyro,2019/01/07,17,49,13.1580,-0.05475098,-0.14798647,0.06394886
Accel,2019/01/07,17,49,13.1660,9.471462,-0.095768064,1.6759412
Gyro,2019/01/07,17,49,13.1700,-0.035709437,-0.12934636,0.062203534
Accel,2019/01/07,17,49,13.1750,9.835381,-0.1436521,1.5227122
Gyro,2019/01/07,17,49,13.1780,-0.027611108,-0.10580186,0.05688028
Accel,2019/01/07,17,49,13.1870,10.448297,-0.1436521,1.0726024
Gyro,2019/01/07,17,49,13.1900,-0.01860521,-0.0895703,0.05078908
Accel,2019/01/07,17,49,13.1960,10.91756,-0.019153614,0.63206923
Gyro,2019/01/07,17,49,13.2000,-0.021170843,-0.087545715,0.041835543
Accel,2019/01/07,17,49,13.2070,11.386824,0.038307227,0.16280572
Gyro,2019/01/07,17,49,13.2090,-0.028029988,-0.09995501,0.032620203
Accel,2019/01/07,17,49,13.2180,11.84651,0.095768064,-0.30645782
Gyro,2019/01/07,17,49,13.2200,-0.03382448,-0.120462626,0.024940755
Accel,2019/01/07,17,49,13.2260,11.501745,0.2777274,-0.22984336
Gyro,2019/01/07,17,49,13.2280,-0.035255652,-0.13287191,0.019949114
Accel,2019/01/07,17,49,13.2360,10.716447,0.4405331,0.8714894
Gyro,2019/01/07,17,49,13.2380,-0.035814155,-0.13248794,0.013002703
Accel,2019/01/07,17,49,13.2450,10.448297,0.38307226,2.3080103
Gyro,2019/01/07,17,49,13.2480,-0.050527282,-0.15200073,0.001553343
Accel,2019/01/07,17,49,13.2570,10.524911,0.31603462,3.5051112
Gyro,2019/01/07,17,49,13.2580,-0.0604233,-0.16341518,-0.012496557
Accel,2019/01/07,17,49,13.2660,10.726024,0.31603462,4.4723687
Gyro,2019/01/07,17,49,13.2710,-0.061767202,-0.13987069,-0.030543262
Accel,2019/01/07,17,49,13.2760,11.195287,0.076614454,4.5394063
Gyro,2019/01/07,17,49,13.2770,-0.038990654,-0.10208431,-0.04574508
Accel,2019/01/07,17,49,13.2859,11.530476,-0.21068975,3.514688
Gyro,2019/01/07,17,49,13.2880,-0.016214108,-0.07632325,-0.056967545
Accel,2019/01/07,17,49,13.2960,11.243171,-0.30645782,1.6280571
Gyro,2019/01/07,17,49,13.2980,-0.0049043754,-0.069359384,-0.065240405
Accel,2019/01/07,17,49,13.3060,9.931149,0.047884032,1.4939818
Gyro,2019/01/07,17,49,13.3070,0.002443461,-0.057752945,-0.07422885
Accel,2019/01/07,17,49,13.3160,9.615114,0.37349546,1.9919758
Gyro,2019/01/07,17,49,13.3180,0.010821042,-0.029356439,-0.087214105
Accel,2019/01/07,17,49,13.3260,9.892841,0.33518824,2.767697
Gyro,2019/01/07,17,49,13.3280,0.026511552,0.01754056,-0.099571034
Accel,2019/01/07,17,49,13.3360,10.419566,0.31603462,3.4763808
Gyro,2019/01/07,17,49,13.3380,0.04907866,0.07782423,-0.10859439
Accel,2019/01/07,17,49,13.3459,10.764331,0.40222588,3.8786068
Gyro,2019/01/07,17,49,13.3479,0.077579886,0.13318607,-0.11294025
Accel,2019/01/07,17,49,13.3570,10.898406,0.41180268,3.8115692
Gyro,2019/01/07,17,49,13.3590,0.105732046,0.177116,-0.11641346
Accel,2019/01/07,17,49,13.3660,10.869676,0.4405331,3.2944214
Gyro,2019/01/07,17,49,13.3710,0.12164945,0.20816542,-0.121474914
Accel,2019/01/07,17,49,13.3760,10.611102,0.4405331,2.6048915
Gyro,2019/01/07,17,49,13.3780,0.1306728,0.22647393,-0.12623966
Accel,2019/01/07,17,49,13.3880,10.371682,0.41180268,2.0973208
Gyro,2019/01/07,17,49,13.3900,0.13660692,0.23389158,-0.12959069
Accel,2019/01/07,17,49,13.3960,10.160992,0.34476504,1.8291701
Gyro,2019/01/07,17,49,13.3980,0.14704399,0.231675,-0.13044591
Accel,2019/01/07,17,49,13.4060,9.988609,0.19153613,1.9057846
Gyro,2019/01/07,17,49,13.4079,0.15140732,0.22355922,-0.12990485
Accel,2019/01/07,17,49,13.4170,9.854534,0.10534488,2.2026656
Gyro,2019/01/07,17,49,13.4190,0.15655604,0.21687461,-0.1274963
Accel,2019/01/07,17,49,13.4260,9.911995,0.038307227,2.4420857
Gyro,2019/01/07,17,49,13.4280,0.15383331,0.2138901,-0.124354705
Accel,2019/01/07,17,49,13.4390,10.036493,-0.02873042,2.7581203
Gyro,2019/01/07,17,49,13.4400,0.15203562,0.21809635,-0.117443204
Accel,2019/01/07,17,49,13.4450,9.883265,-0.038307227,3.0071173
Gyro,2019/01/07,17,49,13.4480,0.16287413,0.2337694,-0.10634291
Accel,2019/01/07,17,49,13.4570,9.691729,-0.076614454,2.9592333
Gyro,2019/01/07,17,49,13.4580,0.17371263,0.25778514,-0.09384635
Accel,2019/01/07,17,49,13.4660,9.615114,-0.12449849,2.7485435
Gyro,2019/01/07,17,49,13.4670,0.18516198,0.28082347,-0.08016297
Accel,2019/01/07,17,49,13.4760,9.490616,-0.19153613,2.5187001
Gyro,2019/01/07,17,49,13.4780,0.19025834,0.29344222,-0.067299895
Accel,2019/01/07,17,49,13.4860,9.260772,-0.22026655,2.2888567
Gyro,2019/01/07,17,49,13.4870,0.19352211,0.29119074,-0.055169858
Accel,2019/01/07,17,49,13.4960,9.021352,-0.22026655,2.1068976
Gyro,2019/01/07,17,49,13.4970,0.19895008,0.28307495,-0.04373795
Accel,2019/01/07,17,49,13.5060,8.925584,-0.18195933,2.030283
Gyro,2019/01/07,17,49,13.5080,0.2131047,0.28000316,-0.031625368
Accel,2019/01/07,17,49,13.5160,8.8777,-0.12449849,1.934515
Gyro,2019/01/07,17,49,13.5190,0.22893484,0.28635618,-0.020141099
Accel,2019/01/07,17,49,13.5260,8.772355,-0.019153614,1.8100165
Gyro,2019/01/07,17,49,13.5280,0.24246114,0.30503118,-0.0099832835
Accel,2019/01/07,17,49,13.5360,8.7532015,0.0,1.8195933
Gyro,2019/01/07,17,49,13.5370,0.25528932,0.33916983,-5.061455E-4
Accel,2019/01/07,17,49,13.5460,8.801085,-0.038307227,1.8387469
Gyro,2019/01/07,17,49,13.5480,0.26968828,0.37899825,0.009250245
Accel,2019/01/07,17,49,13.5570,8.829816,0.047884032,1.6472107
Gyro,2019/01/07,17,49,13.5580,0.28286552,0.39943606,0.019233529
Accel,2019/01/07,17,49,13.5659,8.7053175,0.18195933,1.4077905
Gyro,2019/01/07,17,49,13.5679,0.2799159,0.3885103,0.025691247
Accel,2019/01/07,17,49,13.5760,8.7053175,0.24899697,1.4173675
Gyro,2019/01/07,17,49,13.5780,0.27073547,0.3569373,0.030560715
Accel,2019/01/07,17,49,13.5860,8.734048,0.22026655,1.532289
Gyro,2019/01/07,17,49,13.5880,0.26248008,0.3273016,0.03556981
Accel,2019/01/07,17,49,13.5960,8.724471,0.19153613,1.7142484
Gyro,2019/01/07,17,49,13.5980,0.24944246,0.29993483,0.037926003
Accel,2019/01/07,17,49,13.6080,8.762778,0.19153613,1.8770541
Gyro,2019/01/07,17,49,13.6100,0.21055652,0.24417156,0.030944688
Accel,2019/01/07,17,49,13.6160,8.772355,0.29688102,1.685518
Gyro,2019/01/07,17,49,13.6190,0.16943656,0.17660987,0.020629792
Accel,2019/01/07,17,49,13.6270,8.714894,0.2777274,1.340753
Gyro,2019/01/07,17,49,13.6280,0.13479178,0.10848966,0.011693706
Accel,2019/01/07,17,49,13.6360,8.695741,0.21068975,1.13964
Gyro,2019/01/07,17,49,13.6380,0.10395181,0.045012042,0.004834562
Accel,2019/01/07,17,49,13.6460,8.66701,0.23942018,1.043872
Gyro,2019/01/07,17,49,13.6470,0.07431612,-0.018971728,-0.0012391837
Accel,2019/01/07,17,49,13.6550,8.66701,0.2873042,1.0630256
Gyro,2019/01/07,17,49,13.6600,0.045710173,-0.084107414,-0.0070162234
Accel,2019/01/07,17,49,13.6660,8.686164,0.29688102,1.292869
Gyro,2019/01/07,17,49,13.6670,0.026057765,-0.14301229,-0.010821042
Accel,2019/01/07,17,49,13.6770,8.714894,0.33518824,1.6089035
Gyro,2019/01/07,17,49,13.6790,0.009791297,-0.18495254,-0.013823007
Accel,2019/01/07,17,49,13.6850,8.810662,0.32561144,1.7812861
Gyro,2019/01/07,17,49,13.6870,0.010157816,-0.20477948,-0.01308997
Accel,2019/01/07,17,49,13.6959,9.040505,0.22026655,1.934515
Gyro,2019/01/07,17,49,13.6979,0.016702801,-0.20270254,-0.011013027
Accel,2019/01/07,17,49,13.7050,9.337387,0.16280572,1.9919758
Gyro,2019/01/07,17,49,13.7100,0.021938788,-0.18612191,-0.008447394
Accel,2019/01/07,17,49,13.7160,9.471462,0.17238252,1.7908629
Gyro,2019/01/07,17,49,13.7180,0.026755897,-0.16680111,-0.004363323
Accel,2019/01/07,17,49,13.7280,9.461885,0.18195933,1.5035586
Gyro,2019/01/07,17,49,13.7300,0.030124383,-0.15353662,5.5850536E-4
Accel,2019/01/07,17,49,13.7350,9.471462,0.1436521,1.283292
Gyro,2019/01/07,17,49,13.7380,0.022340214,-0.15231489,0.0030194195
Accel,2019/01/07,17,49,13.7460,9.500193,0.009576807,0.94810385
Gyro,2019/01/07,17,49,13.7480,0.02094395,-0.1666964,0.006405358
Accel,2019/01/07,17,49,13.7560,9.414001,-0.1436521,0.6895301
Gyro,2019/01/07,17,49,13.7570,0.011536626,-0.1987581,0.007958702
Accel,2019/01/07,17,49,13.7660,9.279925,-0.20111294,0.6703765
Gyro,2019/01/07,17,49,13.7680,-0.015446164,-0.24588199,0.006143559
Accel,2019/01/07,17,49,13.7780,9.14585,-0.1436521,0.63206923
Gyro,2019/01/07,17,49,13.7800,-0.047856927,-0.3008773,0.002687807
Accel,2019/01/07,17,49,13.7860,9.193734,-0.02873042,0.5746084
Gyro,2019/01/07,17,49,13.7880,-0.08258898,-0.3554363,-0.0029321532
Accel,2019/01/07,17,49,13.7960,9.442732,0.038307227,0.9768343
Gyro,2019/01/07,17,49,13.7980,-0.11177088,-0.39189622,-0.009337512
Accel,2019/01/07,17,49,13.8060,9.710882,0.019153614,1.4173675
Gyro,2019/01/07,17,49,13.8080,-0.12489576,-0.39910445,-0.013386675
Accel,2019/01/07,17,49,13.8159,10.103531,-0.019153614,1.6759412
Gyro,2019/01/07,17,49,13.8189,-0.1282468,-0.3815115,-0.015271631
Accel,2019/01/07,17,49,13.8260,10.390836,-0.047884032,1.8674773
Gyro,2019/01/07,17,49,13.8300,-0.13264503,-0.3526787,-0.016842427
Accel,2019/01/07,17,49,13.8370,10.515334,-0.1436521,1.9440918
Gyro,2019/01/07,17,49,13.8390,-0.12341223,-0.3234095,-0.016196655
Accel,2019/01/07,17,49,13.8470,10.409989,0.02873042,1.7525556
Gyro,2019/01/07,17,49,13.8490,-0.11424925,-0.3003886,-0.015620696
Accel,2019/01/07,17,49,13.8560,10.314221,0.08619126,1.5897499
Gyro,2019/01/07,17,49,13.8570,-0.10332349,-0.2849948,-0.014940019
Accel,2019/01/07,17,49,13.8660,10.716447,0.076614454,1.292869
Gyro,2019/01/07,17,49,13.8680,-0.09588839,-0.2773677,-0.0150621915
Accel,2019/01/07,17,49,13.8760,11.597513,0.019153614,0.8810662
Gyro,2019/01/07,17,49,13.8810,-0.092886426,-0.27593654,-0.015393804
Accel,2019/01/07,17,49,13.8860,12.545617,-0.24899697,0.51714754
Gyro,2019/01/07,17,49,13.8880,-0.08782497,-0.2788687,-0.01308997
Accel,2019/01/07,17,49,13.8970,13.120225,-0.7278373,0.05746084
Gyro,2019/01/07,17,49,13.8990,-0.07632325,-0.28557077,-0.007819075
Accel,2019/01/07,17,49,13.9060,12.928689,-0.9768343,0.25857377
Gyro,2019/01/07,17,49,13.9080,-0.06033603,-0.29777062,-0.0034382986
Accel,2019/01/07,17,49,13.9160,12.066776,-0.9672575,1.541866
Gyro,2019/01/07,17,49,13.9180,-0.044610616,-0.30623546,0.0044331364
Accel,2019/01/07,17,49,13.9260,11.36767,-0.9576807,3.1411927
Gyro,2019/01/07,17,49,13.9280,-0.010489428,-0.2962871,0.026546458
Accel,2019/01/07,17,49,13.9370,11.3964,-1.0247183,4.462792
Gyro,2019/01/07,17,49,13.9400,0.02776819,-0.26439992,0.06386159
Accel,2019/01/07,17,49,13.9490,11.645397,-0.9672575,5.3821654
Gyro,2019/01/07,17,49,13.9500,0.038344882,-0.2255489,0.105906576
Accel,2019/01/07,17,49,13.9560,11.549629,-0.8810662,5.305551
Gyro,2019/01/07,17,49,13.9570,0.04754277,-0.20507619,0.14706144
Accel,2019/01/07,17,49,13.9670,11.022904,-0.6703765,4.3861775
Gyro,2019/01/07,17,49,13.9690,0.090024084,-0.11061897,0.18498744
Accel,2019/01/07,17,49,13.9760,10.630256,-0.39264908,3.0550013
Gyro,2019/01/07,17,49,13.9780,0.119659774,-0.031258848,0.20928243
Accel,2019/01/07,17,49,13.9870,10.28549,-0.2873042,1.733402
Gyro,2019/01/07,17,49,13.9890,0.1510757,0.06496116,0.22404791
Accel,2019/01/07,17,49,13.9960,9.825804,-0.32561144,0.9959879
Gyro,2019/01/07,17,49,14.0010,0.1669931,0.12732176,0.23061036
Accel,2019/01/07,17,49,14.0050,9.605537,-0.46926352,0.8810662
Gyro,2019/01/07,17,49,14.0070,0.16050048,0.13631022,0.23134339
Accel,2019/01/07,17,49,14.0170,9.557653,-0.60333884,1.1013328
Gyro,2019/01/07,17,49,14.0200,0.14536847,0.11604694,0.23045327
Accel,2019/01/07,17,49,14.0260,9.653421,-0.6703765,1.4939818
Gyro,2019/01/07,17,49,14.0280,0.13138838,0.093392566,0.23155282
Accel,2019/01/07,17,49,14.0360,9.950302,-0.78529817,2.0590134
Gyro,2019/01/07,17,49,14.0380,0.116937056,0.08028515,0.23661429
Accel,2019/01/07,17,49,14.0460,9.940725,-0.6895301,2.3463178
Gyro,2019/01/07,17,49,14.0480,0.103515476,0.07637561,0.24335125
Accel,2019/01/07,17,49,14.0560,9.557653,-0.36391866,2.480393
Gyro,2019/01/07,17,49,14.0580,0.09738937,0.08105309,0.2452013
Accel,2019/01/07,17,49,14.0670,9.193734,-0.15322891,2.6527755
Gyro,2019/01/07,17,49,14.0690,0.09929178,0.09690068,0.238028
Accel,2019/01/07,17,49,14.0760,9.050082,0.019153614,2.5187001
Gyro,2019/01/07,17,49,14.0780,0.10529571,0.12250466,0.22216296
Accel,2019/01/07,17,49,14.0859,9.059659,0.22026655,2.2505496
Gyro,2019/01/07,17,49,14.0890,0.11295771,0.1561197,0.20038125
Accel,2019/01/07,17,49,14.0960,9.11712,0.2681506,2.2122424
Gyro,2019/01/07,17,49,14.0970,0.12515756,0.19870573,0.17915805
Accel,2019/01/07,17,49,14.1060,9.174581,0.18195933,2.2409728
Gyro,2019/01/07,17,49,14.1080,0.13857915,0.24527112,0.16186184
Accel,2019/01/07,17,49,14.1180,9.184157,0.21068975,2.1739352
Gyro,2019/01/07,17,49,14.1200,0.1481261,0.27604127,0.14748032
Accel,2019/01/07,17,49,14.1260,9.251195,0.38307226,2.1068976
Gyro,2019/01/07,17,49,14.1280,0.1359437,0.28176597,0.13283701
Accel,2019/01/07,17,49,14.1360,9.308656,0.45968673,2.1739352
Gyro,2019/01/07,17,49,14.1380,0.12109094,0.27361527,0.11524409
Accel,2019/01/07,17,49,14.1460,9.346964,0.48841715,2.2218192
Gyro,2019/01/07,17,49,14.1500,0.10712831,0.2611187,0.09389871
Accel,2019/01/07,17,49,14.1560,9.308656,0.46926352,2.3558946
Gyro,2019/01/07,17,49,14.1580,0.09642944,0.2510307,0.07012733
Accel,2019/01/07,17,49,14.1660,9.279925,0.41180268,2.4420857
Gyro,2019/01/07,17,49,14.1680,0.08984955,0.24705136,0.04811873
Accel,2019/01/07,17,49,14.1750,9.136273,0.50757074,2.27928
Gyro,2019/01/07,17,49,14.1790,0.092153385,0.2453584,0.029513517
Accel,2019/01/07,17,49,14.1900,8.925584,0.6512229,2.0111294
Gyro,2019/01/07,17,49,14.1920,0.086655594,0.24685937,0.010035643
Accel,2019/01/07,17,49,14.1960,8.858546,0.6799533,1.6663644
Gyro,2019/01/07,17,49,14.1970,0.081611596,0.253352,-0.008290314
Accel,2019/01/07,17,49,14.2060,8.90643,0.6703765,1.4460979
Gyro,2019/01/07,17,49,14.2080,0.077178456,0.26618016,-0.026808258
Accel,2019/01/07,17,49,14.2160,8.896853,0.641646,1.5897499
Gyro,2019/01/07,17,49,14.2210,0.080965824,0.28975955,-0.047472954
Accel,2019/01/07,17,49,14.2270,9.030929,0.5746084,1.7908629
Gyro,2019/01/07,17,49,14.2290,0.08686504,0.320425,-0.07164577
Accel,2019/01/07,17,49,14.2370,9.270349,0.5267244,2.1452048
Gyro,2019/01/07,17,49,14.2390,0.0888198,0.3429223,-0.09946632
Accel,2019/01/07,17,49,14.2450,9.414001,0.37349546,2.585738
Gyro,2019/01/07,17,49,14.2470,0.07068583,0.3433237,-0.13341297
Accel,2019/01/07,17,49,14.2560,9.270349,0.17238252,2.7964275
Gyro,2019/01/07,17,49,14.2580,0.035011306,0.32189107,-0.17055358
Accel,2019/01/07,17,49,14.2660,9.069236,0.1340753,2.7581203
Gyro,2019/01/07,17,49,14.2670,0.019582594,0.29016098,-0.19888027
Accel,2019/01/07,17,49,14.2760,9.11712,0.076614454,2.5474305
Gyro,2019/01/07,17,49,14.2780,0.008552114,0.26506317,-0.22017328
Accel,2019/01/07,17,49,14.2859,9.059659,0.038307227,2.3175871
Gyro,2019/01/07,17,49,14.2870,4.886922E-4,0.24565509,-0.23263493
Accel,2019/01/07,17,49,14.2960,8.896853,0.047884032,2.1164744
Gyro,2019/01/07,17,49,14.2980,-0.010751228,0.19425514,-0.23677136
Accel,2019/01/07,17,49,14.3060,8.858546,0.095768064,1.7717092
Gyro,2019/01/07,17,49,14.3080,-0.043406337,0.1258906,-0.24024457
Accel,2019/01/07,17,49,14.3160,8.848969,0.06703765,1.436521
Gyro,2019/01/07,17,49,14.3180,-0.06555457,0.06871361,-0.23809782
Accel,2019/01/07,17,49,14.3260,8.791509,-0.095768064,1.2354081
Gyro,2019/01/07,17,49,14.3280,-0.07658505,0.038711403,-0.2319019
Accel,2019/01/07,17,49,14.3360,8.734048,-0.24899697,1.1779473
Gyro,2019/01/07,17,49,14.3380,-0.07119198,0.02804744,-0.22146483
Accel,2019/01/07,17,49,14.3459,8.7053175,-0.35434186,1.13964
Gyro,2019/01/07,17,49,14.3469,-0.06644469,0.020385446,-0.21156882
Accel,2019/01/07,17,49,14.3580,8.762778,-0.4213795,1.0821792
Gyro,2019/01/07,17,49,14.3600,-0.062046453,0.0052359877,-0.20317377
Accel,2019/01/07,17,49,14.3660,8.944737,-0.45968673,1.0821792
Gyro,2019/01/07,17,49,14.3680,-0.063111104,-0.017366026,-0.19591321
Accel,2019/01/07,17,49,14.3760,8.973468,-0.4405331,1.1109096
Gyro,2019/01/07,17,49,14.3780,-0.0686438,-0.04639085,-0.18652333
Accel,2019/01/07,17,49,14.3860,8.839393,-0.25857377,1.3120226
Gyro,2019/01/07,17,49,14.3880,-0.08045968,-0.078487456,-0.17633061
Accel,2019/01/07,17,49,14.3960,9.222465,-0.1340753,1.5705963
Gyro,2019/01/07,17,49,14.3980,-0.090826936,-0.107459925,-0.16414821
Accel,2019/01/07,17,49,14.4069,9.337387,-0.06703765,1.5801731
Gyro,2019/01/07,17,49,14.4100,-0.09442231,-0.12983504,-0.1492431
Accel,2019/01/07,17,49,14.4160,9.251195,0.02873042,1.685518
Gyro,2019/01/07,17,49,14.4180,-0.09836676,-0.1449845,-0.13533282
Accel,2019/01/07,17,49,14.4260,9.193734,0.076614454,1.7717092
Gyro,2019/01/07,17,49,14.4280,-0.09791297,-0.15315264,-0.12288863
Accel,2019/01/07,17,49,14.4360,9.32781,0.076614454,1.982399
Gyro,2019/01/07,17,49,14.4380,-0.097092666,-0.15015067,-0.11140437
Accel,2019/01/07,17,49,14.4460,9.500193,0.05746084,2.0494366
Gyro,2019/01/07,17,49,14.4480,-0.09473647,-0.13992305,-0.096761055
Accel,2019/01/07,17,49,14.4560,9.605537,0.047884032,1.7908629
Gyro,2019/01/07,17,49,14.4620,-0.08897688,-0.13557717,-0.07728318
Accel,2019/01/07,17,49,14.4660,9.624691,0.08619126,1.5227122
Gyro,2019/01/07,17,49,14.4680,-0.09016371,-0.13988814,-0.056758106
Accel,2019/01/07,17,49,14.4770,9.682152,0.095768064,1.4269443
Gyro,2019/01/07,17,49,14.4790,-0.098837994,-0.1511106,-0.03811799
Accel,2019/01/07,17,49,14.4860,9.797073,0.076614454,1.7812861
Gyro,2019/01/07,17,49,14.4870,-0.09519026,-0.1597849,-0.019512782
Accel,2019/01/07,17,49,14.4960,10.208876,-0.019153614,2.1643584
Gyro,2019/01/07,17,49,14.4980,-0.09658652,-0.15997688,-0.0019198621
Accel,2019/01/07,17,49,14.5060,10.553641,-0.19153613,2.1452048
Gyro,2019/01/07,17,49,14.5110,-0.09361946,-0.15601498,0.020507619
Accel,2019/01/07,17,49,14.5160,10.43872,-0.11492168,2.135628
Gyro,2019/01/07,17,49,14.5180,-0.08676032,-0.14837044,0.041992623
Accel,2019/01/07,17,49,14.5260,10.5440645,0.08619126,2.078167
Gyro,2019/01/07,17,49,14.5270,-0.07845255,-0.13843952,0.05773549
Accel,2019/01/07,17,49,14.5360,11.147403,0.30645782,1.6089035
Gyro,2019/01/07,17,49,14.5380,-0.07464773,-0.1344078,0.06586873
Accel,2019/01/07,17,49,14.5460,11.722012,0.58418524,0.8619126
Gyro,2019/01/07,17,49,14.5470,-0.0744732,-0.13891076,0.06586873
Accel,2019/01/07,17,49,14.5560,11.463438,0.8714894,0.48841715
Gyro,2019/01/07,17,49,14.5610,-0.072082095,-0.14720106,0.05979498
Accel,2019/01/07,17,49,14.5669,10.6877165,1.091756,0.7661445
Gyro,2019/01/07,17,49,14.5689,-0.06930702,-0.15753342,0.048851766
Accel,2019/01/07,17,49,14.5770,10.362105,1.0821792,1.7717092
Gyro,2019/01/07,17,49,14.5800,-0.061208695,-0.17339846,0.038100537
Accel,2019/01/07,17,49,14.5860,10.773908,0.7757214,3.1507695
Gyro,2019/01/07,17,49,14.5870,-0.06393141,-0.1874309,0.029932396
Accel,2019/01/07,17,49,14.5960,11.434708,0.40222588,4.405331
Gyro,2019/01/07,17,49,14.5980,-0.039671335,-0.18233454,0.027052604
Accel,2019/01/07,17,49,14.6060,11.971008,0.05746084,5.0182467
Gyro,2019/01/07,17,49,14.6070,-0.022479841,-0.15917403,0.018727383
Accel,2019/01/07,17,49,14.6170,11.865664,-0.05746084,4.999093
Gyro,2019/01/07,17,49,14.6200,-0.009616764,-0.12950343,0.009477138
Accel,2019/01/07,17,49,14.6290,11.319786,-0.06703765,4.414908
Gyro,2019/01/07,17,49,14.6300,-1.7453292E-4,-0.10934488,0.002268928
Accel,2019/01/07,17,49,14.6350,10.91756,0.0,3.4763808
Gyro,2019/01/07,17,49,14.6370,0.002513274,-0.10103711,-0.0034732053
Accel,2019/01/07,17,49,14.6460,10.362105,0.17238252,2.6623523
Gyro,2019/01/07,17,49,14.6480,0.0251851,-0.042428955,-0.005026548
Accel,2019/01/07,17,49,14.6550,9.749189,0.5267244,2.0494366
Gyro,2019/01/07,17,49,14.6580,0.06777114,0.047944196,-0.005323254
Accel,2019/01/07,17,49,14.6660,9.643845,0.6991069,1.7812861
Gyro,2019/01/07,17,49,14.6680,0.103026785,0.12692034,-0.009948377
Accel,2019/01/07,17,49,14.6770,10.113108,0.58418524,2.0685902
Gyro,2019/01/07,17,49,14.6780,0.11878711,0.17203711,-0.020228365
Accel,2019/01/07,17,49,14.6870,10.477027,0.45010993,2.5761611
Gyro,2019/01/07,17,49,14.6879,0.12885766,0.19980529,-0.034208454
Accel,2019/01/07,17,49,14.6979,10.927136,0.2681506,2.96881
Gyro,2019/01/07,17,49,14.7000,0.13187708,0.22244221,-0.050492376
Accel,2019/01/07,17,49,14.7050,11.195287,0.21068975,3.1890767
Gyro,2019/01/07,17,49,14.7070,0.1399405,0.23884831,-0.06347763
Accel,2019/01/07,17,49,14.7190,11.262324,0.11492168,3.122039
Gyro,2019/01/07,17,49,14.7220,0.14901622,0.2454282,-0.07150614
Accel,2019/01/07,17,49,14.7260,11.070788,0.05746084,2.777274
Gyro,2019/01/07,17,49,14.7270,0.15789993,0.24265313,-0.07405432
Accel,2019/01/07,17,49,14.7360,10.773908,0.095768064,2.3654714
Gyro,2019/01/07,17,49,14.7380,0.16589354,0.2302962,-0.07192502
Accel,2019/01/07,17,49,14.7480,10.572795,0.019153614,2.1260512
Gyro,2019/01/07,17,49,14.7490,0.18741345,0.21233675,-0.062081363
Accel,2019/01/07,17,49,14.7560,10.208876,-0.1436521,2.1547816
Gyro,2019/01/07,17,49,14.7580,0.1847431,0.19369663,-0.053721234
Accel,2019/01/07,17,49,14.7660,9.80665,-0.18195933,2.2122424
Gyro,2019/01/07,17,49,14.7680,0.18013543,0.178617,-0.044505894
Accel,2019/01/07,17,49,14.7760,9.710882,-0.18195933,2.566584
Gyro,2019/01/07,17,49,14.7780,0.18589501,0.17442821,-0.033318337
Accel,2019/01/07,17,49,14.7870,9.730036,-0.32561144,3.1603463
Gyro,2019/01/07,17,49,14.7880,0.2067517,0.18816395,-0.019181168
Accel,2019/01/07,17,49,14.7980,9.730036,-0.4213795,3.5434184
Gyro,2019/01/07,17,49,14.8000,0.21872467,0.21853268,-0.008552114
Accel,2019/01/07,17,49,14.8050,9.749189,-0.48841715,3.7253778
Gyro,2019/01/07,17,49,14.8070,0.22703242,0.253352,0.0027052604
Accel,2019/01/07,17,49,14.8159,9.662998,-0.4405331,3.821146
Gyro,2019/01/07,17,49,14.8189,0.24600416,0.28398252,0.020490166
Accel,2019/01/07,17,49,14.8260,9.299079,-0.34476504,3.5529952
Gyro,2019/01/07,17,49,14.8280,0.25958282,0.30545008,0.039077923
Accel,2019/01/07,17,49,14.8360,8.686164,-0.23942018,3.0262709
Gyro,2019/01/07,17,49,14.8380,0.24026202,0.3081728,0.049113564
Accel,2019/01/07,17,49,14.8460,8.341399,-0.11492168,2.4612393
Gyro,2019/01/07,17,49,14.8470,0.21720622,0.3015231,0.055414204
Accel,2019/01/07,17,49,14.8560,8.063671,0.019153614,1.9728222
Gyro,2019/01/07,17,49,14.8580,0.19612265,0.29932398,0.05958554
Accel,2019/01/07,17,49,14.8660,7.824251,0.24899697,1.6759412
Gyro,2019/01/07,17,49,14.8680,0.19481365,0.31241393,0.06675884
Accel,2019/01/07,17,49,14.8770,7.872135,0.38307226,1.4556746
Gyro,2019/01/07,17,49,14.8780,0.19120082,0.33330554,0.0731293
Accel,2019/01/07,17,49,14.8860,8.178593,0.45010993,1.340753
Gyro,2019/01/07,17,49,14.8870,0.19706513,0.34648275,0.08306022
Accel,2019/01/07,17,49,14.8960,8.350976,0.48841715,1.2162545
Gyro,2019/01/07,17,49,14.9000,0.18615682,0.34115952,0.0890467
Accel,2019/01/07,17,49,14.9070,8.465898,0.50757074,1.0630256
Gyro,2019/01/07,17,49,14.9080,0.1704663,0.32426473,0.091420345
Accel,2019/01/07,17,49,14.9180,8.6095495,0.45010993,0.842759
