sensor,date,hour,min,sec,x,y,z
Accel,2019/01/16,11,39,03.6190,10.840945,-0.22984336,0.39264908
Gyro,2019/01/16,11,39,03.6230,-0.3790855,-0.30504864,-9.5993106E-4
Accel,2019/01/16,11,39,03.6290,10.94629,-0.39264908,0.22026655
Gyro,2019/01/16,11,39,03.6310,-0.382454,-0.3099181,-0.019582594
Accel,2019/01/16,11,39,03.6400,10.936713,-0.5746084,0.18195933
Gyro,2019/01/16,11,39,03.6410,-0.3808483,-0.30653217,-0.041765727
Accel,2019/01/16,11,39,03.6490,10.840945,-0.7565677,-0.20111294
Gyro,2019/01/16,11,39,03.6510,-0.3883532,-0.30742228,-0.06323328
Accel,2019/01/16,11,39,03.6590,10.802638,-0.7086837,0.009576807
Gyro,2019/01/16,11,39,03.6610,-0.38624138,-0.30489156,-0.07969173
Accel,2019/01/16,11,39,03.6690,10.936713,-0.7374141,0.2681506
Gyro,2019/01/16,11,39,03.6730,-0.36758378,-0.29356438,-0.08745845
Accel,2019/01/16,11,39,03.6800,11.099519,-0.8331822,0.41180268
Gyro,2019/01/16,11,39,03.6820,-0.33126348,-0.27296948,-0.084596105
Accel,2019/01/16,11,39,03.6899,11.271901,-0.7565677,0.5650316
Gyro,2019/01/16,11,39,03.6919,-0.29613,-0.24687682,-0.07644542
Accel,2019/01/16,11,39,03.6990,11.568783,-0.50757074,0.6991069
Gyro,2019/01/16,11,39,03.7010,-0.2655693,-0.22006856,-0.06941175
Accel,2019/01/16,11,39,03.7100,11.789049,-0.02873042,0.9864111
Gyro,2019/01/16,11,39,03.7110,-0.24017476,-0.19622737,-0.065816365
Accel,2019/01/16,11,39,03.7190,11.81778,0.40222588,1.3694834
Gyro,2019/01/16,11,39,03.7210,-0.22251202,-0.17568484,-0.06513569
Accel,2019/01/16,11,39,03.7310,11.789049,0.545878,1.7621324
Gyro,2019/01/16,11,39,03.7330,-0.19085175,-0.14074335,-0.06511823
Accel,2019/01/16,11,39,03.7420,11.501745,0.59376204,2.1164744
Gyro,2019/01/16,11,39,03.7450,-0.13927728,-0.08618436,-0.06489134
Accel,2019/01/16,11,39,03.7510,11.051635,0.46926352,2.3750482
Gyro,2019/01/16,11,39,03.7520,-0.08496263,-0.016510814,-0.06595599
Accel,2019/01/16,11,39,03.7600,10.726024,0.20111294,2.327164
Gyro,2019/01/16,11,39,03.7610,-0.03111922,0.051399946,-0.07237881
Accel,2019/01/16,11,39,03.7690,10.448297,-0.047884032,2.030283
Gyro,2019/01/16,11,39,03.7720,0.007504916,0.104492866,-0.0882613
Accel,2019/01/16,11,39,03.7800,10.25676,-0.2681506,1.6567876
Gyro,2019/01/16,11,39,03.7810,0.025080381,0.13733996,-0.11145672
Accel,2019/01/16,11,39,03.7890,10.160992,-0.31603462,1.2449849
Gyro,2019/01/16,11,39,03.7930,0.018116517,0.15271631,-0.13543755
Accel,2019/01/16,11,39,03.7990,10.093954,-0.2681506,0.93852705
Gyro,2019/01/16,11,39,03.8010,0.018256145,0.15678293,-0.15289085
Accel,2019/01/16,11,39,03.8100,10.1226845,-0.20111294,0.7374141
Gyro,2019/01/16,11,39,03.8120,0.015323991,0.15617207,-0.1635548
Accel,2019/01/16,11,39,03.8189,10.180145,-0.095768064,0.9959879
Gyro,2019/01/16,11,39,03.8210,0.02094395,0.15720181,-0.16880825
Accel,2019/01/16,11,39,03.8290,10.28549,-0.05746084,1.3215994
Gyro,2019/01/16,11,39,03.8310,0.026703538,0.16097172,-0.17133898
Accel,2019/01/16,11,39,03.8390,10.218452,0.08619126,1.3599066
Gyro,2019/01/16,11,39,03.8430,0.039514255,0.16650441,-0.17336355
Accel,2019/01/16,11,39,03.8490,10.036493,0.1340753,1.5035586
Gyro,2019/01/16,11,39,03.8510,0.05935865,0.1783901,-0.17423622
Accel,2019/01/16,11,39,03.8600,10.055647,0.019153614,1.6950948
Gyro,2019/01/16,11,39,03.8610,0.0893085,0.19835667,-0.17224655
Accel,2019/01/16,11,39,03.8690,10.0748005,0.019153614,1.8962077
Gyro,2019/01/16,11,39,03.8720,0.123761296,0.2271546,-0.16948892
Accel,2019/01/16,11,39,03.8790,9.940725,0.038307227,1.9536686
Gyro,2019/01/16,11,39,03.8810,0.1630661,0.26193902,-0.16634732
Accel,2019/01/16,11,39,03.8890,9.758766,0.047884032,1.8866309
Gyro,2019/01/16,11,39,03.8910,0.19627973,0.29464647,-0.16292648
Accel,2019/01/16,11,39,03.9000,9.691729,-0.019153614,1.8387469
Gyro,2019/01/16,11,39,03.9020,0.23390903,0.31927308,-0.15873769
Accel,2019/01/16,11,39,03.9110,9.730036,-0.16280572,1.8100165
Gyro,2019/01/16,11,39,03.9130,0.2676288,0.33402112,-0.15362388
Accel,2019/01/16,11,39,03.9190,9.797073,-0.1436521,1.7142484
Gyro,2019/01/16,11,39,03.9210,0.28370327,0.3403392,-0.14837044
Accel,2019/01/16,11,39,03.9310,9.797073,-0.20111294,1.7142484
Gyro,2019/01/16,11,39,03.9330,0.29880038,0.34290484,-0.14041173
Accel,2019/01/16,11,39,03.9390,9.749189,-0.17238252,1.4748282
Gyro,2019/01/16,11,39,03.9410,0.3088011,0.34166566,-0.1293638
Accel,2019/01/16,11,39,03.9490,9.548077,-0.1340753,1.1779473
Gyro,2019/01/16,11,39,03.9510,0.31447342,0.33807027,-0.118839465
Accel,2019/01/16,11,39,03.9590,9.260772,-0.22984336,1.0055647
Gyro,2019/01/16,11,39,03.9630,0.3213151,0.33292156,-0.109292515
Accel,2019/01/16,11,39,03.9690,9.040505,-0.31603462,0.7757214
Gyro,2019/01/16,11,39,03.9710,0.31628856,0.3302163,-0.10246828
Accel,2019/01/16,11,39,03.9790,8.90643,-0.37349546,0.4405331
Gyro,2019/01/16,11,39,03.9820,0.30251792,0.32215288,-0.0970403
Accel,2019/01/16,11,39,03.9890,8.868123,-0.37349546,0.4309563
Gyro,2019/01/16,11,39,03.9910,0.28206265,0.3093247,-0.09316567
Accel,2019/01/16,11,39,04.0000,8.810662,-0.31603462,0.7757214
Gyro,2019/01/16,11,39,04.0020,0.263248,0.29696777,-0.09103637
Accel,2019/01/16,11,39,04.0090,8.963891,-0.35434186,1.0055647
Gyro,2019/01/16,11,39,04.0140,0.25120524,0.2860071,-0.0895703
Accel,2019/01/16,11,39,04.0190,9.184157,-0.41180268,0.9672575
Gyro,2019/01/16,11,39,04.0210,0.24109977,0.27555257,-0.08726646
Accel,2019/01/16,11,39,04.0300,9.136273,-0.39264908,0.80445176
Gyro,2019/01/16,11,39,04.0320,0.23623031,0.26335272,-0.08000589
Accel,2019/01/16,11,39,04.0390,9.050082,-0.45968673,0.6895301
Gyro,2019/01/16,11,39,04.0410,0.22937118,0.24747023,-0.06684611
Accel,2019/01/16,11,39,04.0500,9.050082,-0.5363012,0.4405331
Gyro,2019/01/16,11,39,04.0520,0.21420425,0.22879522,-0.051923543
Accel,2019/01/16,11,39,04.0590,8.983045,-0.45968673,0.22026655
Gyro,2019/01/16,11,39,04.0610,0.2019695,0.21368065,-0.038990654
Accel,2019/01/16,11,39,04.0690,9.002198,-0.4405331,0.18195933
Gyro,2019/01/16,11,39,04.0709,0.18816395,0.18889698,-0.03291691
Accel,2019/01/16,11,39,04.0820,9.011775,-0.40222588,0.076614454
Gyro,2019/01/16,11,39,04.0840,0.15165167,0.135455,-0.023404865
Accel,2019/01/16,11,39,04.0890,8.925584,-0.34476504,-0.10534488
Gyro,2019/01/16,11,39,04.0910,0.080878556,0.051539574,-0.010506882
Accel,2019/01/16,11,39,04.1000,8.944737,-0.33518824,-0.1340753
Gyro,2019/01/16,11,39,04.1010,-0.0038048178,-0.046774823,0.0038920841
Accel,2019/01/16,11,39,04.1090,9.069236,-0.24899697,0.06703765
Gyro,2019/01/16,11,39,04.1110,-0.06810275,-0.12973033,0.017662732
Accel,2019/01/16,11,39,04.1190,9.203311,-0.17238252,0.22026655
Gyro,2019/01/16,11,39,04.1210,-0.1107935,-0.17688912,0.026860617
Accel,2019/01/16,11,39,04.1290,9.3661175,-0.12449849,0.35434186
Gyro,2019/01/16,11,39,04.1330,-0.12157963,-0.19081685,0.03286455
Accel,2019/01/16,11,39,04.1390,9.519346,-0.11492168,0.35434186
Gyro,2019/01/16,11,39,04.1409,-0.12669346,-0.19463912,0.03541273
Accel,2019/01/16,11,39,04.1490,9.595961,-0.095768064,0.2681506
Gyro,2019/01/16,11,39,04.1520,-0.14517649,-0.202528,0.034260813
Accel,2019/01/16,11,39,04.1590,9.682152,-0.095768064,0.34476504
Gyro,2019/01/16,11,39,04.1610,-0.16208872,-0.21050416,0.033213615
Accel,2019/01/16,11,39,04.1690,9.739613,-0.21068975,0.31603462
Gyro,2019/01/16,11,39,04.1710,-0.1796642,-0.22238985,0.03345796
Accel,2019/01/16,11,39,04.1790,9.720459,-0.22984336,0.15322891
Gyro,2019/01/16,11,39,04.1830,-0.20423843,-0.2422168,0.033161256
Accel,2019/01/16,11,39,04.1890,9.595961,-0.21068975,0.05746084
Gyro,2019/01/16,11,39,04.1910,-0.23792328,-0.27003735,0.032044247
Accel,2019/01/16,11,39,04.2000,9.557653,-0.095768064,0.10534488
Gyro,2019/01/16,11,39,04.2010,-0.27021188,-0.301174,0.030351276
Accel,2019/01/16,11,39,04.2090,9.653421,0.019153614,0.41180268
Gyro,2019/01/16,11,39,04.2110,-0.2915398,-0.32651618,0.0283616
Accel,2019/01/16,11,39,04.2190,9.931149,-0.02873042,0.82360536
Gyro,2019/01/16,11,39,04.2210,-0.2993065,-0.33871606,0.02656391
Accel,2019/01/16,11,39,04.2290,10.0748005,-0.12449849,0.8523358
Gyro,2019/01/16,11,39,04.2310,-0.30462977,-0.34241614,0.02417281
Accel,2019/01/16,11,39,04.2400,9.931149,-0.1340753,0.5363012
Gyro,2019/01/16,11,39,04.2410,-0.31852257,-0.34766957,0.020839231
Accel,2019/01/16,11,39,04.2510,9.873688,-0.22026655,-0.009576807
Gyro,2019/01/16,11,39,04.2520,-0.334248,-0.3657861,0.017715093
Accel,2019/01/16,11,39,04.2590,9.864111,-0.25857377,-0.50757074
Gyro,2019/01/16,11,39,04.2610,-0.34543556,-0.39214057,0.01558579
Accel,2019/01/16,11,39,04.2700,9.873688,-0.21068975,-0.80445176
Gyro,2019/01/16,11,39,04.2720,-0.36561158,-0.41763982,0.013369222
Accel,2019/01/16,11,39,04.2790,9.883265,-0.047884032,-0.89064306
Gyro,2019/01/16,11,39,04.2810,-0.3832045,-0.43795547,0.0104370685
Accel,2019/01/16,11,39,04.2900,10.01734,0.02873042,-0.49799395
Gyro,2019/01/16,11,39,04.2910,-0.37870154,-0.4387932,0.0072954763
Accel,2019/01/16,11,39,04.2990,10.352529,0.02873042,0.30645782
Gyro,2019/01/16,11,39,04.3030,-0.33180454,-0.40959388,0.005305801
Accel,2019/01/16,11,39,04.3090,10.601525,0.047884032,0.9959879
Gyro,2019/01/16,11,39,04.3110,-0.28281316,-0.36367425,0.003944444
Accel,2019/01/16,11,39,04.3200,10.716447,-0.05746084,1.1779473
Gyro,2019/01/16,11,39,04.3230,-0.2412045,-0.3209486,5.9341197E-4
Accel,2019/01/16,11,39,04.3290,10.793061,-0.25857377,1.1779473
Gyro,2019/01/16,11,39,04.3310,-0.20535544,-0.2856755,-0.0044854963
Accel,2019/01/16,11,39,04.3400,11.003751,-0.5650316,1.0534488
Gyro,2019/01/16,11,39,04.3410,-0.17502162,-0.25635397,-0.009704031
Accel,2019/01/16,11,39,04.3489,11.224017,-0.7086837,0.49799395
Gyro,2019/01/16,11,39,04.3530,-0.14732324,-0.2329142,-0.01314233
Accel,2019/01/16,11,39,04.3610,11.530476,-0.7469909,-0.545878
Gyro,2019/01/16,11,39,04.3620,-0.13156292,-0.2147104,-0.014887659
Accel,2019/01/16,11,39,04.3700,11.903971,-0.62249243,-1.5705963
Gyro,2019/01/16,11,39,04.3720,-0.11672762,-0.20277235,-0.015865043
Accel,2019/01/16,11,39,04.3800,12.181698,-0.24899697,-1.7812861
Gyro,2019/01/16,11,39,04.3810,-0.10510372,-0.20469221,-0.017610373
Accel,2019/01/16,11,39,04.3900,12.29662,0.009576807,-1.1587936
Gyro,2019/01/16,11,39,04.3920,-0.108873636,-0.22383848,-0.020961404
Accel,2019/01/16,11,39,04.3990,12.287044,0.019153614,-0.009576807
Gyro,2019/01/16,11,39,04.4010,-0.13074261,-0.24345598,-0.025220007
Accel,2019/01/16,11,39,04.4089,12.018892,-0.21068975,1.0821792
Gyro,2019/01/16,11,39,04.4110,-0.13603096,-0.24089034,-0.028291788
Accel,2019/01/16,11,39,04.4220,11.358093,-0.6512229,1.8195933
Gyro,2019/01/16,11,39,04.4230,-0.10636036,-0.21142918,-0.02846632
Accel,2019/01/16,11,39,04.4290,10.6877165,-1.043872,2.3463178
Gyro,2019/01/16,11,39,04.4310,-0.06618288,-0.1691224,-0.025726153
Accel,2019/01/16,11,39,04.4390,10.113108,-1.2258313,2.566584
Gyro,2019/01/16,11,39,04.4410,-0.031782445,-0.13325588,-0.021921335
Accel,2019/01/16,11,39,04.4490,9.835381,-1.292869,2.3175871
Gyro,2019/01/16,11,39,04.4510,-0.027611108,-0.12021828,-0.019704767
Accel,2019/01/16,11,39,04.4600,9.864111,-0.7182605,1.2737153
Gyro,2019/01/16,11,39,04.4620,0.010454522,-0.076689765,-0.012566371
Accel,2019/01/16,11,39,04.4690,9.921572,-0.48841715,1.0342951
Gyro,2019/01/16,11,39,04.4740,0.086812675,-0.009180432,8.726646E-4
Accel,2019/01/16,11,39,04.4790,9.931149,-0.36391866,1.1013328
Gyro,2019/01/16,11,39,04.4810,0.16489871,0.060161497,0.019949114
Accel,2019/01/16,11,39,04.4910,9.902418,-0.30645782,1.2545617
Gyro,2019/01/16,11,39,04.4940,0.22905701,0.11102039,0.040648717
Accel,2019/01/16,11,39,04.4990,9.873688,-0.41180268,1.7525556
Gyro,2019/01/16,11,39,04.5010,0.29644418,0.15887733,0.06260496
Accel,2019/01/16,11,39,04.5100,9.835381,-0.49799395,2.1643584
Gyro,2019/01/16,11,39,04.5110,0.35672784,0.20313887,0.08018043
Accel,2019/01/16,11,39,04.5190,9.730036,-0.4309563,2.2409728
Gyro,2019/01/16,11,39,04.5210,0.40870374,0.24343853,0.09344493
Accel,2019/01/16,11,39,04.5300,9.576807,-0.4309563,2.2505496
Gyro,2019/01/16,11,39,04.5310,0.44701374,0.28103292,0.10625564
Accel,2019/01/16,11,39,04.5400,9.442732,-0.5554548,2.1930888
Gyro,2019/01/16,11,39,04.5410,0.43785074,0.29061478,0.11213741
Accel,2019/01/16,11,39,04.5490,9.299079,-0.59376204,2.030283
Gyro,2019/01/16,11,39,04.5510,0.43188173,0.2981546,0.11896164
Accel,2019/01/16,11,39,04.5600,8.983045,-0.46926352,1.8962077
Gyro,2019/01/16,11,39,04.5620,0.43182936,0.30548498,0.12301081
Accel,2019/01/16,11,39,04.5689,8.647857,-0.40222588,1.6472107
Gyro,2019/01/16,11,39,04.5709,0.43249258,0.3177721,0.123359874
Accel,2019/01/16,11,39,04.5800,8.552089,-0.41180268,1.2066777
Gyro,2019/01/16,11,39,04.5810,0.42739624,0.33250266,0.121789075
Accel,2019/01/16,11,39,04.5910,8.485051,-0.2873042,0.8331822
Gyro,2019/01/16,11,39,04.5920,0.43552947,0.3456799,0.120305546
Accel,2019/01/16,11,39,04.5990,8.465898,-0.16280572,0.6799533
Gyro,2019/01/16,11,39,04.6020,0.4348488,0.35725144,0.11838568
Accel,2019/01/16,11,39,04.6100,8.6095495,-0.15322891,0.5554548
Gyro,2019/01/16,11,39,04.6120,0.4208687,0.3601487,0.115872405
Accel,2019/01/16,11,39,04.6190,8.724471,-0.11492168,0.45010993
Gyro,2019/01/16,11,39,04.6210,0.39177406,0.34739032,0.11168362
Accel,2019/01/16,11,39,04.6300,9.030929,-0.1340753,0.32561144
Gyro,2019/01/16,11,39,04.6320,0.35550612,0.31897637,0.106325455
Accel,2019/01/16,11,39,04.6390,9.3661175,-0.08619126,0.2777274
Gyro,2019/01/16,11,39,04.6430,0.3096214,0.2854835,0.09920452
Accel,2019/01/16,11,39,04.6490,9.528923,0.05746084,0.29688102
Gyro,2019/01/16,11,39,04.6510,0.26808256,0.2550624,0.090844385
Accel,2019/01/16,11,39,04.6590,9.500193,0.047884032,0.31603462
Gyro,2019/01/16,11,39,04.6630,0.2290221,0.23361231,0.08147197
Accel,2019/01/16,11,39,04.6690,9.442732,-0.10534488,0.4405331
Gyro,2019/01/16,11,39,04.6710,0.1846733,0.20991075,0.07213446
Accel,2019/01/16,11,39,04.6790,9.461885,-0.24899697,0.62249243
Gyro,2019/01/16,11,39,04.6810,0.15598008,0.1915848,0.06616543
Accel,2019/01/16,11,39,04.6889,9.481039,-0.2873042,0.90979666
Gyro,2019/01/16,11,39,04.6939,0.14058627,0.18966493,0.059184115
Accel,2019/01/16,11,39,04.6990,9.481039,-0.30645782,1.0342951
Gyro,2019/01/16,11,39,04.7010,0.11974704,0.19711748,0.050701816
Accel,2019/01/16,11,39,04.7110,9.375694,-0.39264908,0.8714894
Gyro,2019/01/16,11,39,04.7120,0.100216806,0.19633208,0.043772858
Accel,2019/01/16,11,39,04.7190,9.241618,-0.45010993,0.48841715
Gyro,2019/01/16,11,39,04.7210,0.09819222,0.19720475,0.041643556
Accel,2019/01/16,11,39,04.7300,9.203311,-0.39264908,0.30645782
Gyro,2019/01/16,11,39,04.7320,0.110601515,0.21640338,0.042603485
Accel,2019/01/16,11,39,04.7390,9.193734,-0.35434186,0.21068975
Gyro,2019/01/16,11,39,04.7410,0.10904817,0.22684044,0.040404372
Accel,2019/01/16,11,39,04.7490,9.14585,-0.2681506,0.22984336
Gyro,2019/01/16,11,39,04.7510,0.07621853,0.20664698,0.03021165
Accel,2019/01/16,11,39,04.7620,9.069236,-0.19153613,0.35434186
Gyro,2019/01/16,11,39,04.7630,0.017627826,0.16694075,0.011623893
Accel,2019/01/16,11,39,04.7700,9.126697,-0.24899697,0.4213795
Gyro,2019/01/16,11,39,04.7710,-0.02963569,0.13213888,-0.0104370685
Accel,2019/01/16,11,39,04.7790,9.222465,-0.2681506,0.5267244
Gyro,2019/01/16,11,39,04.7810,-0.051504668,0.11739085,-0.030490901
Accel,2019/01/16,11,39,04.7890,9.212888,-0.34476504,0.7278373
Gyro,2019/01/16,11,39,04.7910,-0.09243264,0.09450958,-0.04993387
Accel,2019/01/16,11,39,04.7990,9.203311,-0.4405331,0.8331822
Gyro,2019/01/16,11,39,04.8010,-0.15439183,0.05555383,-0.06618288
Accel,2019/01/16,11,39,04.8090,9.299079,-0.5650316,0.842759
Gyro,2019/01/16,11,39,04.8139,-0.20472711,0.009546951,-0.07391469
Accel,2019/01/16,11,39,04.8200,9.433155,-0.6703765,0.93852705
Gyro,2019/01/16,11,39,04.8210,-0.25321236,-0.03600614,-0.075782195
Accel,2019/01/16,11,39,04.8300,9.5385,-0.62249243,0.93852705
Gyro,2019/01/16,11,39,04.8310,-0.29962066,-0.078906335,-0.07517133
Accel,2019/01/16,11,39,04.8390,9.576807,-0.545878,0.7086837
Gyro,2019/01/16,11,39,04.8410,-0.34974653,-0.120724425,-0.07384488
Accel,2019/01/16,11,39,04.8490,9.528923,-0.48841715,0.37349546
Gyro,2019/01/16,11,39,04.8510,-0.39360666,-0.16749924,-0.07189011
Accel,2019/01/16,11,39,04.8590,9.490616,-0.46926352,0.1340753
Gyro,2019/01/16,11,39,04.8610,-0.4410098,-0.21715386,-0.07087782
Accel,2019/01/16,11,39,04.8700,9.519346,-0.33518824,0.047884032
Gyro,2019/01/16,11,39,04.8710,-0.49122292,-0.26171213,-0.07089528
Accel,2019/01/16,11,39,04.8800,9.615114,-0.22026655,0.0
Gyro,2019/01/16,11,39,04.8810,-0.52592003,-0.29937634,-0.0699877
Accel,2019/01/16,11,39,04.8890,9.787497,-0.2681506,0.047884032
Gyro,2019/01/16,11,39,04.8910,-0.55630624,-0.32339206,-0.06913249
Accel,2019/01/16,11,39,04.9000,9.921572,-0.23942018,-0.095768064
Gyro,2019/01/16,11,39,04.9010,-0.56157714,-0.33403856,-0.06716027
Accel,2019/01/16,11,39,04.9090,10.160992,-0.20111294,-0.24899697
Gyro,2019/01/16,11,39,04.9110,-0.56744146,-0.3356268,-0.06665412
Accel,2019/01/16,11,39,04.9200,10.630256,-0.2777274,0.019153614
Gyro,2019/01/16,11,39,04.9210,-0.56238,-0.32698745,-0.06649704
Accel,2019/01/16,11,39,04.9320,10.869676,-0.1436521,0.019153614
Gyro,2019/01/16,11,39,04.9340,-0.53010887,-0.3151192,-0.06571165
Accel,2019/01/16,11,39,04.9390,10.840945,-0.08619126,-0.11492168
Gyro,2019/01/16,11,39,04.9410,-0.51576227,-0.3018896,-0.06628761
Accel,2019/01/16,11,39,04.9500,10.955867,-0.35434186,0.1436521
Gyro,2019/01/16,11,39,04.9520,-0.49090877,-0.2837731,-0.06482153
Accel,2019/01/16,11,39,04.9590,11.252748,-0.51714754,0.30645782
Gyro,2019/01/16,11,39,04.9610,-0.470087,-0.26200882,-0.06174975
Accel,2019/01/16,11,39,04.9700,11.434708,-0.51714754,0.11492168
Gyro,2019/01/16,11,39,04.9710,-0.45013785,-0.24118705,-0.058171824
Accel,2019/01/16,11,39,04.9790,11.587936,-0.45968673,-0.1436521
Gyro,2019/01/16,11,39,04.9830,-0.4212352,-0.22403046,-0.05438446
Accel,2019/01/16,11,39,04.9890,11.789049,0.0,0.1436521
Gyro,2019/01/16,11,39,04.9910,-0.40015164,-0.20921262,-0.049689524
Accel,2019/01/16,11,39,05.0000,11.856087,0.23942018,0.9864111
Gyro,2019/01/16,11,39,05.0020,-0.37201694,-0.19329521,-0.04590216
Accel,2019/01/16,11,39,05.0090,11.980585,0.24899697,2.2505496
Gyro,2019/01/16,11,39,05.0120,-0.35870007,-0.17271778,-0.045012042
Accel,2019/01/16,11,39,05.0200,11.903971,0.02873042,3.3039982
Gyro,2019/01/16,11,39,05.0210,-0.3448247,-0.15475835,-0.045012042
Accel,2019/01/16,11,39,05.0290,11.626244,-0.19153613,3.6296098
Gyro,2019/01/16,11,39,05.0310,-0.3335848,-0.12730432,-0.045413468
Accel,2019/01/16,11,39,05.0400,11.128249,-0.4213795,3.3423057
Gyro,2019/01/16,11,39,05.0410,-0.2754304,-0.07079055,-0.043458696
Accel,2019/01/16,11,39,05.0509,10.524911,-0.6512229,2.7868507
Gyro,2019/01/16,11,39,05.0520,-0.1752136,0.016406095,-0.03806563
Accel,2019/01/16,11,39,05.0600,10.065224,-0.89064306,2.0494366
Gyro,2019/01/16,11,39,05.0610,-0.06117379,0.117338486,-0.030298917
Accel,2019/01/16,11,39,05.0690,9.931149,-1.043872,1.1875241
Gyro,2019/01/16,11,39,05.0709,0.029565878,0.19710003,-0.02263692
Accel,2019/01/16,11,39,05.0790,9.931149,-0.9672575,0.61291564
Gyro,2019/01/16,11,39,05.0810,0.075049154,0.22883011,-0.015271631
Accel,2019/01/16,11,39,05.0890,9.931149,-0.81402856,0.51714754
Gyro,2019/01/16,11,39,05.0910,0.09208357,0.22516492,-0.00424115
Accel,2019/01/16,11,39,05.1019,9.969456,-0.60333884,0.61291564
Gyro,2019/01/16,11,39,05.1030,0.101543255,0.208881,0.011571533
Accel,2019/01/16,11,39,05.1090,10.055647,-0.39264908,0.78529817
Gyro,2019/01/16,11,39,05.1110,0.108123146,0.18924604,0.02719223
Accel,2019/01/16,11,39,05.1200,10.28549,-0.29688102,1.4556746
Gyro,2019/01/16,11,39,05.1220,0.12452924,0.17650515,0.037873644
Accel,2019/01/16,11,39,05.1290,10.515334,-0.2777274,2.1452048
Gyro,2019/01/16,11,39,05.1310,0.12599532,0.17566739,0.039741147
Accel,2019/01/16,11,39,05.1400,10.6398325,-0.2777274,2.27928
Gyro,2019/01/16,11,39,05.1409,0.13473941,0.18006562,0.03577925
Accel,2019/01/16,11,39,05.1490,10.572795,-0.17238252,2.1739352
Gyro,2019/01/16,11,39,05.1530,0.14674728,0.18643607,0.028658306
Accel,2019/01/16,11,39,05.1600,10.486604,-0.15322891,1.8579005
Gyro,2019/01/16,11,39,05.1610,0.15964526,0.19519763,0.021886429
Accel,2019/01/16,11,39,05.1690,10.43872,-0.16280572,1.3982137
Gyro,2019/01/16,11,39,05.1710,0.1802576,0.20657717,0.018168878
Accel,2019/01/16,11,39,05.1790,10.314221,-0.095768064,1.2258313
Gyro,2019/01/16,11,39,05.1810,0.20800833,0.22120303,0.018413223
Accel,2019/01/16,11,39,05.1900,10.295067,-0.12449849,1.1492168
Gyro,2019/01/16,11,39,05.1910,0.23886576,0.23621286,0.018099064
Accel,2019/01/16,11,39,05.1990,10.218452,-0.16280572,1.0342951
Gyro,2019/01/16,11,39,05.2010,0.25684264,0.24740042,0.014032447
Accel,2019/01/16,11,39,05.2090,10.103531,-0.24899697,0.9864111
Gyro,2019/01/16,11,39,05.2110,0.26778588,0.25303784,0.0090408055
Accel,2019/01/16,11,39,05.2200,10.103531,-0.41180268,1.0821792
Gyro,2019/01/16,11,39,05.2210,0.27867672,0.26021114,0.0070162234
Accel,2019/01/16,11,39,05.2290,9.998186,-0.49799395,1.3982137
Gyro,2019/01/16,11,39,05.2310,0.29326767,0.27679175,0.0095294975
Accel,2019/01/16,11,39,05.2390,9.931149,-0.5746084,1.5897499
Gyro,2019/01/16,11,39,05.2410,0.31592205,0.29387853,0.01563815
Accel,2019/01/16,11,39,05.2490,9.844957,-0.6607997,1.8004397
Gyro,2019/01/16,11,39,05.2510,0.33557445,0.3135833,0.023684118
Accel,2019/01/16,11,39,05.2600,9.394848,-0.5650316,1.5993267
Gyro,2019/01/16,11,39,05.2610,0.36133552,0.32902947,0.032096606
Accel,2019/01/16,11,39,05.2720,9.002198,-0.51714754,1.3120226
Gyro,2019/01/16,11,39,05.2730,0.37257543,0.33229324,0.036913715
Accel,2019/01/16,11,39,05.2790,8.686164,-0.47884035,1.1300632
Gyro,2019/01/16,11,39,05.2810,0.37939966,0.3294309,0.040509094
Accel,2019/01/16,11,39,05.2900,8.580819,-0.46926352,1.091756
Gyro,2019/01/16,11,39,05.2920,0.39107594,0.3314904,0.04761258
Accel,2019/01/16,11,39,05.2990,8.532935,-0.41180268,1.0630256
Gyro,2019/01/16,11,39,05.3010,0.40533528,0.34014723,0.05681047
Accel,2019/01/16,11,39,05.3090,8.475474,-0.37349546,0.9672575
Gyro,2019/01/16,11,39,05.3110,0.417762,0.3455054,0.067456976
Accel,2019/01/16,11,39,05.3190,8.379706,-0.34476504,0.81402856
Gyro,2019/01/16,11,39,05.3240,0.42036256,0.33796555,0.078487456
Accel,2019/01/16,11,39,05.3300,8.274361,-0.25857377,0.6703765
Gyro,2019/01/16,11,39,05.3310,0.42024037,0.316498,0.089779735
Accel,2019/01/16,11,39,05.3390,8.379706,-0.21068975,0.61291564
Gyro,2019/01/16,11,39,05.3420,0.40716785,0.29305825,0.097843155
Accel,2019/01/16,11,39,05.3489,8.494628,-0.095768064,0.6512229
Gyro,2019/01/16,11,39,05.3510,0.40048325,0.26963592,0.10353293
Accel,2019/01/16,11,39,05.3600,8.532935,0.02873042,0.7374141
Gyro,2019/01/16,11,39,05.3620,0.3459068,0.21423917,0.09744173
Accel,2019/01/16,11,39,05.3690,8.628703,0.05746084,0.7278373
Gyro,2019/01/16,11,39,05.3740,0.2374346,0.12583824,0.078906335
Accel,2019/01/16,11,39,05.3790,8.6095495,0.1436521,0.5554548
Gyro,2019/01/16,11,39,05.3810,0.11534881,0.021485003,0.055169858
Accel,2019/01/16,11,39,05.3900,8.599973,0.076614454,0.45968673
Gyro,2019/01/16,11,39,05.3920,0.013718287,-0.06483898,0.035011306
