sensor,date,hour,min,sec,x,y,z
Gyro,2019/01/16,11,39,00.2890,-0.04392994,0.057403877,-0.010192723
Accel,2019/01/16,11,39,00.2900,9.308656,0.05746084,1.3694834
Gyro,2019/01/16,11,39,00.2920,-0.05173156,0.04351106,-0.01870993
Accel,2019/01/16,11,39,00.2930,9.212888,0.009576807,1.5705963
Gyro,2019/01/16,11,39,00.2950,-0.050405107,0.033405602,-0.02703515
Accel,2019/01/16,11,39,00.2970,9.241618,-0.009576807,2.1260512
Gyro,2019/01/16,11,39,00.2990,-0.052621678,0.03090978,-0.035953782
Accel,2019/01/16,11,39,00.3000,9.595961,0.19153613,2.8634653
Gyro,2019/01/16,11,39,00.3010,-0.048258353,0.034417894,-0.044540804
Accel,2019/01/16,11,39,00.3030,9.212888,0.51714754,2.882619
Gyro,2019/01/16,11,39,00.3040,-0.040509094,0.041695915,-0.057229348
Accel,2019/01/16,11,39,00.3060,8.992621,0.82360536,3.265691
Gyro,2019/01/16,11,39,00.3070,-0.03031637,0.053581607,-0.073635444
Accel,2019/01/16,11,39,00.3090,9.519346,0.7278373,2.566584
Gyro,2019/01/16,11,39,00.3100,-0.016790068,0.07126179,-0.084735736
Accel,2019/01/16,11,39,00.3110,9.77792,0.5267244,1.6663644
Gyro,2019/01/16,11,39,00.3130,-0.002042035,0.0946492,-0.09047787
Accel,2019/01/16,11,39,00.3140,9.988609,-0.06703765,1.4077905
Gyro,2019/01/16,11,39,00.3150,0.010402163,0.116692714,-0.087301366
Accel,2019/01/16,11,39,00.3160,10.304645,-0.47884035,1.4748282
Gyro,2019/01/16,11,39,00.3170,0.020629792,0.12943362,-0.07745771
Accel,2019/01/16,11,39,00.3180,10.228029,-0.4213795,1.8004397
Gyro,2019/01/16,11,39,00.3190,0.02029818,0.13004448,-0.06923721
Accel,2019/01/16,11,39,00.3200,10.1226845,-0.41180268,1.8483237
Gyro,2019/01/16,11,39,00.3210,0.006387905,0.11896164,-0.06414085
Accel,2019/01/16,11,39,00.3220,10.113108,-0.51714754,1.8770541
Gyro,2019/01/16,11,39,00.3230,-0.01685988,0.1049641,-0.06122615
Accel,2019/01/16,11,39,00.3240,10.132261,-0.61291564,1.7908629
Gyro,2019/01/16,11,39,00.3260,-0.017697638,0.085573494,-0.05497787
Accel,2019/01/16,11,39,00.3270,9.969456,-0.48841715,1.6376339
Gyro,2019/01/16,11,39,00.3280,-0.024033183,0.0657291,-0.048101272
Accel,2019/01/16,11,39,00.3290,9.682152,-0.17238252,1.5035586
Gyro,2019/01/16,11,39,00.3410,-0.023020893,0.054349553,-0.036250487
Accel,2019/01/16,11,39,00.3420,9.490616,0.11492168,1.5993267
Gyro,2019/01/16,11,39,00.3439,-0.024853488,0.044296455,-0.025028022
Accel,2019/01/16,11,39,00.3500,9.203311,0.19153613,1.6184803
Gyro,2019/01/16,11,39,00.3510,-0.03371976,0.025481807,-0.018936822
Accel,2019/01/16,11,39,00.3610,9.337387,0.15322891,1.7908629
Gyro,2019/01/16,11,39,00.3620,-0.04511676,0.009145525,-0.01706932
Accel,2019/01/16,11,39,00.3690,9.615114,0.34476504,2.078167
Gyro,2019/01/16,11,39,00.3710,-0.04225442,0.008621926,-0.017610373
Accel,2019/01/16,11,39,00.3790,9.605537,0.24899697,2.2026656
Gyro,2019/01/16,11,39,00.3810,-0.036110863,0.016772615,-0.018517943
Accel,2019/01/16,11,39,00.3930,9.56723,-0.11492168,2.1739352
Gyro,2019/01/16,11,39,00.3950,-0.035185836,0.02242748,-0.018256145
Accel,2019/01/16,11,39,00.4000,9.5385,-0.16280572,2.0685902
Gyro,2019/01/16,11,39,00.4020,-0.041643556,0.022043508,-0.020786872
Accel,2019/01/16,11,39,00.4100,9.624691,-0.17238252,2.183512
Gyro,2019/01/16,11,39,00.4110,-0.05173156,0.019949114,-0.027576203
Accel,2019/01/16,11,39,00.4190,9.758766,-0.33518824,2.327164
Gyro,2019/01/16,11,39,00.4210,-0.05831145,0.019024089,-0.031066861
Accel,2019/01/16,11,39,00.4290,9.730036,-0.32561144,2.3750482
Gyro,2019/01/16,11,39,00.4310,-0.052464597,0.01802925,-0.026145032
Accel,2019/01/16,11,39,00.4390,9.710882,-0.24899697,2.2888567
Gyro,2019/01/16,11,39,00.4450,-0.036547195,0.017715093,-0.016702801
Accel,2019/01/16,11,39,00.4490,9.730036,-0.19153613,2.2026656
Gyro,2019/01/16,11,39,00.4510,-0.031154128,0.017976891,-0.012356931
Accel,2019/01/16,11,39,00.4610,9.643845,-0.038307227,2.1164744
Gyro,2019/01/16,11,39,00.4620,-0.026581364,0.016528267,-0.008970993
Accel,2019/01/16,11,39,00.4700,9.77792,-0.37349546,2.6144683
Gyro,2019/01/16,11,39,00.4710,-0.021711895,0.01574287,0.0019896755
Accel,2019/01/16,11,39,00.4800,10.036493,-0.5267244,2.3654714
Gyro,2019/01/16,11,39,00.4820,-0.011658799,0.0155508835,0.027471483
Accel,2019/01/16,11,39,00.4890,10.160992,-0.5554548,2.1260512
Gyro,2019/01/16,11,39,00.4950,0.0017104227,0.019163715,0.06106907
Accel,2019/01/16,11,39,00.4990,10.189722,-0.45968673,2.1930888
Gyro,2019/01/16,11,39,00.5010,0.025115287,0.03090978,0.08801696
Accel,2019/01/16,11,39,00.5110,10.180145,-0.41180268,1.8770541
Gyro,2019/01/16,11,39,00.5130,0.043650683,0.03944444,0.10164797
Accel,2019/01/16,11,39,00.5190,10.01734,-0.2681506,1.2354081
Gyro,2019/01/16,11,39,00.5210,0.039304815,0.03111922,0.10192723
Accel,2019/01/16,11,39,00.5290,9.758766,-0.22026655,1.4173675
Gyro,2019/01/16,11,39,00.5310,0.01844813,0.015271631,0.09848893
Accel,2019/01/16,11,39,00.5390,9.864111,-0.40222588,1.7908629
Gyro,2019/01/16,11,39,00.5410,0.00572468,0.0012217305,0.10332349
Accel,2019/01/16,11,39,00.5540,10.036493,-0.45968673,2.0685902
Gyro,2019/01/16,11,39,00.5550,0.003577925,-0.006126106,0.11630874
Accel,2019/01/16,11,39,00.5629,10.055647,-0.37349546,2.7581203
Gyro,2019/01/16,11,39,00.5649,-0.0020769418,-0.019495327,0.12882276
Accel,2019/01/16,11,39,00.5689,10.0748005,-0.45968673,2.6240451
Gyro,2019/01/16,11,39,00.5709,-0.0031764992,-0.031031953,0.14290756
Accel,2019/01/16,11,39,00.5800,10.189722,-0.5554548,1.9536686
Gyro,2019/01/16,11,39,00.5810,0.0031939526,-0.037245326,0.15592772
Accel,2019/01/16,11,39,00.5890,10.381259,-0.4405331,1.7525556
Gyro,2019/01/16,11,39,00.5910,0.009738937,-0.03799582,0.15961036
Accel,2019/01/16,11,39,00.6000,10.247183,-0.2873042,1.9057846
Gyro,2019/01/16,11,39,00.6010,0.025953045,-0.03614577,0.15622441
Accel,2019/01/16,11,39,00.6090,9.730036,-0.29688102,1.934515
Gyro,2019/01/16,11,39,00.6130,0.04075344,-0.032148965,0.14678219
Accel,2019/01/16,11,39,00.6190,9.816227,-0.49799395,2.078167
Gyro,2019/01/16,11,39,00.6210,0.06691592,-0.027890362,0.1390853
Accel,2019/01/16,11,39,00.6290,10.141838,-0.5650316,2.2505496
Gyro,2019/01/16,11,39,00.6310,0.08637635,-0.024678955,0.13006194
Accel,2019/01/16,11,39,00.6390,9.931149,-0.58418524,1.388637
Gyro,2019/01/16,11,39,00.6410,0.10281735,-0.02125811,0.123272605
Accel,2019/01/16,11,39,00.6500,9.576807,-0.46926352,0.48841715
Gyro,2019/01/16,11,39,00.6510,0.11231194,-0.020367993,0.119258344
Accel,2019/01/16,11,39,00.6590,9.155427,-0.17238252,0.5363012
Gyro,2019/01/16,11,39,00.6640,0.13266248,-0.01839577,0.118926734
Accel,2019/01/16,11,39,00.6690,9.433155,0.20111294,0.61291564
Gyro,2019/01/16,11,39,00.6710,0.13746212,-0.021973696,0.113236964
Accel,2019/01/16,11,39,00.6800,9.720459,0.17238252,0.842759
Gyro,2019/01/16,11,39,00.6810,0.15730652,-0.037454765,0.10981612
Accel,2019/01/16,11,39,00.6889,10.113108,-0.15322891,1.5131354
Gyro,2019/01/16,11,39,00.6909,0.15285593,-0.063844144,0.103515476
Accel,2019/01/16,11,39,00.7000,10.352529,-0.11492168,1.5897499
Gyro,2019/01/16,11,39,00.7010,0.15318754,-0.098262034,0.10026917
Accel,2019/01/16,11,39,00.7090,10.036493,0.0,0.02873042
Gyro,2019/01/16,11,39,00.7110,0.11948524,-0.16046557,0.08997172
Accel,2019/01/16,11,39,00.7200,9.749189,-0.038307227,-0.7469909
Gyro,2019/01/16,11,39,00.7210,0.049706977,-0.24527112,0.07225663
Accel,2019/01/16,11,39,00.7320,9.260772,0.22984336,0.095768064
Gyro,2019/01/16,11,39,00.7340,0.017156586,-0.29686305,0.06005678
Accel,2019/01/16,11,39,00.7390,9.911995,-0.21068975,1.1683705
Gyro,2019/01/16,11,39,00.7410,0.032847095,-0.31419417,0.05681047
Accel,2019/01/16,11,39,00.7500,10.132261,-0.36391866,1.2545617
Gyro,2019/01/16,11,39,00.7510,0.048921578,-0.32121038,0.05417502
Accel,2019/01/16,11,39,00.7590,10.04607,-0.4309563,1.5705963
Gyro,2019/01/16,11,39,00.7610,0.06775368,-0.31670743,0.05279621
Accel,2019/01/16,11,39,00.7700,9.844957,-0.62249243,1.2737153
Gyro,2019/01/16,11,39,00.7710,0.096342176,-0.3142989,0.05469862
Accel,2019/01/16,11,39,00.7790,9.433155,-0.81402856,0.7757214
Gyro,2019/01/16,11,39,00.7840,0.12580334,-0.3208264,0.060318578
Accel,2019/01/16,11,39,00.7900,9.375694,-0.78529817,1.0630256
Gyro,2019/01/16,11,39,00.7910,0.13117895,-0.33213615,0.06489134
Accel,2019/01/16,11,39,00.7990,9.816227,-0.79487497,1.7142484
Gyro,2019/01/16,11,39,00.8020,0.16435766,-0.32688272,0.0768643
Accel,2019/01/16,11,39,00.8090,10.228029,-0.93852705,1.3790601
Gyro,2019/01/16,11,39,00.8110,0.21781708,-0.3194825,0.095277525
Accel,2019/01/16,11,39,00.8200,10.0748005,-0.6991069,0.61291564
Gyro,2019/01/16,11,39,00.8210,0.25626668,-0.32780772,0.11030481
Accel,2019/01/16,11,39,00.8290,10.04607,-0.7278373,0.17238252
Gyro,2019/01/16,11,39,00.8330,0.26457447,-0.34423128,0.119153626
Accel,2019/01/16,11,39,00.8400,10.0748005,-0.9672575,-0.038307227
Gyro,2019/01/16,11,39,00.8410,0.28091073,-0.35541886,0.13327335
Accel,2019/01/16,11,39,00.8500,10.007763,-0.90979666,-0.34476504
Gyro,2019/01/16,11,39,00.8520,0.30894074,-0.3737797,0.1489813
Accel,2019/01/16,11,39,00.8590,9.739613,-0.49799395,0.25857377
Gyro,2019/01/16,11,39,00.8610,0.30922,-0.3881612,0.15008086
Accel,2019/01/16,11,39,00.8690,9.720459,-0.24899697,1.0342951
Gyro,2019/01/16,11,39,00.8710,0.32749358,-0.3906396,0.14480996
Accel,2019/01/16,11,39,00.8790,9.710882,-0.18195933,0.7278373
Gyro,2019/01/16,11,39,00.8810,0.3039142,-0.4096462,0.13072516
Accel,2019/01/16,11,39,00.8900,9.624691,-0.23942018,0.47884035
Gyro,2019/01/16,11,39,00.8910,0.31370547,-0.43683845,0.12028809
Accel,2019/01/16,11,39,00.9010,9.519346,-0.41180268,0.50757074
Gyro,2019/01/16,11,39,00.9030,0.32372367,-0.4447797,0.11122983
Accel,2019/01/16,11,39,00.9090,9.490616,-0.6607997,0.8331822
Gyro,2019/01/16,11,39,00.9110,0.3361504,-0.43353978,0.10536553
Accel,2019/01/16,11,39,00.9200,9.5385,-0.842759,0.7182605
Gyro,2019/01/16,11,39,00.9210,0.33464944,-0.42373103,0.10046115
Accel,2019/01/16,11,39,00.9290,9.519346,-0.7278373,0.7086837
Gyro,2019/01/16,11,39,00.9310,0.34435347,-0.41704643,0.09773844
Accel,2019/01/16,11,39,00.9400,9.672575,-0.7086837,0.9959879
Gyro,2019/01/16,11,39,00.9410,0.3423114,-0.4087212,0.09452703
Accel,2019/01/16,11,39,00.9490,9.662998,-0.6512229,0.8331822
Gyro,2019/01/16,11,39,00.9540,0.33012903,-0.4068188,0.091245815
Accel,2019/01/16,11,39,00.9590,9.605537,-0.60333884,0.25857377
Gyro,2019/01/16,11,39,00.9610,0.32084388,-0.40250784,0.089203775
Accel,2019/01/16,11,39,00.9700,9.528923,-0.48841715,-0.06703765
Gyro,2019/01/16,11,39,00.9720,0.31124458,-0.38711402,0.08789478
Accel,2019/01/16,11,39,00.9790,9.433155,-0.23942018,0.10534488
Gyro,2019/01/16,11,39,00.9810,0.29190633,-0.36740926,0.086306535
Accel,2019/01/16,11,39,00.9900,9.509769,-0.2681506,0.49799395
Gyro,2019/01/16,11,39,00.9910,0.30063295,-0.3423987,0.09213593
Accel,2019/01/16,11,39,00.9990,9.653421,-0.39264908,0.62249243
Gyro,2019/01/16,11,39,01.0010,0.27963665,-0.31670743,0.10002482
Accel,2019/01/16,11,39,01.0100,9.911995,-0.40222588,0.79487497
Gyro,2019/01/16,11,39,01.0110,0.25785494,-0.30174997,0.10407399
Accel,2019/01/16,11,39,01.0200,9.988609,-0.33518824,0.45010993
Gyro,2019/01/16,11,39,01.0220,0.21879448,-0.29895744,0.102869704
Accel,2019/01/16,11,39,01.0300,10.113108,-0.22026655,0.1340753
Gyro,2019/01/16,11,39,01.0320,0.18847811,-0.27865925,0.10119419
Accel,2019/01/16,11,39,01.0410,10.065224,-0.05746084,0.12449849
Gyro,2019/01/16,11,39,01.0429,0.19285887,-0.244381,0.09801769
Accel,2019/01/16,11,39,01.0500,10.1226845,-0.1340753,0.25857377
Gyro,2019/01/16,11,39,01.0509,0.1821251,-0.2160543,0.09684832
Accel,2019/01/16,11,39,01.0600,10.28549,-0.16280572,0.1436521
Gyro,2019/01/16,11,39,01.0620,0.15395549,-0.19854866,0.08906415
Accel,2019/01/16,11,39,01.0700,10.275913,-0.08619126,0.009576807
Gyro,2019/01/16,11,39,01.0709,0.12363912,-0.1921084,0.07672467
Accel,2019/01/16,11,39,01.0800,10.199299,-0.06703765,-0.02873042
Gyro,2019/01/16,11,39,01.0820,0.08091346,-0.19997983,0.06258751
Accel,2019/01/16,11,39,01.0900,10.208876,-0.1340753,0.24899697
Gyro,2019/01/16,11,39,01.0920,0.041678462,-0.21017255,0.04925319
Accel,2019/01/16,11,39,01.1000,10.237606,-0.21068975,0.6607997
Gyro,2019/01/16,11,39,01.1010,0.0070162234,-0.20977113,0.037926003
Accel,2019/01/16,11,39,01.1100,10.180145,-0.23942018,0.842759
Gyro,2019/01/16,11,39,01.1120,-0.030089477,-0.20481439,0.028326694
Accel,2019/01/16,11,39,01.1200,10.170568,-0.23942018,0.7278373
Gyro,2019/01/16,11,39,01.1210,-0.08892453,-0.21383774,0.010140363
Accel,2019/01/16,11,39,01.1290,10.04607,-0.15322891,0.34476504
Gyro,2019/01/16,11,39,01.1310,-0.1755103,-0.22827162,-0.019355701
Accel,2019/01/16,11,39,01.1400,9.835381,-0.095768064,0.22984336
Gyro,2019/01/16,11,39,01.1419,-0.23970352,-0.22680554,-0.051871184
Accel,2019/01/16,11,39,01.1490,9.950302,-0.25857377,0.32561144
Gyro,2019/01/16,11,39,01.1510,-0.27626815,-0.20912535,-0.08044223
Accel,2019/01/16,11,39,01.1600,9.892841,-0.24899697,0.46926352
Gyro,2019/01/16,11,39,01.1610,-0.31524137,-0.18240435,-0.107966065
Accel,2019/01/16,11,39,01.1700,9.77792,-0.22984336,0.61291564
Gyro,2019/01/16,11,39,01.1710,-0.35945055,-0.15252432,-0.13030629
Accel,2019/01/16,11,39,01.1800,9.911995,-0.39264908,0.7374141
Gyro,2019/01/16,11,39,01.1810,-0.3784572,-0.13130112,-0.1340762
Accel,2019/01/16,11,39,01.1910,9.80665,-0.40222588,0.59376204
Gyro,2019/01/16,11,39,01.1930,-0.39505526,-0.11461577,-0.1258906
Accel,2019/01/16,11,39,01.2000,9.701305,-0.38307226,0.41180268
Gyro,2019/01/16,11,39,01.2010,-0.3884405,-0.09902998,-0.11276572
Accel,2019/01/16,11,39,01.2110,9.662998,-0.45010993,0.48841715
Gyro,2019/01/16,11,39,01.2120,-0.3916868,-0.08388052,-0.10053097
Accel,2019/01/16,11,39,01.2200,9.643845,-0.62249243,0.6799533
Gyro,2019/01/16,11,39,01.2210,-0.39521235,-0.068364546,-0.090512775
Accel,2019/01/16,11,39,01.2300,9.653421,-0.7374141,0.6607997
Gyro,2019/01/16,11,39,01.2310,-0.39479348,-0.059760075,-0.0832173
Accel,2019/01/16,11,39,01.2400,9.615114,-0.7374141,0.38307226
Gyro,2019/01/16,11,39,01.2410,-0.3928038,-0.056688294,-0.07497934
Accel,2019/01/16,11,39,01.2500,9.586384,-0.81402856,0.2777274
Gyro,2019/01/16,11,39,01.2520,-0.39842376,-0.055100046,-0.066409774
Accel,2019/01/16,11,39,01.2600,9.500193,-0.8523358,0.29688102
Gyro,2019/01/16,11,39,01.2620,-0.4044975,-0.051801372,-0.057403877
Accel,2019/01/16,11,39,01.2690,9.471462,-0.9672575,0.20111294
Gyro,2019/01/16,11,39,01.2720,-0.40804052,-0.04930555,-0.046041787
Accel,2019/01/16,11,39,01.2800,9.557653,-1.0342951,0.49799395
