date,hour,min,sec,pos_x,pos_y,pos_z,rot_x,rot_y
2019-01-16,11,39,57.3548,-0.0576,0.0660,0.2013,2.2056,0.3598
2019-01-16,11,39,57.3917,-0.0595,0.0649,0.2129,2.4855,0.6432
2019-01-16,11,39,57.4271,-0.0606,0.0639,0.2240,2.4151,0.8081
2019-01-16,11,39,57.4686,-0.0625,0.0624,0.2431,2.0265,0.9354
2019-01-16,11,39,57.5130,-0.0628,0.0601,0.2581,2.4169,0.9779
2019-01-16,11,39,57.5509,-0.0628,0.0580,0.2809,2.3961,1.0300
2019-01-16,11,39,57.5884,-0.0620,0.0564,0.2991,2.0677,0.8994
2019-01-16,11,39,57.6273,-0.0608,0.0547,0.3163,2.1321,0.6006
2019-01-16,11,39,57.6613,-0.0591,0.0534,0.3341,2.2144,0.3538
2019-01-16,11,39,57.6987,-0.0557,0.0522,0.3629,2.0424,0.1551
2019-01-16,11,39,57.7372,-0.0521,0.0514,0.3854,1.8258,0.1807
2019-01-16,11,39,57.7716,-0.0478,0.0503,0.4086,1.3530,0.3713
2019-01-16,11,39,57.8095,-0.0436,0.0485,0.4313,1.0243,0.5718
2019-01-16,11,39,57.8450,-0.0394,0.0469,0.4537,1.2623,0.7932
2019-01-16,11,39,57.8804,-0.0333,0.0479,0.4890,1.4526,1.0550
2019-01-16,11,39,57.9174,-0.0303,0.0507,0.5144,0.3214,0.7281
2019-01-16,11,39,57.9558,-0.0280,0.0538,0.5410,358.9826,0.1776
2019-01-16,11,39,57.9922,-0.0260,0.0553,0.5651,359.0320,359.5983
2019-01-16,11,39,58.0272,-0.0244,0.0590,0.5892,359.2752,359.0736
2019-01-16,11,39,58.0661,-0.0223,0.0670,0.6266,359.6319,358.4851
2019-01-16,11,39,58.1046,-0.0214,0.0731,0.6529,359.9245,358.2163
2019-01-16,11,39,58.1370,-0.0206,0.0779,0.6810,0.1967,358.1323
2019-01-16,11,39,58.1755,-0.0201,0.0800,0.7065,0.5938,358.2494
2019-01-16,11,39,58.2099,-0.0200,0.0803,0.7319,0.7694,358.3451
2019-01-16,11,39,58.2464,-0.0203,0.0781,0.7574,1.0170,358.5526
2019-01-16,11,39,58.2868,-0.0207,0.0731,0.7973,1.2517,358.9646
2019-01-16,11,39,58.3217,-0.0217,0.0663,0.8273,1.4190,359.2966
2019-01-16,11,39,58.3592,-0.0236,0.0586,0.8562,1.3792,359.4359
2019-01-16,11,39,58.3966,-0.0265,0.0481,0.8981,1.8132,359.4481
2019-01-16,11,39,58.4386,-0.0295,0.0413,0.9276,1.9266,359.2069
2019-01-16,11,39,58.4740,-0.0321,0.0371,0.9587,2.0799,359.3021
2019-01-16,11,39,58.5129,-0.0344,0.0364,0.9890,0.3318,359.2372
2019-01-16,11,39,58.5474,-0.0382,0.0372,1.0333,0.3473,359.2670
2019-01-16,11,39,58.5828,-0.0389,0.0394,1.0625,359.7538,359.2595
2019-01-16,11,39,58.6218,-0.0404,0.0472,1.0968,357.8398,359.1329
2019-01-16,11,39,58.6582,-0.0403,0.0509,1.1270,357.1255,359.2200
2019-01-16,11,39,58.6971,-0.0394,0.0524,1.1550,359.0604,359.4286
2019-01-16,11,39,58.7341,-0.0379,0.0585,1.1995,0.4745,359.9619
2019-01-16,11,39,58.7740,-0.0371,0.0636,1.2326,0.7539,0.3303
2019-01-16,11,39,58.8115,-0.0362,0.0672,1.2642,1.3039,0.6357
2019-01-16,11,39,58.8504,-0.0339,0.0678,1.3089,359.7974,0.6210
2019-01-16,11,39,58.8868,-0.0330,0.0652,1.3371,0.0323,0.4568
2019-01-16,11,39,58.9278,-0.0317,0.0610,1.3681,0.4087,0.3465
2019-01-16,11,39,58.9647,-0.0302,0.0567,1.3969,0.4313,0.3371
2019-01-16,11,39,59.0027,-0.0278,0.0494,1.4414,0.3717,0.3310
2019-01-16,11,39,59.0401,-0.0256,0.0426,1.4741,0.2093,0.3524
2019-01-16,11,39,59.0755,-0.0235,0.0360,1.5051,0.5571,0.1420
2019-01-16,11,39,59.1145,-0.0203,0.0297,1.5504,0.8839,359.7523
2019-01-16,11,39,59.1564,-0.0179,0.0297,1.5816,0.7317,359.5947
2019-01-16,11,39,59.1969,-0.0136,0.0307,1.6289,0.3115,0.1056
2019-01-16,11,39,59.2348,-0.0123,0.0340,1.6606,359.5387,0.7945
2019-01-16,11,39,59.2737,-0.0129,0.0399,1.6928,0.2645,0.9621
2019-01-16,11,39,59.3102,-0.0142,0.0473,1.7218,0.2859,0.8034
2019-01-16,11,39,59.3541,-0.0166,0.0579,1.7655,0.2713,0.1974
2019-01-16,11,39,59.3925,-0.0188,0.0633,1.7969,0.1415,359.5334
2019-01-16,11,39,59.4295,-0.0225,0.0678,1.8419,359.8590,358.8274
2019-01-16,11,39,59.4719,-0.0257,0.0658,1.8723,0.0504,358.3743
2019-01-16,11,39,59.5084,-0.0292,0.0623,1.9043,0.3247,358.0507
2019-01-16,11,39,59.5473,-0.0347,0.0568,1.9482,0.8138,357.7272
2019-01-16,11,39,59.5852,-0.0388,0.0511,1.9786,0.8358,357.8896
2019-01-16,11,39,59.6217,-0.0438,0.0450,2.0118,0.4551,358.0928
2019-01-16,11,39,59.6651,-0.0491,0.0392,2.0424,0.3056,358.3827
2019-01-16,11,39,59.7006,-0.0578,0.0335,2.0888,0.5457,358.8408
2019-01-16,11,39,59.7410,-0.0644,0.0326,2.1238,0.5119,359.0280
2019-01-16,11,39,59.7769,-0.0715,0.0366,2.1564,1.5715,359.1386
2019-01-16,11,39,59.8174,-0.0813,0.0403,2.2039,0.4897,359.1614
2019-01-16,11,39,59.8563,-0.0869,0.0488,2.2379,359.2299,358.8619
2019-01-16,11,39,59.9027,-0.0948,0.0549,2.2857,0.0654,358.6720
2019-01-16,11,39,59.9382,-0.0983,0.0600,2.3167,0.9952,358.6046
2019-01-16,11,39,59.9751,-0.1022,0.0660,2.3500,0.6146,358.8249
2019-01-16,11,40,00.0151,-0.1080,0.0703,2.3952,0.2241,358.8485
2019-01-16,11,40,00.0525,-0.1121,0.0684,2.4259,0.4635,358.5799
2019-01-16,11,40,00.0900,-0.1164,0.0651,2.4576,0.9443,358.3362
2019-01-16,11,40,00.1274,-0.1203,0.0612,2.4867,1.3807,358.1047
2019-01-16,11,40,00.1663,-0.1260,0.0569,2.5316,1.2437,357.9303
2019-01-16,11,40,00.2083,-0.1295,0.0528,2.5647,0.3436,358.0377
2019-01-16,11,40,00.2462,-0.1347,0.0455,2.6116,359.6542,357.9404
2019-01-16,11,40,00.2881,-0.1379,0.0387,2.6433,359.4402,357.8495
2019-01-16,11,40,00.3266,-0.1413,0.0336,2.6758,359.0905,357.8549
2019-01-16,11,40,00.3640,-0.1459,0.0285,2.7211,358.6409,357.9637
2019-01-16,11,40,00.4050,-0.1495,0.0326,2.7505,359.3009,358.0885
2019-01-16,11,40,00.4439,-0.1539,0.0377,2.7814,357.6377,358.2391
2019-01-16,11,40,00.4928,-0.1602,0.0419,2.8230,358.1212,358.1244
2019-01-16,11,40,00.5293,-0.1672,0.0470,2.8661,359.5051,357.8946
2019-01-16,11,40,00.5712,-0.1718,0.0555,2.8924,0.0483,357.5952
2019-01-16,11,40,00.6096,-0.1762,0.0641,2.9197,359.2110,357.5999
2019-01-16,11,40,00.6556,-0.1824,0.0718,2.9575,358.6779,357.6260
2019-01-16,11,40,00.6905,-0.1867,0.0726,2.9847,358.7996,357.7395
2019-01-16,11,40,00.7275,-0.1909,0.0708,3.0102,359.1274,357.9106
2019-01-16,11,40,00.7689,-0.1975,0.0666,3.0497,359.3494,358.1309
2019-01-16,11,40,00.8043,-0.2023,0.0614,3.0774,359.0010,358.3826
2019-01-16,11,40,00.8438,-0.2071,0.0546,3.1036,359.0975,358.7485
2019-01-16,11,40,00.8827,-0.2136,0.0461,3.1425,359.5419,359.4430
2019-01-16,11,40,00.9197,-0.2180,0.0419,3.1694,359.5367,0.1563
2019-01-16,11,40,00.9596,-0.2223,0.0402,3.1982,359.5690,1.0223
2019-01-16,11,40,00.9965,-0.2270,0.0425,3.2368,0.5548,2.0681
2019-01-16,11,40,01.0320,-0.2297,0.0449,3.2633,359.2741,2.3478
2019-01-16,11,40,01.0699,-0.2311,0.0483,3.2890,0.3356,2.7652
2019-01-16,11,40,01.1108,-0.2316,0.0531,3.3108,0.9049,2.8224
2019-01-16,11,40,01.1473,-0.2322,0.0603,3.3442,0.9555,3.0861
2019-01-16,11,40,01.1847,-0.2317,0.0646,3.3655,0.9775,3.2059
2019-01-16,11,40,01.2272,-0.2307,0.0671,3.3865,0.8806,3.2236
2019-01-16,11,40,01.2631,-0.2291,0.0684,3.4148,1.4271,3.3430
2019-01-16,11,40,01.3055,-0.2270,0.0669,3.4327,1.3129,3.5203
2019-01-16,11,40,01.3440,-0.2237,0.0656,3.4507,1.1445,3.7939
2019-01-16,11,40,01.3849,-0.2180,0.0641,3.4749,1.5086,4.5254
2019-01-16,11,40,01.4234,-0.2116,0.0634,3.4906,1.9901,5.8744
2019-01-16,11,40,01.4628,-0.2021,0.0634,3.5118,2.5096,7.8386
2019-01-16,11,40,01.5067,-0.1950,0.0639,3.5257,2.0157,9.5261
2019-01-16,11,40,01.5487,-0.1827,0.0625,3.5463,1.0268,12.2683
2019-01-16,11,40,01.5891,-0.1739,0.0599,3.5594,0.3771,14.4688
2019-01-16,11,40,01.6245,-0.1648,0.0583,3.5723,0.9732,16.8990
2019-01-16,11,40,01.6625,-0.1520,0.0586,3.5897,1.2778,20.6625
2019-01-16,11,40,01.7019,-0.1428,0.0607,3.6033,0.3872,23.9220
2019-01-16,11,40,01.7424,-0.1337,0.0608,3.6145,0.4587,27.0794
2019-01-16,11,40,01.7793,-0.1249,0.0605,3.6241,0.7288,30.4252
2019-01-16,11,40,01.8137,-0.1100,0.0594,3.6378,0.7793,35.9137
2019-01-16,11,40,01.8532,-0.0995,0.0577,3.6464,0.7178,40.5108
2019-01-16,11,40,01.8931,-0.0900,0.0549,3.6535,0.8021,45.0042
2019-01-16,11,40,01.9301,-0.0764,0.0520,3.6618,1.4471,51.7019
2019-01-16,11,40,01.9675,-0.0681,0.0517,3.6669,1.8781,56.4417
2019-01-16,11,40,02.0044,-0.0589,0.0536,3.6738,1.5981,61.1428
2019-01-16,11,40,02.0464,-0.0471,0.0556,3.6820,1.6696,66.8005
2019-01-16,11,40,02.0808,-0.0394,0.0577,3.6888,1.9187,69.7210
2019-01-16,11,40,02.1213,-0.0309,0.0609,3.6965,1.2805,72.1665
2019-01-16,11,40,02.1577,-0.0231,0.0625,3.7031,1.3736,74.3336
2019-01-16,11,40,02.1966,-0.0115,0.0643,3.7128,1.7412,77.0980
2019-01-16,11,40,02.2346,-0.0035,0.0653,3.7192,2.2304,78.3644
2019-01-16,11,40,02.2730,0.0056,0.0672,3.7255,2.4609,79.3186
2019-01-16,11,40,02.3135,0.0193,0.0700,3.7335,2.4919,80.4013
2019-01-16,11,40,02.3484,0.0295,0.0722,3.7381,2.5195,80.9658
2019-01-16,11,40,02.3873,0.0424,0.0749,3.7427,1.8012,81.4792
2019-01-16,11,40,02.4253,0.0550,0.0763,3.7465,1.2508,82.0102
2019-01-16,11,40,02.4642,0.0758,0.0774,3.7516,0.9227,82.9099
2019-01-16,11,40,02.5037,0.0927,0.0760,3.7550,1.2299,83.5700
2019-01-16,11,40,02.5421,0.1095,0.0735,3.7584,1.3766,84.1638
2019-01-16,11,40,02.5775,0.1363,0.0696,3.7635,1.2793,84.9054
2019-01-16,11,40,02.6190,0.1566,0.0648,3.7677,1.0317,85.3043
2019-01-16,11,40,02.6559,0.1794,0.0590,3.7724,0.8182,85.7985
2019-01-16,11,40,02.6949,0.2121,0.0517,3.7793,0.4954,86.4332
2019-01-16,11,40,02.7313,0.2365,0.0488,3.7848,0.0031,86.6628
2019-01-16,11,40,02.7702,0.2623,0.0512,3.7913,0.1811,86.6039
2019-01-16,11,40,02.8097,0.2852,0.0538,3.7973,358.7862,85.9848
2019-01-16,11,40,02.8456,0.3201,0.0577,3.8038,358.6102,85.7507
2019-01-16,11,40,02.8856,0.3466,0.0624,3.8075,357.6371,85.3235
2019-01-16,11,40,02.9250,0.3717,0.0656,3.8096,358.0105,85.2506
2019-01-16,11,40,02.9639,0.4089,0.0695,3.8131,358.6469,85.1898
2019-01-16,11,40,03.0039,0.4360,0.0709,3.8144,358.9866,85.2902
2019-01-16,11,40,03.0418,0.4625,0.0700,3.8154,359.1416,85.4894
2019-01-16,11,40,03.0793,0.5017,0.0677,3.8172,359.7815,85.6781
2019-01-16,11,40,03.1192,0.5305,0.0645,3.8178,0.0096,85.7239
2019-01-16,11,40,03.1571,0.5586,0.0609,3.8179,0.1996,85.8517
2019-01-16,11,40,03.1956,0.5998,0.0543,3.8181,0.6483,86.1339
2019-01-16,11,40,03.2360,0.6309,0.0490,3.8181,0.9219,86.3445
2019-01-16,11,40,03.2754,0.6609,0.0440,3.8180,0.9745,86.5328
2019-01-16,11,40,03.3109,0.7051,0.0370,3.8177,0.9032,86.5834
2019-01-16,11,40,03.3493,0.7378,0.0329,3.8174,0.7438,86.4694
2019-01-16,11,40,03.3858,0.7697,0.0313,3.8169,0.0444,86.3390
2019-01-16,11,40,03.4217,0.8007,0.0322,3.8168,359.7551,86.0022
2019-01-16,11,40,03.4617,0.8464,0.0364,3.8174,358.3850,85.3997
2019-01-16,11,40,03.5016,0.8782,0.0392,3.8189,357.5397,84.9070
2019-01-16,11,40,03.5410,0.9094,0.0417,3.8197,358.8495,84.8967
2019-01-16,11,40,03.5760,0.9531,0.0500,3.8219,359.5055,84.8279
2019-01-16,11,40,03.6159,0.9827,0.0608,3.8242,359.3862,84.9744
2019-01-16,11,40,03.6544,1.0137,0.0698,3.8268,359.0192,84.8117
2019-01-16,11,40,03.6933,1.0566,0.0782,3.8306,358.6208,84.5383
2019-01-16,11,40,03.7297,1.0856,0.0797,3.8338,358.7264,84.0877
2019-01-16,11,40,03.7697,1.1171,0.0782,3.8371,358.8839,83.7750
2019-01-16,11,40,03.8071,1.1455,0.0739,3.8403,359.2567,83.7765
2019-01-16,11,40,03.8475,1.1887,0.0661,3.8448,359.8118,83.8861
2019-01-16,11,40,03.8920,1.2207,0.0597,3.8485,358.9760,84.2159
2019-01-16,11,40,03.9334,1.2662,0.0505,3.8541,358.4961,84.5835
2019-01-16,11,40,03.9714,1.2996,0.0443,3.8594,358.7710,84.7866
2019-01-16,11,40,04.0128,1.3478,0.0395,3.8668,358.2477,85.1738
2019-01-16,11,40,04.0527,1.3824,0.0363,3.8726,357.2466,85.4020
2019-01-16,11,40,04.0962,1.4278,0.0380,3.8785,358.8058,86.2161
2019-01-16,11,40,04.1356,1.4581,0.0427,3.8813,357.3306,86.2897
2019-01-16,11,40,04.1740,1.4887,0.0503,3.8832,356.6396,86.2840
2019-01-16,11,40,04.2130,1.5300,0.0600,3.8846,357.7640,85.8624
2019-01-16,11,40,04.2524,1.5604,0.0703,3.8839,357.2571,85.9658
2019-01-16,11,40,04.2948,1.6041,0.0781,3.8824,356.5580,86.3579
2019-01-16,11,40,04.3348,1.6340,0.0767,3.8805,356.9527,86.7197
2019-01-16,11,40,04.3712,1.6649,0.0735,3.8784,357.5006,86.9892
2019-01-16,11,40,04.4132,1.7068,0.0692,3.8751,357.7294,87.1583
2019-01-16,11,40,04.4521,1.7355,0.0648,3.8721,357.7331,87.2093
2019-01-16,11,40,04.4930,1.7797,0.0585,3.8665,357.5052,87.3763
2019-01-16,11,40,04.5350,1.8093,0.0520,3.8618,356.8051,87.5082
2019-01-16,11,40,04.5744,1.8394,0.0449,3.8565,356.8986,87.5421
2019-01-16,11,40,04.6158,1.8810,0.0362,3.8485,357.3742,87.6606
2019-01-16,11,40,04.6553,1.9119,0.0346,3.8422,356.7867,87.7246
2019-01-16,11,40,04.6962,1.9554,0.0342,3.8341,355.1154,87.6022
2019-01-16,11,40,04.7352,1.9842,0.0387,3.8293,356.6625,87.3682
2019-01-16,11,40,04.7756,2.0266,0.0435,3.8236,354.0798,86.9465
2019-01-16,11,40,04.8165,2.0522,0.0482,3.8212,353.9083,86.8176
2019-01-16,11,40,04.8575,2.0772,0.0529,3.8200,355.5339,86.3680
2019-01-16,11,40,04.8969,2.1130,0.0639,3.8176,355.8812,85.8118
2019-01-16,11,40,04.9358,2.1377,0.0710,3.8161,355.7702,85.2934
2019-01-16,11,40,04.9743,2.1611,0.0742,3.8143,355.2506,85.0651
2019-01-16,11,40,05.0182,2.1961,0.0746,3.8114,355.4268,84.7886
2019-01-16,11,40,05.0587,2.2212,0.0709,3.8091,355.7531,84.8933
2019-01-16,11,40,05.0986,2.2556,0.0658,3.8060,356.5654,85.1881
2019-01-16,11,40,05.1380,2.2803,0.0614,3.8046,356.8037,85.4513
2019-01-16,11,40,05.1785,2.3145,0.0576,3.8034,356.6835,85.7210
2019-01-16,11,40,05.2189,2.3377,0.0556,3.8038,356.5515,85.6612
2019-01-16,11,40,05.2553,2.3622,0.0540,3.8048,356.5288,85.7082
2019-01-16,11,40,05.2983,2.3974,0.0530,3.8065,356.9597,85.9215
2019-01-16,11,40,05.3352,2.4206,0.0535,3.8084,356.4767,86.2919
2019-01-16,11,40,05.3771,2.4562,0.0559,3.8105,356.0112,87.1266
2019-01-16,11,40,05.4181,2.4777,0.0591,3.8111,356.9388,88.2599
2019-01-16,11,40,05.4585,2.5101,0.0635,3.8106,357.1395,90.5395
2019-01-16,11,40,05.5005,2.5306,0.0676,3.8092,357.1124,92.4363
2019-01-16,11,40,05.5364,2.5510,0.0695,3.8070,357.5520,94.5483
2019-01-16,11,40,05.5773,2.5768,0.0708,3.8021,358.3866,98.1918
2019-01-16,11,40,05.6118,2.5937,0.0713,3.7966,358.6590,101.6537
2019-01-16,11,40,05.6522,2.6108,0.0716,3.7893,359.2906,106.1350
2019-01-16,11,40,05.6887,2.6234,0.0715,3.7832,-0.0037,109.9568
2019-01-16,11,40,05.7296,2.6425,0.0711,3.7722,1.1748,115.7971
2019-01-16,11,40,05.7665,2.6545,0.0707,3.7644,1.4810,119.7099
2019-01-16,11,40,05.8045,2.6645,0.0699,3.7564,1.6730,123.4796
2019-01-16,11,40,05.8394,2.6727,0.0685,3.7485,2.4610,126.9584
2019-01-16,11,40,05.8769,2.6839,0.0674,3.7357,3.2270,132.2181
2019-01-16,11,40,05.9188,2.6895,0.0690,3.7267,3.3931,136.1868
2019-01-16,11,40,05.9582,2.6969,0.0699,3.7106,3.7138,141.8030
2019-01-16,11,40,05.9947,2.7002,0.0713,3.6990,3.9124,145.4280
2019-01-16,11,40,06.0301,2.7030,0.0727,3.6869,3.9660,148.9709
2019-01-16,11,40,06.0701,2.7048,0.0731,3.6750,3.7583,151.9850
2019-01-16,11,40,06.1095,2.7058,0.0714,3.6570,3.8036,156.3286
2019-01-16,11,40,06.1504,2.7056,0.0706,3.6439,4.4933,158.9008
2019-01-16,11,40,06.1889,2.7061,0.0719,3.6293,4.8941,161.3198
2019-01-16,11,40,06.2288,2.7052,0.0741,3.6078,5.1881,164.3674
2019-01-16,11,40,06.2648,2.7044,0.0761,3.5907,4.9280,165.8797
2019-01-16,11,40,06.3027,2.7036,0.0764,3.5738,4.4860,166.8628
2019-01-16,11,40,06.3396,2.7030,0.0746,3.5568,4.1304,167.5354
2019-01-16,11,40,06.3771,2.7006,0.0707,3.5301,4.1110,168.4211
2019-01-16,11,40,06.4145,2.6994,0.0665,3.5089,3.7567,168.7307
2019-01-16,11,40,06.4530,2.6976,0.0620,3.4875,3.4171,168.8931
2019-01-16,11,40,06.4904,2.6974,0.0572,3.4668,3.1320,168.9500
2019-01-16,11,40,06.5298,2.6936,0.0517,3.4321,2.3119,169.0121
2019-01-16,11,40,06.5673,2.6911,0.0510,3.4061,2.8475,169.1451
2019-01-16,11,40,06.6077,2.6893,0.0526,3.3811,2.5408,169.5113
2019-01-16,11,40,06.6457,2.6868,0.0567,3.3444,0.8448,170.1089
2019-01-16,11,40,06.6816,2.6848,0.0588,3.3178,0.1589,170.5028
2019-01-16,11,40,06.7200,2.6901,0.0605,3.2948,0.7492,171.0047
2019-01-16,11,40,06.7585,2.6923,0.0662,3.2588,1.6723,171.6377
2019-01-16,11,40,06.7984,2.6925,0.0718,3.2347,1.9702,171.9773
2019-01-16,11,40,06.8384,2.6954,0.0786,3.2085,1.4199,172.1172
2019-01-16,11,40,06.8768,2.6950,0.0818,3.1716,1.2498,172.3099
2019-01-16,11,40,06.9157,2.6947,0.0807,3.1444,1.4190,172.3679
2019-01-16,11,40,06.9527,2.6941,0.0794,3.1180,1.6874,172.4396
2019-01-16,11,40,06.9916,2.6934,0.0768,3.0919,1.4510,172.4587
2019-01-16,11,40,07.0281,2.6924,0.0721,3.0509,1.2680,172.5060
2019-01-16,11,40,07.0650,2.6920,0.0654,3.0207,1.7514,172.5105
2019-01-16,11,40,07.1024,2.6919,0.0593,2.9914,1.9574,172.6407
2019-01-16,11,40,07.1404,2.6925,0.0512,2.9488,2.5028,172.7832
2019-01-16,11,40,07.1788,2.6934,0.0466,2.9182,3.5822,172.7831
2019-01-16,11,40,07.2188,2.6939,0.0461,2.8868,3.8472,172.7476
2019-01-16,11,40,07.2592,2.6953,0.0501,2.8425,3.5588,172.9167
2019-01-16,11,40,07.2981,2.6951,0.0534,2.8123,2.2251,172.9117
2019-01-16,11,40,07.3351,2.6938,0.0600,2.7797,1.0574,172.9948
2019-01-16,11,40,07.3720,2.6914,0.0651,2.7509,1.8319,173.1094
2019-01-16,11,40,07.4125,2.6878,0.0723,2.7079,3.6677,173.4604
2019-01-16,11,40,07.4534,2.6850,0.0800,2.6757,3.0309,173.8045
2019-01-16,11,40,07.4918,2.6815,0.0865,2.6302,1.8067,174.0157
2019-01-16,11,40,07.5343,2.6789,0.0839,2.5992,2.0502,174.1103
2019-01-16,11,40,07.5727,2.6764,0.0806,2.5698,2.2875,174.2573
2019-01-16,11,40,07.6131,2.6729,0.0769,2.5253,1.9597,174.5236
2019-01-16,11,40,07.6526,2.6694,0.0716,2.4911,2.0073,174.6657
2019-01-16,11,40,07.6975,2.6655,0.0632,2.4427,1.6098,174.9774
2019-01-16,11,40,07.7324,2.6626,0.0567,2.4097,1.7306,175.2269
2019-01-16,11,40,07.7699,2.6598,0.0515,2.3769,1.8316,175.3866
2019-01-16,11,40,07.8068,2.6558,0.0477,2.3274,1.4269,175.5211
2019-01-16,11,40,07.8458,2.6532,0.0461,2.2905,1.2653,175.4134
2019-01-16,11,40,07.8857,2.6512,0.0509,2.2550,2.5105,175.0833
2019-01-16,11,40,07.9246,2.6489,0.0553,2.2032,1.7290,174.7628
2019-01-16,11,40,07.9621,2.6480,0.0596,2.1671,2.2050,175.1893
2019-01-16,11,40,07.9935,2.6481,0.0644,2.1339,3.0740,175.4063
2019-01-16,11,40,08.0305,2.6492,0.0710,2.1019,3.5081,175.6118
2019-01-16,11,40,08.0689,2.6509,0.0779,2.0691,3.5905,175.7302
2019-01-16,11,40,08.1069,2.6541,0.0855,2.0239,2.7915,175.4543
2019-01-16,11,40,08.1468,2.6573,0.0871,1.9911,2.0754,174.9229
2019-01-16,11,40,08.1822,2.6605,0.0847,1.9601,2.7858,174.3171
2019-01-16,11,40,08.2227,2.6633,0.0815,1.9314,3.1482,173.8309
2019-01-16,11,40,08.2631,2.6683,0.0769,1.8872,3.5948,173.3718
2019-01-16,11,40,08.3001,2.6720,0.0728,1.8547,3.5217,173.3671
2019-01-16,11,40,08.3380,2.6766,0.0683,1.8241,3.2988,173.4956
2019-01-16,11,40,08.3769,2.6840,0.0609,1.7795,3.0262,173.7008
2019-01-16,11,40,08.4164,2.6903,0.0553,1.7462,2.9184,173.9427
2019-01-16,11,40,08.4518,2.6968,0.0522,1.7126,2.7257,174.2172
2019-01-16,11,40,08.4893,2.7069,0.0504,1.6638,1.7938,174.6945
2019-01-16,11,40,08.5297,2.7146,0.0536,1.6315,3.0210,175.0288
2019-01-16,11,40,08.5681,2.7220,0.0589,1.5969,1.5321,175.6017
2019-01-16,11,40,08.6101,2.7316,0.0684,1.5507,0.5185,175.9866
2019-01-16,11,40,08.6515,2.7361,0.0752,1.5205,1.2578,176.0523
2019-01-16,11,40,08.6969,2.7430,0.0885,1.4743,1.1148,176.0816
2019-01-16,11,40,08.7339,2.7468,0.0960,1.4438,0.4810,176.1847
2019-01-16,11,40,08.7653,2.7510,0.1004,1.4128,0.3356,176.1055
2019-01-16,11,40,08.8038,2.7552,0.1010,1.3823,0.8530,176.2189
2019-01-16,11,40,08.8447,2.7614,0.0982,1.3366,1.3979,176.5017
2019-01-16,11,40,08.8841,2.7655,0.0932,1.3068,1.9317,176.6675
2019-01-16,11,40,08.9226,2.7707,0.0854,1.2628,2.0614,176.9222
2019-01-16,11,40,08.9605,2.7736,0.0776,1.2339,2.2435,176.9900
2019-01-16,11,40,09.0035,2.7772,0.0724,1.2035,2.4502,177.1172
2019-01-16,11,40,09.0449,2.7803,0.0567,1.1502,2.6853,177.2032
2019-01-16,11,40,09.0858,2.7824,0.0540,1.1191,2.5585,177.2807
2019-01-16,11,40,09.1278,2.7851,0.0521,1.0698,1.5449,176.8574
2019-01-16,11,40,09.1672,2.7866,0.0554,1.0375,1.9426,176.3164
2019-01-16,11,40,09.2076,2.7899,0.0619,0.9907,0.4928,176.1679
2019-01-16,11,40,09.2491,2.7920,0.0684,0.9600,0.5407,176.2454
2019-01-16,11,40,09.2905,2.7954,0.0770,0.9142,1.7673,176.8256
2019-01-16,11,40,09.3314,2.7981,0.0828,0.8860,2.2144,177.4494
2019-01-16,11,40,09.3719,2.8011,0.0872,0.8564,1.8679,177.9716
2019-01-16,11,40,09.4113,2.8056,0.0897,0.8162,1.9130,178.2806
