date,hour,min,sec,pos_x,pos_y,pos_z,rot_x,rot_y
2019-01-16,11,39,16.1981,-2.6855,0.0116,1.9460,0.4388,187.0973
2019-01-16,11,39,16.2411,-2.6845,0.0137,1.8909,0.8633,187.5524
2019-01-16,11,39,16.2780,-2.6858,0.0158,1.8536,359.5087,187.8517
2019-01-16,11,39,16.3179,-2.6875,0.0220,1.8206,359.3360,187.8081
2019-01-16,11,39,16.3564,-2.6907,0.0294,1.7750,0.5242,187.8170
2019-01-16,11,39,16.3963,-2.6940,0.0402,1.7436,0.4873,187.6776
2019-01-16,11,39,16.4388,-2.6993,0.0547,1.6986,359.6033,187.8547
2019-01-16,11,39,16.4797,-2.7034,0.0607,1.6675,359.1754,187.6626
2019-01-16,11,39,16.5161,-2.7088,0.0645,1.6240,359.3266,187.0591
2019-01-16,11,39,16.5621,-2.7132,0.0605,1.5956,0.0975,186.4798
2019-01-16,11,39,16.6040,-2.7201,0.0549,1.5511,0.9523,185.9241
2019-01-16,11,39,16.6429,-2.7263,0.0486,1.5205,1.2248,185.8597
2019-01-16,11,39,16.6844,-2.7358,0.0414,1.4763,0.4059,185.8982
2019-01-16,11,39,16.7248,-2.7434,0.0332,1.4466,359.7050,185.8428
2019-01-16,11,39,16.7652,-2.7514,0.0259,1.4163,359.5354,185.4094
2019-01-16,11,39,16.8052,-2.7628,0.0194,1.3725,359.5856,184.8218
2019-01-16,11,39,16.8461,-2.7711,0.0203,1.3407,358.7830,184.3199
2019-01-16,11,39,16.8915,-2.7819,0.0249,1.2981,358.2627,183.6085
2019-01-16,11,39,16.9295,-2.7885,0.0272,1.2689,357.4990,183.5209
2019-01-16,11,39,16.9734,-2.7969,0.0313,1.2289,359.2871,183.9248
2019-01-16,11,39,17.0143,-2.8010,0.0397,1.2012,359.2531,184.1879
2019-01-16,11,39,17.0568,-2.8080,0.0484,1.1628,359.4467,184.3790
2019-01-16,11,39,17.0967,-2.8087,0.0573,1.1309,359.3254,183.9514
2019-01-16,11,39,17.1377,-2.8133,0.0619,1.0922,359.1352,183.5701
2019-01-16,11,39,17.1786,-2.8157,0.0608,1.0648,358.6154,183.1225
2019-01-16,11,39,17.2210,-2.8191,0.0582,1.0286,358.6775,182.6593
2019-01-16,11,39,17.2640,-2.8209,0.0540,1.0019,358.6925,182.6257
2019-01-16,11,39,17.3039,-2.8232,0.0485,0.9645,358.8824,182.7412
2019-01-16,11,39,17.3463,-2.8240,0.0433,0.9363,358.6407,183.1397
2019-01-16,11,39,17.3878,-2.8247,0.0352,0.8991,359.1348,183.7838
2019-01-16,11,39,17.4307,-2.8237,0.0326,0.8727,359.4958,184.1011
2019-01-16,11,39,17.4696,-2.8229,0.0327,0.8342,358.0113,184.4334
2019-01-16,11,39,17.5086,-2.8213,0.0341,0.8071,357.1936,184.4299
2019-01-16,11,39,17.5500,-2.8196,0.0390,0.7710,357.1371,184.2122
2019-01-16,11,39,17.5894,-2.8191,0.0437,0.7478,354.8510,183.5444
2019-01-16,11,39,17.6314,-2.8196,0.0428,0.7274,356.4658,183.4388
2019-01-16,11,39,17.6698,-2.8211,0.0468,0.6998,357.6688,183.7264
2019-01-16,11,39,17.7093,-2.8228,0.0547,0.6827,357.4714,184.1554
2019-01-16,11,39,17.7537,-2.8245,0.0617,0.6588,357.5715,184.7919
2019-01-16,11,39,17.7901,-2.8247,0.0637,0.6447,357.5827,184.7895
2019-01-16,11,39,17.8286,-2.8251,0.0660,0.6310,357.4666,184.5272
2019-01-16,11,39,17.8650,-2.8259,0.0683,0.6124,357.4483,183.9781
2019-01-16,11,39,17.9069,-2.8275,0.0700,0.6010,357.5327,183.4923
2019-01-16,11,39,17.9449,-2.8301,0.0710,0.5900,357.9977,183.1246
2019-01-16,11,39,17.9833,-2.8342,0.0707,0.5776,359.1805,182.5987
2019-01-16,11,39,18.0203,-2.8377,0.0691,0.5716,359.6309,182.4541
2019-01-16,11,39,18.0612,-2.8416,0.0690,0.5641,359.8137,182.0972
2019-01-16,11,39,18.0962,-2.8451,0.0696,0.5551,359.4104,181.6602
2019-01-16,11,39,18.1336,-2.8501,0.0697,0.5470,359.0275,181.1112
2019-01-16,11,39,18.1685,-2.8535,0.0717,0.5422,359.2687,180.8021
2019-01-16,11,39,18.2065,-2.8569,0.0755,0.5379,359.0376,180.5561
2019-01-16,11,39,18.2449,-2.8591,0.0777,0.5331,357.4957,180.3799
2019-01-16,11,39,18.2829,-2.8629,0.0787,0.5286,357.1212,180.3801
2019-01-16,11,39,18.3218,-2.8651,0.0778,0.5257,357.5165,180.3912
2019-01-16,11,39,18.3597,-2.8664,0.0771,0.5231,357.8930,180.2823
2019-01-16,11,39,18.4002,-2.8677,0.0762,0.5196,358.2350,179.9674
2019-01-16,11,39,18.4401,-2.8679,0.0757,0.5165,358.0205,179.6996
2019-01-16,11,39,18.4800,-2.8680,0.0748,0.5151,358.3163,179.5945
2019-01-16,11,39,18.5160,-2.8684,0.0740,0.5133,358.4958,179.5599
2019-01-16,11,39,18.5539,-2.8685,0.0740,0.5124,358.3769,179.7370
2019-01-16,11,39,18.5909,-2.8687,0.0736,0.5117,358.3297,179.8561
2019-01-16,11,39,18.6288,-2.8686,0.0728,0.5116,358.6818,179.9968
2019-01-16,11,39,18.6682,-2.8680,0.0726,0.5110,358.5101,179.8947
2019-01-16,11,39,18.7062,-2.8677,0.0723,0.5104,358.6299,179.6852
2019-01-16,11,39,18.7436,-2.8673,0.0718,0.5098,358.7039,179.5043
2019-01-16,11,39,18.7826,-2.8669,0.0710,0.5092,359.1012,179.4407
2019-01-16,11,39,18.8200,-2.8667,0.0705,0.5086,359.1690,179.5759
2019-01-16,11,39,18.8634,-2.8665,0.0697,0.5082,359.4612,179.7781
2019-01-16,11,39,18.8999,-2.8661,0.0689,0.5078,359.8102,179.9650
2019-01-16,11,39,18.9388,-2.8660,0.0693,0.5070,359.5757,180.0154
2019-01-16,11,39,18.9778,-2.8659,0.0691,0.5064,359.6419,180.1483
2019-01-16,11,39,19.0142,-2.8656,0.0696,0.5053,359.2463,180.2655
2019-01-16,11,39,19.0541,-2.8651,0.0694,0.5039,359.2469,180.4169
2019-01-16,11,39,19.0916,-2.8646,0.0687,0.5031,359.5895,180.3932
2019-01-16,11,39,19.1310,-2.8640,0.0685,0.5017,359.5515,180.3938
2019-01-16,11,39,19.1725,-2.8637,0.0686,0.5008,359.5223,180.2051
2019-01-16,11,39,19.2114,-2.8636,0.0688,0.4997,359.4555,179.9122
