sensor,date,hour,min,sec,x,y,z
Accel,2019/01/16,11,39,53.3660,9.77792,0.12449849,2.030283
Gyro,2019/01/16,11,39,53.3680,-0.14821336,0.07440338,-0.028920105
Accel,2019/01/16,11,39,53.3700,9.816227,0.1436521,2.078167
Gyro,2019/01/16,11,39,53.3710,-0.03440044,0.11606439,-0.0113446405
Accel,2019/01/16,11,39,53.3720,9.883265,0.11492168,2.1643584
Gyro,2019/01/16,11,39,53.3740,0.022549653,0.13721779,-0.0023736479
Accel,2019/01/16,11,39,53.3750,9.854534,0.11492168,2.1068976
Gyro,2019/01/16,11,39,53.3770,0.010297443,0.027925268,4.886922E-4
Accel,2019/01/16,11,39,53.3780,9.749189,0.16280572,1.8866309
Gyro,2019/01/16,11,39,53.3790,0.013002703,0.027262043,5.2359875E-4
Accel,2019/01/16,11,39,53.3800,9.653421,0.17238252,1.5993267
Gyro,2019/01/16,11,39,53.3820,0.06106907,0.123866014,-0.001850049
Accel,2019/01/16,11,39,53.3830,9.643845,0.11492168,1.7717092
Gyro,2019/01/16,11,39,53.3850,0.03502876,0.10341076,-0.008080875
Accel,2019/01/16,11,39,53.3860,9.758766,0.05746084,2.0973208
Gyro,2019/01/16,11,39,53.3870,0.028553586,0.09283406,-0.008360127
Accel,2019/01/16,11,39,53.3880,9.787497,0.12449849,2.0590134
Gyro,2019/01/16,11,39,53.3900,0.027960174,0.082623884,-0.0076794485
Accel,2019/01/16,11,39,53.3910,9.720459,0.18195933,1.8291701
Gyro,2019/01/16,11,39,53.3930,0.033859387,0.07038913,-0.0069464105
Accel,2019/01/16,11,39,53.3940,9.720459,0.1340753,1.8291701
Gyro,2019/01/16,11,39,53.3950,0.031311207,0.05576327,-0.0075398223
Accel,2019/01/16,11,39,53.3960,9.80665,0.06703765,2.0015526
Gyro,2019/01/16,11,39,53.3980,0.036110863,0.047577675,-0.005026548
Accel,2019/01/16,11,39,53.3990,9.787497,0.05746084,2.078167
Gyro,2019/01/16,11,39,53.4000,0.04618141,0.04749041,-0.001256637
Accel,2019/01/16,11,39,53.4020,9.816227,0.047884032,2.1547816
Gyro,2019/01/16,11,39,53.4030,0.05820673,0.048904125,0.0027227136
Accel,2019/01/16,11,39,53.4040,9.902418,0.019153614,2.087744
Gyro,2019/01/16,11,39,53.4060,0.054768432,0.047420595,0.0030194195
Accel,2019/01/16,11,39,53.4069,9.77792,0.11492168,1.8674773
Gyro,2019/01/16,11,39,53.4089,0.052290063,0.042760566,0.0043458696
Accel,2019/01/16,11,39,53.4100,9.720459,0.15322891,1.7908629
Gyro,2019/01/16,11,39,53.4110,0.04618141,0.037803832,0.0055676005
Accel,2019/01/16,11,39,53.4120,9.691729,0.20111294,1.3982137
Gyro,2019/01/16,11,39,53.4140,0.041852996,0.033632495,0.0058817593
Accel,2019/01/16,11,39,53.4160,9.56723,0.22984336,1.043872
Gyro,2019/01/16,11,39,53.4170,0.038013272,0.02994985,0.004590216
Accel,2019/01/16,11,39,53.4180,9.595961,0.1436521,1.541866
Gyro,2019/01/16,11,39,53.4190,0.03375467,0.0251851,0.003228859
Accel,2019/01/16,11,39,53.4200,9.77792,0.05746084,1.9919758
Gyro,2019/01/16,11,39,53.4220,0.022602014,0.008063421,0.00143117
Accel,2019/01/16,11,39,53.4230,9.80665,0.16280572,1.9440918
Gyro,2019/01/16,11,39,53.4240,0.0043982295,-0.013020156,-0.0019547688
Accel,2019/01/16,11,39,53.4260,9.768343,0.23942018,2.0111294
Gyro,2019/01/16,11,39,53.4270,-0.003979351,-0.027611108,-0.004118977
Accel,2019/01/16,11,39,53.4280,9.854534,0.11492168,1.9632454
Gyro,2019/01/16,11,39,53.4300,-0.009634217,-0.03148574,-0.0049916417
Accel,2019/01/16,11,39,53.4310,9.77792,0.095768064,1.6567876
Gyro,2019/01/16,11,39,53.4320,-0.021938788,-0.037315138,-0.0074176495
Accel,2019/01/16,11,39,53.4330,9.768343,0.08619126,1.3982137
Gyro,2019/01/16,11,39,53.4350,-0.036913715,-0.048153635,-0.010192723
Accel,2019/01/16,11,39,53.4360,9.768343,0.17238252,1.1587936
Gyro,2019/01/16,11,39,53.4380,-0.053249996,-0.06476917,-0.013421582
Accel,2019/01/16,11,39,53.4390,9.691729,0.2681506,1.0055647
Gyro,2019/01/16,11,39,53.4410,-0.07120943,-0.08405506,-0.017523106
Accel,2019/01/16,11,39,53.4420,9.720459,0.17238252,1.2449849
Gyro,2019/01/16,11,39,53.4440,-0.07969173,-0.09524262,-0.020001473
Accel,2019/01/16,11,39,53.4460,9.931149,0.009576807,1.6759412
Gyro,2019/01/16,11,39,53.4470,-0.08543386,-0.09262462,-0.021223204
Accel,2019/01/16,11,39,53.4490,9.9790325,-0.02873042,1.7046716
Gyro,2019/01/16,11,39,53.4500,-0.07946484,-0.08751081,-0.019425515
Accel,2019/01/16,11,39,53.4520,9.854534,0.038307227,1.7046716
Gyro,2019/01/16,11,39,53.4540,-0.07049385,-0.085241884,-0.016772615
Accel,2019/01/16,11,39,53.4550,9.911995,-0.047884032,1.7812861
Gyro,2019/01/16,11,39,53.4570,-0.06738716,-0.08447394,-0.015393804
Accel,2019/01/16,11,39,53.4580,9.835381,-0.10534488,1.7621324
Gyro,2019/01/16,11,39,53.4600,-0.069690995,-0.084840454,-0.014887659
Accel,2019/01/16,11,39,53.4610,9.672575,-0.047884032,1.8004397
Gyro,2019/01/16,11,39,53.4620,-0.06600835,-0.08545132,-0.01155408
Accel,2019/01/16,11,39,53.4630,9.672575,-0.038307227,2.030283
Gyro,2019/01/16,11,39,53.4650,-0.05586799,-0.0813847,-0.0046774824
Accel,2019/01/16,11,39,53.4660,9.931149,-0.12449849,2.1930888
Gyro,2019/01/16,11,39,53.4680,-0.043807764,-0.07180285,0.0061959187
Accel,2019/01/16,11,39,53.4690,9.9790325,-0.12449849,2.030283
Gyro,2019/01/16,11,39,53.4710,-0.031799898,-0.061557762,0.018954275
Accel,2019/01/16,11,39,53.4720,9.825804,-0.02873042,1.6567876
Gyro,2019/01/16,11,39,53.4740,-0.019896753,-0.05448918,0.028396508
Accel,2019/01/16,11,39,53.4760,9.844957,-0.076614454,1.1875241
Gyro,2019/01/16,11,39,53.4780,-0.015673056,-0.053581607,0.03286455
Accel,2019/01/16,11,39,53.4800,9.854534,-0.047884032,1.0821792
Gyro,2019/01/16,11,39,53.4820,-0.019809486,-0.059934605,0.03429572
Accel,2019/01/16,11,39,53.4830,9.892841,-0.009576807,1.340753
Gyro,2019/01/16,11,39,53.4850,-0.029722957,-0.068765976,0.03413864
Accel,2019/01/16,11,39,53.4870,9.816227,0.10534488,1.5035586
Gyro,2019/01/16,11,39,53.4880,-0.04129449,-0.07670722,0.030770155
Accel,2019/01/16,11,39,53.5030,9.672575,-0.08619126,1.6567876
Gyro,2019/01/16,11,39,53.5050,-0.05588544,-0.08487536,0.027209682
Accel,2019/01/16,11,39,53.5070,9.672575,-0.19153613,1.4939818
Gyro,2019/01/16,11,39,53.5090,-0.07377507,-0.0983493,0.02417281
Accel,2019/01/16,11,39,53.5150,9.490616,0.009576807,1.1683705
Gyro,2019/01/16,11,39,53.5170,-0.09902998,-0.122783914,0.018570304
Accel,2019/01/16,11,39,53.5240,9.394848,-0.019153614,1.5705963
Gyro,2019/01/16,11,39,53.5260,-0.11444124,-0.13795082,0.013997541
Accel,2019/01/16,11,39,53.5350,9.624691,-0.06703765,1.9057846
Gyro,2019/01/16,11,39,53.5360,-0.11112511,-0.13007939,0.013369222
Accel,2019/01/16,11,39,54.1530,9.672575,0.076614454,1.7046716
Gyro,2019/01/16,11,39,54.1550,-0.101229094,-0.11964232,0.01436406
Accel,2019/01/16,11,39,54.1560,9.672575,0.10534488,1.5801731
Gyro,2019/01/16,11,39,54.1570,-0.08997172,-0.10459758,0.016109388
Accel,2019/01/16,11,39,54.1580,9.710882,-0.05746084,1.5705963
Gyro,2019/01/16,11,39,54.1590,-0.06586873,-0.08691739,0.022392575
Accel,2019/01/16,11,39,54.1600,9.730036,-0.2873042,1.5705963
Gyro,2019/01/16,11,39,54.1610,-0.050806534,-0.075206235,0.031189034
Accel,2019/01/16,11,39,54.1620,9.797073,-0.22026655,1.3599066
Gyro,2019/01/16,11,39,54.1640,-0.044767696,-0.06901032,0.039426986
Accel,2019/01/16,11,39,54.1650,9.921572,-0.31603462,1.7812861
Gyro,2019/01/16,11,39,54.1660,-0.034557518,-0.06330309,0.051330134
Accel,2019/01/16,11,39,54.1670,10.0269165,-0.45010993,1.8387469
Gyro,2019/01/16,11,39,54.1680,-0.028850293,-0.05808456,0.06743952
Accel,2019/01/16,11,39,54.1690,9.911995,-0.35434186,1.4173675
Gyro,2019/01/16,11,39,54.1700,-0.02581342,-0.055431657,0.07902851
Accel,2019/01/16,11,39,54.1710,9.921572,-0.36391866,1.3599066
Gyro,2019/01/16,11,39,54.1719,-0.015219271,-0.05597271,0.08873254
Accel,2019/01/16,11,39,54.1719,9.959879,-0.29688102,1.2162545
Gyro,2019/01/16,11,39,54.1729,-0.009599311,-0.060248766,0.09403834
Accel,2019/01/16,11,39,54.1739,9.950302,-0.22984336,1.1109096
Gyro,2019/01/16,11,39,54.1760,-0.010978121,-0.06684611,0.09669124
Accel,2019/01/16,11,39,54.1770,9.9790325,-0.21068975,1.1492168
Gyro,2019/01/16,11,39,54.1780,-0.008639379,-0.06798057,0.10019935
Accel,2019/01/16,11,39,54.1790,9.940725,-0.16280572,1.3120226
Gyro,2019/01/16,11,39,54.1800,-0.009128072,-0.06517059,0.10056587
Accel,2019/01/16,11,39,54.1810,10.103531,-0.20111294,1.436521
Gyro,2019/01/16,11,39,54.1820,-0.005410521,-0.0649437,0.098576196
Accel,2019/01/16,11,39,54.1820,10.189722,0.02873042,1.6759412
Gyro,2019/01/16,11,39,54.1830,0.0035604716,-0.06295402,0.09267698
Accel,2019/01/16,11,39,54.1840,10.275913,0.22026655,1.7046716
Gyro,2019/01/16,11,39,54.1860,0.0057072267,-0.060231313,0.082938045
Accel,2019/01/16,11,39,54.1870,10.275913,0.36391866,1.2545617
Gyro,2019/01/16,11,39,54.1880,-0.005078908,-0.062674776,0.06944665
Accel,2019/01/16,11,39,54.1890,10.25676,0.45010993,1.091756
Gyro,2019/01/16,11,39,54.1900,-0.01966986,-0.069272116,0.05597271
Accel,2019/01/16,11,39,54.1910,10.180145,0.6607997,0.45968673
Gyro,2019/01/16,11,39,54.1920,-0.039304815,-0.08585274,0.045099307
Accel,2019/01/16,11,39,54.1930,9.9790325,1.0247183,-0.047884032
Gyro,2019/01/16,11,39,54.1940,-0.07213446,-0.11910127,0.028658306
Accel,2019/01/16,11,39,54.1950,10.093954,0.842759,0.7182605
Gyro,2019/01/16,11,39,54.1960,-0.104492866,-0.15709709,-8.901179E-4
Accel,2019/01/16,11,39,54.1970,10.266336,0.61291564,1.532289
Gyro,2019/01/16,11,39,54.1980,-0.12997466,-0.17879152,-0.040858157
Accel,2019/01/16,11,39,54.1990,10.218452,0.63206923,1.3311762
Gyro,2019/01/16,11,39,54.2000,-0.15100588,-0.18748327,-0.0819083
Accel,2019/01/16,11,39,54.2010,9.931149,0.7086837,1.2545617
Gyro,2019/01/16,11,39,54.2020,-0.16200146,-0.18207274,-0.117024325
Accel,2019/01/16,11,39,54.2020,10.113108,0.545878,1.5993267
Gyro,2019/01/16,11,39,54.2030,-0.16310102,-0.16308357,-0.13896312
Accel,2019/01/16,11,39,54.2050,10.065224,0.50757074,1.388637
Gyro,2019/01/16,11,39,54.2060,-0.1542871,-0.14636332,-0.14953981
Accel,2019/01/16,11,39,54.2060,9.77792,0.5650316,0.9768343
Gyro,2019/01/16,11,39,54.2070,-0.14798647,-0.13700834,-0.15460126
Accel,2019/01/16,11,39,54.2080,9.739613,0.4309563,0.9672575
Gyro,2019/01/16,11,39,54.2090,-0.1505172,-0.13370967,-0.15856317
Accel,2019/01/16,11,39,54.2100,9.768343,0.33518824,1.3790601
Gyro,2019/01/16,11,39,54.2110,-0.15086626,-0.1285435,-0.1614255
Accel,2019/01/16,11,39,54.2120,9.911995,0.5650316,1.3982137
Gyro,2019/01/16,11,39,54.2130,-0.14271557,-0.11950269,-0.16313593
Accel,2019/01/16,11,39,54.2140,9.739613,0.51714754,1.2066777
Gyro,2019/01/16,11,39,54.2160,-0.13920747,-0.11400491,-0.16413076
Accel,2019/01/16,11,39,54.2170,9.682152,0.45968673,1.1779473
Gyro,2019/01/16,11,39,54.2180,-0.14416419,-0.11498229,-0.16503833
Accel,2019/01/16,11,39,54.2190,9.720459,0.31603462,1.5897499
Gyro,2019/01/16,11,39,54.2210,-0.14081316,-0.11562806,-0.15987216
Accel,2019/01/16,11,39,54.2220,9.739613,0.34476504,1.6089035
Gyro,2019/01/16,11,39,54.2230,-0.13159783,-0.11238175,-0.15282103
Accel,2019/01/16,11,39,54.2230,9.701305,0.34476504,1.5035586
Gyro,2019/01/16,11,39,54.2240,-0.12257447,-0.10676179,-0.14859733
Accel,2019/01/16,11,39,54.2250,9.758766,0.18195933,1.8962077
Gyro,2019/01/16,11,39,54.2260,-0.1041438,-0.09456194,-0.14631096
Accel,2019/01/16,11,39,54.2270,9.825804,0.038307227,2.0398598
Gyro,2019/01/16,11,39,54.2280,-0.084404126,-0.079395026,-0.14056882
Accel,2019/01/16,11,39,54.2290,9.844957,-0.02873042,1.9919758
Gyro,2019/01/16,11,39,54.2300,-0.07649778,-0.06824237,-0.13585643
Accel,2019/01/16,11,39,54.2310,9.825804,-0.06703765,2.030283
Gyro,2019/01/16,11,39,54.2320,-0.07187266,-0.061156336,-0.13357005
Accel,2019/01/16,11,39,54.2330,9.77792,-0.06703765,1.9440918
Gyro,2019/01/16,11,39,54.2340,-0.065222956,-0.048171088,-0.13006194
Accel,2019/01/16,11,39,54.2350,9.720459,0.019153614,1.6950948
Gyro,2019/01/16,11,39,54.2380,-0.049706977,-0.027925268,-0.12627457
Accel,2019/01/16,11,39,54.2390,9.758766,0.06703765,1.6663644
Gyro,2019/01/16,11,39,54.2400,-0.030351276,-0.0031241393,-0.12182398
Accel,2019/01/16,11,39,54.2410,9.730036,0.16280572,1.4077905
Gyro,2019/01/16,11,39,54.2420,-0.0061959187,0.017732546,-0.11657054
Accel,2019/01/16,11,39,54.2430,9.576807,0.2873042,1.043872
Gyro,2019/01/16,11,39,54.2440,0.011519173,0.023596851,-0.11416198
Accel,2019/01/16,11,39,54.2450,9.56723,0.15322891,0.90979666
Gyro,2019/01/16,11,39,54.2470,0.020559978,0.018936822,-0.11205014
Accel,2019/01/16,11,39,54.2480,9.56723,0.10534488,0.81402856
Gyro,2019/01/16,11,39,54.2500,0.019861847,0.010541788,-0.1107935
Accel,2019/01/16,11,39,54.2500,9.576807,0.06703765,0.82360536
Gyro,2019/01/16,11,39,54.2510,0.009459685,0.0024958209,-0.107145764
Accel,2019/01/16,11,39,54.2520,9.672575,0.047884032,0.6607997
Gyro,2019/01/16,11,39,54.2530,0.0026005406,0.0013264503,-0.099640846
Accel,2019/01/16,11,39,54.2530,9.691729,0.10534488,0.8331822
Gyro,2019/01/16,11,39,54.2550,0.0016406095,-0.0049218284,-0.08906415
Accel,2019/01/16,11,39,54.2550,9.854534,-0.11492168,1.0821792
Gyro,2019/01/16,11,39,54.2560,-0.0030717794,-0.021485003,-0.077091195
Accel,2019/01/16,11,39,54.2570,9.844957,-0.15322891,1.0534488
Gyro,2019/01/16,11,39,54.2580,-0.0011519173,-0.02904228,-0.066060714
Accel,2019/01/16,11,39,54.2590,9.844957,-0.21068975,0.91937345
Gyro,2019/01/16,11,39,54.2600,0.009773844,-0.019198623,-0.052604225
Accel,2019/01/16,11,39,54.2610,9.80665,-0.18195933,0.6799533
Gyro,2019/01/16,11,39,54.2620,0.017592918,-0.013404129,-0.022863813
Accel,2019/01/16,11,39,54.2620,9.672575,-0.019153614,0.47884035
Gyro,2019/01/16,11,39,54.2630,0.019442968,-0.021240657,0.015987216
Accel,2019/01/16,11,39,54.2640,9.634268,0.009576807,0.62249243
Gyro,2019/01/16,11,39,54.2650,0.021799162,-0.031712633,0.0545939
Accel,2019/01/16,11,39,54.2660,9.691729,0.038307227,0.641646
Gyro,2019/01/16,11,39,54.2670,0.032428216,-0.041573744,0.08766789
Accel,2019/01/16,11,39,54.2680,9.557653,0.17238252,0.4213795
Gyro,2019/01/16,11,39,54.2700,0.03122394,-0.056862827,0.103882
Accel,2019/01/16,11,39,54.2710,9.586384,0.076614454,0.31603462
Gyro,2019/01/16,11,39,54.2720,0.013473942,-0.07450811,0.10995574
Accel,2019/01/16,11,39,54.2730,9.528923,0.08619126,0.4309563
Gyro,2019/01/16,11,39,54.2750,-6.6322513E-4,-0.09086184,0.11260864
Accel,2019/01/16,11,39,54.2750,9.548077,0.08619126,0.45010993
Gyro,2019/01/16,11,39,54.2760,-0.01701696,-0.10939724,0.110444434
Accel,2019/01/16,11,39,54.2770,9.605537,0.15322891,0.641646
Gyro,2019/01/16,11,39,54.2780,-0.036529742,-0.12964305,0.103934355
Accel,2019/01/16,11,39,54.2790,9.615114,0.20111294,0.6512229
Gyro,2019/01/16,11,39,54.2800,-0.044732787,-0.14622368,0.099885195
Accel,2019/01/16,11,39,54.2810,9.56723,0.23942018,0.46926352
Gyro,2019/01/16,11,39,54.2819,-0.049916416,-0.15894714,0.09590584
Accel,2019/01/16,11,39,54.2829,9.519346,0.21068975,0.37349546
Gyro,2019/01/16,11,39,54.2839,-0.060824726,-0.17018706,0.09107128
Accel,2019/01/16,11,39,54.2849,9.528923,0.1340753,0.29688102
Gyro,2019/01/16,11,39,54.2859,-0.08086111,-0.19018853,0.085241884
Accel,2019/01/16,11,39,54.2859,9.471462,0.10534488,0.4309563
Gyro,2019/01/16,11,39,54.2870,-0.09960594,-0.20872392,0.08061676
Accel,2019/01/16,11,39,54.2880,9.519346,-0.038307227,0.41180268
Gyro,2019/01/16,11,39,54.2900,-0.12508775,-0.22352432,0.07749262
Accel,2019/01/16,11,39,54.2920,9.595961,-0.16280572,0.63206923
Gyro,2019/01/16,11,39,54.2930,-0.029548423,-0.046635196,0.014643312
Accel,2019/01/16,11,39,54.2930,9.624691,-0.24899697,0.90021986
Gyro,2019/01/16,11,39,54.2940,-0.18259634,-0.27242845,0.08086111
Accel,2019/01/16,11,39,54.2950,9.672575,-0.29688102,0.9864111
Gyro,2019/01/16,11,39,54.2960,-0.19107865,-0.2788687,0.08018043
Accel,2019/01/16,11,39,54.2970,9.739613,-0.21068975,0.90979666
Gyro,2019/01/16,11,39,54.2980,-0.19589576,-0.2867227,0.07819075
Accel,2019/01/16,11,39,54.2990,9.835381,0.0,0.6895301
Gyro,2019/01/16,11,39,54.2990,-0.21265091,-0.2979626,0.07168067
Accel,2019/01/16,11,39,54.3000,9.959879,0.076614454,0.93852705
Gyro,2019/01/16,11,39,54.3010,-0.21991149,-0.29806733,0.06445501
Accel,2019/01/16,11,39,54.3030,9.998186,0.15322891,0.94810385
Gyro,2019/01/16,11,39,54.3040,-0.22879522,-0.29408798,0.05609488
Accel,2019/01/16,11,39,54.3050,9.902418,0.36391866,0.641646
Gyro,2019/01/16,11,39,54.3060,-0.24420647,-0.2902308,0.04633849
Accel,2019/01/16,11,39,54.3060,9.902418,0.47884035,0.4309563
Gyro,2019/01/16,11,39,54.3080,-0.25115287,-0.2824292,0.03785619
Accel,2019/01/16,11,39,54.3080,9.931149,0.46926352,0.51714754
Gyro,2019/01/16,11,39,54.3090,-0.25265387,-0.26886797,0.031066861
Accel,2019/01/16,11,39,54.3150,9.940725,0.4213795,0.80445176
Gyro,2019/01/16,11,39,54.3170,-0.24197245,-0.24670228,0.025429446
Accel,2019/01/16,11,39,54.3270,10.007763,0.29688102,1.0055647
Gyro,2019/01/16,11,39,54.3290,-0.22586305,-0.22144738,0.017174039
Accel,2019/01/16,11,39,54.3340,10.055647,0.22026655,1.1587936
Gyro,2019/01/16,11,39,54.3360,-0.21305235,-0.19357447,0.006632251
Accel,2019/01/16,11,39,54.3449,10.055647,0.22026655,1.1875241
Gyro,2019/01/16,11,39,54.3469,-0.19446458,-0.16989034,-0.0036128315
Accel,2019/01/16,11,39,54.3540,10.007763,0.36391866,1.3982137
Gyro,2019/01/16,11,39,54.3560,-0.17919296,-0.1510757,-0.017453292
Accel,2019/01/16,11,39,54.3650,9.921572,0.47884035,1.1300632
Gyro,2019/01/16,11,39,54.3660,-0.16259487,-0.13540265,-0.03502876
Accel,2019/01/16,11,39,54.3740,9.921572,0.59376204,1.0821792
Gyro,2019/01/16,11,39,54.3780,-0.15224507,-0.1171465,-0.056845374
Accel,2019/01/16,11,39,54.3840,9.931149,0.6895301,1.13964
Gyro,2019/01/16,11,39,54.3860,-0.14179055,-0.094631754,-0.079656824
Accel,2019/01/16,11,39,54.3950,9.950302,0.842759,0.8810662
Gyro,2019/01/16,11,39,54.3960,-0.12576842,-0.07094763,-0.100234255
Accel,2019/01/16,11,39,54.4040,9.844957,0.9864111,0.5267244
Gyro,2019/01/16,11,39,54.4060,-0.11646582,-0.055222217,-0.122207955
Accel,2019/01/16,11,39,54.4150,9.739613,0.89064306,0.40222588
Gyro,2019/01/16,11,39,54.4160,-0.11590732,-0.047891833,-0.14182545
Accel,2019/01/16,11,39,54.4240,9.768343,0.7086837,0.59376204
Gyro,2019/01/16,11,39,54.4290,-0.10899581,-0.040142573,-0.15142477
Accel,2019/01/16,11,39,54.4340,9.77792,0.51714754,0.8619126
Gyro,2019/01/16,11,39,54.4360,-0.09450958,-0.027907815,-0.1529083
Accel,2019/01/16,11,39,54.4460,9.844957,0.2777274,0.9672575
Gyro,2019/01/16,11,39,54.4480,-0.086498514,-0.013124876,-0.14672983
Accel,2019/01/16,11,39,54.4540,9.77792,0.16280572,0.8619126
Gyro,2019/01/16,11,39,54.4570,-0.07623598,0.0011868239,-0.13601351
Accel,2019/01/16,11,39,54.4650,9.691729,0.06703765,0.7278373
Gyro,2019/01/16,11,39,54.4660,-0.07244862,0.009738937,-0.1227141
Accel,2019/01/16,11,39,54.4750,9.662998,-0.038307227,0.7565677
Gyro,2019/01/16,11,39,54.4770,-0.07291985,0.015097098,-0.108384944
Accel,2019/01/16,11,39,54.4850,9.691729,-0.18195933,0.7757214
Gyro,2019/01/16,11,39,54.4870,-0.06525786,0.021764256,-0.0935322
Accel,2019/01/16,11,39,54.4950,9.691729,-0.22026655,0.7757214
Gyro,2019/01/16,11,39,54.4960,-0.048014008,0.030874874,-0.081855945
Accel,2019/01/16,11,39,54.5050,9.662998,-0.1340753,0.89064306
Gyro,2019/01/16,11,39,54.5070,-0.034313172,0.04420919,-0.069115035
Accel,2019/01/16,11,39,54.5150,9.682152,-0.06703765,0.8714894
Gyro,2019/01/16,11,39,54.5160,-0.017383479,0.054768432,-0.0522028
Accel,2019/01/16,11,39,54.5240,9.710882,0.02873042,0.8523358
Gyro,2019/01/16,11,39,54.5260,0.0069987704,0.06346017,-0.036407568
Accel,2019/01/16,11,39,54.5350,9.816227,0.10534488,1.1013328
Gyro,2019/01/16,11,39,54.5370,0.032428216,0.07204719,-0.027384216
Accel,2019/01/16,11,39,54.5450,9.892841,0.11492168,1.2066777
Gyro,2019/01/16,11,39,54.5470,0.047717303,0.0765676,-0.025272368
Accel,2019/01/16,11,39,54.5550,9.864111,0.1436521,1.0726024
Gyro,2019/01/16,11,39,54.5570,0.05586799,0.07506661,-0.026371924
Accel,2019/01/16,11,39,54.5669,9.739613,0.19153613,0.92895025
Gyro,2019/01/16,11,39,54.5679,0.05602507,0.07061602,-0.026459191
Accel,2019/01/16,11,39,54.5750,9.701305,0.1436521,0.8714894
Gyro,2019/01/16,11,39,54.5760,0.06414085,0.06798057,-0.023457225
Accel,2019/01/16,11,39,54.5850,9.701305,0.06703765,0.90979666
Gyro,2019/01/16,11,39,54.5860,0.06702064,0.06312856,-0.025272368
Accel,2019/01/16,11,39,54.5950,9.730036,0.019153614,0.842759
Gyro,2019/01/16,11,39,54.5960,0.079779,0.05721189,-0.026616272
Accel,2019/01/16,11,39,54.6050,9.768343,0.019153614,0.79487497
Gyro,2019/01/16,11,39,54.6070,0.01792453,0.010332349,-0.00424115
Accel,2019/01/16,11,39,54.6170,9.864111,0.12449849,1.0342951
Gyro,2019/01/16,11,39,54.6180,0.09967575,0.058817595,-0.016004669
Accel,2019/01/16,11,39,54.6250,9.9790325,0.095768064,1.1971009
Gyro,2019/01/16,11,39,54.6260,0.11098549,0.06471681,-0.0063006384
Accel,2019/01/16,11,39,54.6350,10.04607,0.11492168,1.2545617
Gyro,2019/01/16,11,39,54.6370,0.10901327,0.072396256,6.981317E-5
Accel,2019/01/16,11,39,54.6450,10.093954,0.11492168,0.9959879
Gyro,2019/01/16,11,39,54.6470,0.11492993,0.0760789,0.003159046
Accel,2019/01/16,11,39,54.6550,10.113108,0.10534488,0.7278373
Gyro,2019/01/16,11,39,54.6560,0.116535634,0.06958628,0.0072431164
Accel,2019/01/16,11,39,54.6650,10.1226845,0.1436521,0.545878
Gyro,2019/01/16,11,39,54.6660,0.11575024,0.057316612,0.014957472
Accel,2019/01/16,11,39,54.6750,10.228029,0.20111294,0.33518824
Gyro,2019/01/16,11,39,54.6780,0.112975165,0.041800637,0.023684118
Accel,2019/01/16,11,39,54.6850,10.180145,0.21068975,0.38307226
Gyro,2019/01/16,11,39,54.6870,0.10478957,0.032148965,0.031346112
Accel,2019/01/16,11,39,54.6949,10.189722,0.1436521,0.7278373
Gyro,2019/01/16,11,39,54.6959,0.1054877,0.024190264,0.040893063
Accel,2019/01/16,11,39,54.7050,10.218452,0.16280572,1.1204864
Gyro,2019/01/16,11,39,54.7070,0.092746794,0.006510078,0.050440013
