,dt[s],sensor_dt[s],pos-sens_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y,old_x,old_y,old_z,raw_pred_x,raw_pred_y,raw_pred_z,pred_x,pred_y,pred_z
21,1.3558,1.3754,0.02,-0.0062,-0.0372,0.1501,0.0452,-0.1301,0.0487,-0.0006,0.0754,0.6457,1.203,358.2567,0.06714731523966457,-0.09599416273439998,0.3330591863844068,0.0,0.0,0.6397971510887146,-0.03247976490173591,-0.021112826039200006,0.4422343621072451
22,1.4052,1.4272,0.022000000000000002,0.0073,0.0429,0.1295,0.0415,-0.1452,0.0508,-0.0048,0.0811,0.6887,0.6695,358.8123,0.06985620612364644,-0.10239954961319998,0.36777887862453534,0.0,0.0,0.6737458109855652,-0.03316964886172807,-0.021112826039200006,0.4755102545165318
23,1.4611,1.4776,0.016,-0.0092,0.0051,0.1333,0.0413,-0.1624,0.0598,-0.0063,0.09,0.7427,1.7089,359.9037,0.07394417997100726,-0.10949157255119998,0.4110839695626623,0.0,0.0,0.7596676349639893,-0.0332410226720135,-0.021112826039200006,0.517975615330165
24,1.5111,1.5289,0.018000000000000002,-0.0228,0.2468,-0.0702,0.037000000000000005,-0.1531,0.0569,-0.0062,0.1,0.7808,1.7168,359.7468,0.07806079638061475,-0.10978846355119998,0.4481108510964522,0.0,0.0,0.816882848739624,-0.033421519443192285,-0.021112826039200006,0.5588193589432082
25,1.5645,1.5808,0.016,-0.0001,0.2543,-0.1122,0.024,-0.0626,0.0359,-0.0063,0.1045,0.8193,2.2044,359.75199999999995,0.08247729769482103,-0.1029990564008,0.4845197415477234,0.0,0.0,0.9039766788482666,-0.033630461649294986,-0.021112826039200006,0.6070912613985486
26,1.6194,1.6481,0.028999999999999998,-0.0601,-0.0327,-0.076,0.0096,-0.0178,0.0213,-0.0062,0.1036,0.857,2.4609,0.2327,0.08909779806795652,-0.096984805211,0.5196599164874749,0.0,0.0,1.0088008642196655,-0.03340553011429857,-0.021112826039200006,0.66247397207723
27,1.6698,1.6481,-0.022000000000000002,-0.0601,-0.0327,-0.076,0.0096,-0.0178,0.0213,-0.0065,0.0984,0.8974,1.9845,0.2953,0.09669720994402453,-0.0922775451038,0.5500134926074168,0.0,0.0,1.0475636720657349,-0.03313341675888494,-0.021112826039200006,0.715270479917486
28,1.7242,1.7002,-0.024,-0.1014,0.0558,-0.1439,-0.0483,0.0683,-0.0174,-0.0062,0.0875,0.9426,2.4522,0.0092,0.10767615694044758,-0.08557839650219999,0.5786428117349806,0.0,0.0,1.0914844274520874,-0.03312388261643071,-0.021112826039200006,0.7746472320054296
29,1.7792,1.7507,-0.027999999999999997,-0.0265,0.0086,-0.1153,-0.0848,0.1476,-0.0583,-0.0038,0.07400000000000001,1.0115,1.9684,359.4889,0.11932894370471529,-0.0785504132322,0.6042765746296004,0.0,0.0,1.0673762559890747,-0.033647552641961904,-0.021112826039200006,0.8333505904021036
30,1.8326,1.8179,-0.015,-0.0016,-0.1835,-0.0286,-0.08,0.1605,-0.0672,-0.0023,0.0637,1.0772,1.4121,358.0386,0.1300812452140814,-0.0768548407326,0.6286457686814652,0.0,0.0,1.021817684173584,-0.03551510756368837,-0.021112826039200006,0.8878836857157091
31,1.8855,1.8693,-0.016,-0.0122,-0.1248,-0.0097,-0.0746,0.1453,-0.0593,0.0001,0.0591,1.1399,0.6982,358.1265,0.14111298891746657,-0.07859771174640001,0.6525154808999283,0.0,0.0,0.9556032419204712,-0.037167780658393414,-0.021112826039200006,0.9384080746386936
32,1.9549,1.9709,0.016,-0.0336,-0.0975,0.092,-0.0597,0.1036,-0.0697,0.0011,0.0623,1.218,2.0302,358.5013,0.15726198619105616,-0.08548623235320005,0.6881174589784768,0.0,0.0,0.8415127992630005,-0.03869521568672181,-0.021112826039200006,0.9967890850188923
33,2.0048,2.022,0.017,-0.005,-0.0464,0.1566,-0.057,0.0972,-0.0812,0.0009,0.0709,1.2728,1.8846,358.9322,0.16911640381929224,-0.09157147497820003,0.7174509296044106,0.0,0.0,0.7301364541053772,-0.03937417964593393,-0.021112826039200006,1.0332165670970197
34,2.0587,2.0726,0.013999999999999999,0.004,0.035,0.1568,-0.0487,0.0629,-0.0858,-0.0011,0.0791,1.325,2.4005,359.0835,0.18181942358183245,-0.09714802557320006,0.7535637262904614,0.0,0.0,0.6956688761711121,-0.039973946768176505,-0.021112826039200006,1.0707083225001288
35,2.1141,2.1232,0.009000000000000001,-0.0192,0.0816,0.1254,-0.0461,0.0519,-0.0803,-0.005,0.0925,1.3928,2.7376,359.0517,0.19537034752650154,-0.10042542187440007,0.7944695513117173,0.0,0.0,0.751996636390686,-0.04066343832552611,-0.021112826039200006,1.1123632301532556
36,2.1655,2.1742,0.009000000000000001,-0.0109,0.2146,0.0372,-0.0399,0.0189,-0.0772,-0.0092,0.0993,1.4455,2.4871,358.5615,0.2078756503828906,-0.09790992982680005,0.8334979963976688,0.0,0.0,0.803273618221283,-0.0416999357567359,-0.021112826039200006,1.153638482003176
37,2.2175,2.2264,0.009000000000000001,-0.0056,0.2468,-0.1156,-0.0388,0.0051,-0.0811,-0.0136,0.1003,1.4956,2.2448,357.92400000000004,0.22034610423905104,-0.08882507149880016,0.8700644223736543,0.0,0.0,0.9048045873641968,-0.04340432123017711,-0.021112826039200006,1.2006574396380965
38,2.2844,2.2769999999999997,-0.006999999999999999,0.0248,0.0885,-0.1238,-0.0302,0.017,-0.0753,-0.0199,0.0974,1.5634,1.9181,357.2372,0.23500001404292695,-0.07325535528920009,0.9118213576883126,0.0,0.0,0.9627689123153687,-0.04650892855047141,-0.021112826039200006,1.2649918133499376
39,2.3403,2.3293,-0.011000000000000001,0.0991,0.0948,-0.1668,-0.0249,0.0275,-0.0798,-0.0259,0.091,1.6188,0.662,356.88300000000004,0.24427601549662342,-0.057342608621200164,0.9415220590725427,0.0,0.0,1.008352279663086,-0.049573882970830645,-0.021112826039200006,1.3212753155239607
40,2.3927,2.3793,-0.013000000000000001,0.099,-0.035,-0.1357,0.0398,0.0303,-0.059000000000000004,-0.0357,0.0782,1.699,359.6752,356.05800000000005,0.25016285209426503,-0.0433679834532002,0.9656594833903511,0.0,0.0,1.01947021484375,-0.053246343490768816,-0.021112826039200006,1.3745691706677896
41,2.4436,2.4302,-0.013000000000000001,0.0644,-0.1451,-0.0552,0.1127,0.0265,-0.0333,-0.0436,0.066,1.7697,358.9176,356.121,0.2543703960560235,-0.03347747526900023,0.987590720530219,0.0,0.0,0.9649960994720459,-0.05656917770947968,-0.021112826039200006,1.423574949014609
42,2.496,2.4816,-0.013999999999999999,0.0087,-0.1275,-0.0133,0.1033,0.0231,-0.0462,-0.0513,0.0589,1.8402,358.7986,356.1642,0.2585093185734775,-0.02672632539780026,1.0097922474435792,0.0,0.0,0.862492024898529,-0.05959257510658858,-0.021112826039200006,1.46866828909711
43,2.5494,2.5317,-0.018000000000000002,0.064,-0.0801,0.0287,0.0951,0.0195,-0.0477,-0.0579,0.0602,1.9074,358.8964,356.0427,0.2608396555235191,-0.022084754357400295,1.0331030490008497,0.0,0.0,0.7875285148620605,-0.062494849974263404,-0.021112826039200006,1.5106220448921415
44,2.6014,2.5983,-0.003,0.042,-0.1883,0.0935,0.0825,0.0162,-0.0366,-0.0603,0.0746,1.9654,358.8553,356.211,0.26190130112591353,-0.02255467180540032,1.0581946543952776,0.0,0.0,0.6958134174346924,-0.06488586069418498,-0.021112826039200006,1.5467252543764316
45,2.6673,2.6511,-0.016,0.0241,-0.1225,0.1642,0.0914,0.0099,-0.0199,-0.0638,0.094,2.0335,357.8871,356.8342,0.2621824675196842,-0.028363745207000367,1.0968978915028893,0.0,0.0,0.6059365272521973,-0.06709108305275756,-0.021112826039200006,1.5865955327439556
46,2.7187,2.7012,-0.018000000000000002,0.0064,-0.0198,0.1517,0.0762,0.0068,-0.0236,-0.0636,0.1057,2.0812,358.8925,357.7693,0.2625759358111077,-0.03340729207900041,1.1309959127373608,0.0,0.0,0.5342731475830078,-0.06815997862850785,-0.021112826039200006,1.614036362213404
47,2.7711,2.7527,-0.018000000000000002,-0.0547,0.2384,0.0822,0.0617,0.0078,-0.0277,-0.0636,0.1098,2.1314,359.6472,357.5909,0.2642464384183986,-0.03213398842780044,1.1680301895656724,0.0,0.0,0.5295114517211914,-0.06932628021081005,-0.021112826039200006,1.6417582390884313
48,2.8255,2.8034,-0.022000000000000002,-0.0559,0.113,0.0834,0.0456,0.0084,-0.0338,-0.0647,0.1079,2.1843,0.3861,357.6386,0.26753287020544014,-0.027534890136600508,1.2089600188431753,0.0,0.0,0.6308175325393677,-0.07074020602990251,-0.021112826039200006,1.6760455718192653
49,2.8899,2.9065,0.017,-0.0572,-0.0078,-0.1172,0.0147,0.0742,-0.026000000000000002,-0.0672,0.1014,2.2576,0.5284,357.6989,0.2739886458800019,-0.022407393563800563,1.2527432865340205,0.0,0.0,0.7553924322128296,-0.07269344149036991,-0.021112826039200006,1.7246536164827977
50,2.9533,2.9571,0.004,-0.1038,-0.0278,-0.0942,-0.0508,0.057,-0.0391,-0.0678,0.0886,2.3367,359.3691,356.98400000000004,0.2840843105246446,-0.01845460542940061,1.2924322100285413,0.0,0.0,0.8852835297584534,-0.07564655245274371,-0.021112826039200006,1.7807028497211137
51,3.0202,3.0081,-0.012,0.0167,-0.2383,0.0079,-0.0895,0.0326,-0.0388,-0.0676,0.0727,2.4256,358.1725,356.1536,0.29337516170912964,-0.024735674496400663,1.334758739900247,0.0,0.0,0.9899141788482666,-0.08008907067225457,-0.021112826039200006,1.846778933926094
52,3.0846,3.0595,-0.025,0.0355,-0.2263,0.0374,-0.1027,-0.0196,-0.0146,-0.0651,0.0663,2.5145,357.3295,356.2647,0.3008589800468661,-0.03997979115480072,1.3769090046194483,0.0,0.0,0.9613394737243652,-0.08412234551379474,-0.021112826039200006,1.9085576782344336
53,3.1365,3.1605,0.024,-0.004,-0.1327,0.0325,-0.0636,-0.0998,0.0288,-0.0653,0.071,2.5761,358.6464,356.0782,0.30682625723342927,-0.05576796629880071,1.411760508596618,0.0,0.0,0.8909431099891663,-0.08728492146486887,-0.021112826039200006,1.9546893468546858
54,3.1854,3.1605,-0.025,-0.004,-0.1327,0.0325,-0.0636,-0.0998,0.0288,-0.0656,0.0845,2.6317,356.6486,355.1503,0.3119451118266026,-0.07375320311940081,1.4454510165233505,0.0,0.0,0.7519821524620056,-0.0903937010266075,-0.021112826039200006,1.9913296269261096
55,3.2528,3.2632,0.01,-0.0003,-0.0762,0.1825,-0.0749,-0.1019,0.0272,-0.0706,0.098,2.6943,358.5473,354.39300000000003,0.31760565103181587,-0.10193502209660094,1.5000637758200102,0.0,0.0,0.5555741786956787,-0.0940523139753981,-0.021112826039200006,2.0285961665176284
56,3.3033,3.3139999999999996,0.011000000000000001,-0.0347,0.3306,0.0217,-0.0789,-0.0641,0.0318,-0.0735,0.1108,2.7388,358.6538,353.903,0.3223014908667174,-0.11478797596560099,1.5416489853634108,0.0,0.0,0.45301318168640137,-0.09648214367401763,-0.021112826039200006,2.0513439276594325
57,3.3622,3.3651,0.003,0.0211,0.1746,0.0659,-0.0676,-0.0168,0.0334,-0.0743,0.1204,2.8038,358.3513,353.5709,0.32653347209454747,-0.12384275106700104,1.5923283387487512,0.0,0.0,0.5644643902778625,-0.10020492608728777,-0.021112826039200006,2.084381796044817
58,3.4171,3.4314,0.013999999999999999,0.0764,0.1013,-0.1422,-0.0321,0.1063,0.0402,-0.0742,0.1213,2.8588,357.8615,354.1707,0.3291539471678802,-0.1292904725770011,1.6351144081520868,0.0,0.0,0.7206677198410034,-0.10422331243831172,-0.021112826039200006,2.1237418610789343
59,3.4685,3.4822,0.013999999999999999,0.11800000000000001,0.0054,-0.1326,-0.0149,0.1191,0.0416,-0.0766,0.1149,2.9112,357.2121,354.5926,0.32918422851589324,-0.13425107691380117,1.6714478116390479,0.0,0.0,0.8182000517845154,-0.10818649048767007,-0.021112826039200006,2.1656101885074293
60,3.5244,3.535,0.011000000000000001,-0.011000000000000001,-0.0014,-0.040999999999999995,0.0491,0.0655,0.065,-0.0817,0.1024,2.9623,356.986,354.5463,0.32963988863435817,-0.13968884779780122,1.7097443187428791,0.0,0.0,0.8559911251068115,-0.11273421014938949,-0.021112826039200006,2.21324349144238
61,3.5798,3.5863,0.006,-0.0718,-0.1259,0.0391,0.0805,0.0247,0.079,-0.0893,0.0831,3.0346,356.3039,354.724,0.33225147622933077,-0.1488647712930013,1.749066337421858,0.0,0.0,0.7128387689590454,-0.11636557009431445,-0.021112826039200006,2.252567446704127
62,3.6312,3.6371,0.006,-0.0777,-0.1756,0.0549,0.0761,-0.0387,0.0857,-0.0931,0.0725,3.0968,356.6266,355.2695,0.33690940203002534,-0.1619246693610014,1.7871069911985058,0.0,0.0,0.610274076461792,-0.11895246592156761,-0.021112826039200006,2.2838286828485477
63,3.6872,3.7033,0.016,0.0572,-0.2401,0.0031,0.0576,-0.0666,0.0812,-0.0981,0.0727,3.1483,357.2474,355.7211,0.34055056552951335,-0.18353229736100127,1.8284746209149456,0.0,0.0,0.666041910648346,-0.12173535131072077,-0.021112826039200006,2.3210230673382495
64,3.7555,3.7564,0.001,0.0945,-0.2097,0.0246,0.0467,-0.0475,0.068,-0.1036,0.0877,3.2019,355.7571,355.53,0.3404285177400494,-0.2194725153544015,1.879727376860331,0.0,0.0,0.7134314775466919,-0.12553302122732066,-0.021112826039200006,2.3696022221495268
65,3.8080000000000003,3.8223,0.013999999999999999,0.0091,-0.1479,0.1417,0.0532,-0.0548,0.052000000000000005,-0.1055,0.0975,3.2496,357.9763,356.0367,0.34017334614343625,-0.2510935618744017,1.9229243525718778,0.0,0.0,0.5049426555633545,-0.12736529043677078,-0.021112826039200006,2.3960483148419867
66,3.8594,3.8734,0.013999999999999999,-0.053,0.2272,0.0659,0.049,-0.0444,0.0381,-0.1028,0.1078,3.2841,358.5085,356.5275,0.34155217044145614,-0.27616958972400163,1.9670030505751368,0.0,0.0,0.35092273354530334,-0.12845780778091712,-0.021112826039200006,2.414052626350564
67,3.9158,3.9241,0.008,0.0211,0.1509,0.0864,0.0382,-0.0181,0.027000000000000003,-0.1021,0.1096,3.3151,359.2167,356.3993,0.3421312850788312,-0.2989808526264017,2.0180195804055003,0.0,0.0,0.42673611640930176,-0.1299693382559013,-0.021112826039200006,2.438073032314674
68,3.9752,3.9761,0.001,0.0038,0.5811,-0.2558,0.0357,0.0358,0.0232,-0.1026,0.10800000000000001,3.3480000000000003,359.6411,356.6292,0.343345689373435,-0.3029122466160018,2.0629094184337955,0.0,0.0,0.4834946393966675,-0.1316579814955588,-0.021112826039200006,2.466742926806087
69,4.0301,4.0288,-0.001,-0.0274,-0.0518,-0.0941,0.0287,0.1004,0.0168,-0.1031,0.1051,3.39,0.0382,356.2378,0.34517460207239864,-0.3080758397640019,2.101684844645677,0.0,0.0,0.6910470724105835,-0.13414733798081357,-0.021112826039200006,2.504599652673489
70,4.0855,4.0794,-0.006,-0.1024,0.0851,-0.1411,0.0179,0.0984,0.0063,-0.1009,0.1037,3.4203,359.8992,355.5212,0.34993262868751723,-0.31072684211520196,2.136842940285353,0.0,0.0,0.7207604646682739,-0.13726549064419147,-0.021112826039200006,2.5444078476241585
71,4.1369,4.1303,-0.006999999999999999,-0.0561,-0.0999,-0.073,-0.0328,0.0545,-0.0084,-0.09699999999999999,0.1027,3.4475,359.486,355.2605,0.35580234603070654,-0.31577296803360205,2.1677187117180083,0.0,0.0,0.7205641865730286,-0.14032569403392722,-0.021112826039200006,2.581318204764163
72,4.1909,4.1814,-0.01,0.0023,-0.121,-0.0516,-0.0831,0.0284,-0.0254,-0.0929,0.102,3.4824,358.62800000000004,354.5995,0.36166769937879323,-0.3245321382576022,2.1987510710218374,0.0,0.0,0.7549723982810974,-0.1441627038934423,-0.021112826039200006,2.6219057487003874
73,4.2438,4.2321,-0.012,0.0289,-0.0826,-0.0779,-0.0682,0.0265,-0.0276,-0.0913,0.1021,3.5079,357.2281,353.9676,0.3665142898271989,-0.3353781378668023,2.227004985578998,0.0,0.0,0.6067870855331421,-0.14753601848912118,-0.021112826039200006,2.653827041182244
74,4.2977,4.2828,-0.015,0.0003,0.0011,-0.0736,-0.0433,0.0588,-0.036000000000000004,-0.0923,0.1002,3.5304,358.4557,352.7713,0.37110558974043395,-0.3463978476602024,2.253809935591365,0.0,0.0,0.7001003623008728,-0.1522842717678463,-0.021112826039200006,2.691262521986532
75,4.3521,4.3341,-0.018000000000000002,-0.0598,0.0009,-0.0609,-0.0334,0.1145,-0.0491,-0.0911,0.1023,3.5445,359.1175,351.6596,0.3771858807669528,-0.35749367955140254,2.2794523947512824,0.0,0.0,0.7144981026649475,-0.15792232753573318,-0.021112826039200006,2.729720133936839
76,4.409,4.3851,-0.024,-0.055,0.0371,-0.0362,-0.0331,0.1334,-0.0551,-0.0907,0.1031,3.5687,359.6924,350.3117,0.3848264010077556,-0.36792229994380266,2.3055769360247136,0.0,0.0,0.6997213363647461,-0.16462257386802656,-0.021112826039200006,2.7689664428671965
77,4.4684,4.4877,0.019,0.0379,0.0738,-0.0508,-0.0682,0.1584,-0.0502,-0.0866,0.1052,3.5751,359.0966,351.5034,0.39233150764473984,-0.3762572687398028,2.330746611575243,0.0,0.0,0.6897944808006287,-0.17067648122164403,-0.021112826039200006,2.809490532612537
78,4.5218,4.5384,0.017,0.1004,-0.1048,-0.0205,-0.0377,0.1759,-0.0303,-0.0859,0.1035,3.5843,359.3259,351.211,0.39627773258852,-0.3866789876782029,2.352413180575443,0.0,0.0,0.6639553308486938,-0.17609390000404773,-0.021112826039200006,2.8445294227325424
79,4.5793,4.5898,0.011000000000000001,0.0212,0.0931,-0.14,-0.025,0.1937,-0.023,-0.0861,0.1007,3.5927,359.8307,351.4412,0.4006164810450138,-0.39488431967320303,2.371138140158316,0.0,0.0,0.6188890933990479,-0.18138998033548104,-0.021112826039200006,2.879719246177303
80,4.6337,4.6411,0.006999999999999999,-0.0219,-0.0075,-0.0273,-0.0183,0.1099,-0.0149,-0.0879,0.0992,3.5971,0.5602,351.3393,0.40543692025130923,-0.4028647902076032,2.3881737741751117,0.0,0.0,0.5647814869880676,-0.18601650213108153,-0.021112826039200006,2.910093024491574
81,4.6886,4.6912,0.003,-0.0286,0.0174,-0.0728,-0.0092,0.0676,-0.0028,-0.0895,0.1002,3.6015,0.2381,351.1978,0.4114230584500005,-0.4104046616698033,2.403382226870373,0.0,0.0,0.4632663130760193,-0.18990840502143108,-0.021112826039200006,2.935226804311124
82,4.75,4.7428,-0.006999999999999999,0.0376,-0.057,-0.0599,0.0089,0.0343,0.0109,-0.0916,0.1021,3.6099,359.621,351.2529,0.4170978389379982,-0.4209431315950034,2.417986313930631,0.0,0.0,0.47497373819351196,-0.19434337936662413,-0.021112826039200006,2.964050998566915
83,4.8054,4.8092,0.004,0.0338,-0.0153,-0.0546,0.064,0.0135,0.0384,-0.0924,0.1039,3.6162,359.2998,351.4969,0.4215115232099858,-0.43091197346260346,2.4293668509968063,0.0,0.0,0.5235307812690735,-0.19863193718701086,-0.021112826039200006,2.9927357922944813
84,4.8658,4.8594,-0.006,0.0376,0.0343,-0.0174,0.0721,0.0123,0.0377,-0.09300000000000001,0.1064,3.6213,359.0469,351.7514,0.42513750203490724,-0.44055423779780367,2.4409445060232375,0.0,0.0,0.501224935054779,-0.20297529874825396,-0.021112826039200006,3.022696590737737
85,4.9362,4.9128,-0.023,0.0038,0.0644,0.0082,0.0601,0.0156,0.0322,-0.09300000000000001,0.1052,3.6239999999999997,358.7163,352.2304,0.429239759048276,-0.4486649718138038,2.4547728568046465,0.0,0.0,0.48275643587112427,-0.207569869263852,-0.021112826039200006,3.0563706419655876
86,5.0001,5.0145,0.013999999999999999,-0.0375,0.0074,0.0509,0.0575,-0.0526,0.0602,-0.0919,0.1033,3.6233,359.2832,352.7408,0.4343061060693355,-0.45573073105560385,2.469500847083011,0.0,0.0,0.46895283460617065,-0.2113563315875766,-0.021112826039200006,3.086096540120253
87,5.0680000000000005,5.0655,-0.002,-0.0325,-0.0252,0.0323,0.0587,-0.0667,0.0617,-0.0907,0.0992,3.6205,0.1407,353.7934,0.4412782101648745,-0.4643773781990041,2.486658821212524,0.0,0.0,0.48498332500457764,-0.2149165611849284,-0.021112826039200006,3.1188338870887757
88,5.1369,5.1166,-0.02,-0.0294,0.0051,-0.0352,0.0422,-0.0541,0.0491,-0.0897,0.0982,3.6211,0.7449,353.8862,0.44991558307487045,-0.47291410363260417,2.5025753970131985,0.0,0.0,0.509158194065094,-0.21865281252590577,-0.021112826039200006,3.1537153571957464
89,5.2028,5.2189,0.016,0.025,-0.031,0.0153,-0.0224,-0.0371,0.0117,-0.0899,0.0994,3.6217,0.3485,354.3325,0.45717211051748763,-0.4823984740722043,2.518277035057037,0.0,0.0,0.5266767144203186,-0.2220804112550578,-0.021112826039200006,3.1882536912206003
