,dt[s],sensor_dt[s],pos-sens_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y,old_x,old_y,old_z,raw_pred_x,raw_pred_y,raw_pred_z,pred_x,pred_y,pred_z
10,0.6799,0.6705,-0.009000000000000001,0.0574,0.0645,-0.0021,7.6656,357.5245,72.4661,0.0133,0.0143,0.2915,8.357000000000001,3.5202,-0.06057632693558265,-0.030830398229400018,0.0708424045006966,0.0,0.0,0.4838939309120178,0.04255412097523478,-0.027689153269400017,0.12381875888602906
11,0.7501,0.7718,0.022000000000000002,0.0229,0.0475,0.0864,7.9792,357.7392,73.7054,0.0161,0.0075,0.3363,8.2129,4.1089,-0.07615067676731606,-0.02805482360940002,0.08578601078508699,0.0,0.0,0.493794322013855,0.045037904979384875,-0.027689153269400017,0.15839402126627738
12,0.8198,0.8218,0.002,-0.0196,0.0723,0.0473,8.1506,357.7121,74.3063,0.0174,0.0009,0.3905,7.4098,4.8417,-0.0903031935212177,-0.021856866950800025,0.10298485933751957,0.0,0.0,0.5218314528465271,0.04810778412409959,-0.027689153269400017,0.1946358883595543
13,0.8703,0.8731,0.003,0.0009,0.033,0.0289,8.1717,357.6581,75.1669,0.0188,-0.0017,0.4336,7.416,5.3986,-0.10039000582255446,-0.016541487531800028,0.1162662749672054,0.0,0.0,0.5690984725952148,0.05081170831913891,-0.027689153269400017,0.22324788050561756
14,0.9199,0.9238,0.004,0.017,-0.0394,0.083,8.1288,357.6432,75.66,0.0188,-0.0011,0.4772,8.2254,5.2698,-0.11055069070975465,-0.012270754626200024,0.13131896842691979,0.0,0.0,0.5957419872283936,0.05352563991772967,-0.027689153269400017,0.25267178759481707
15,0.9748,0.9754,0.001,0.0077,-0.146,0.1039,8.6461,357.6042,76.3371,0.0187,0.0059,0.5223,8.1512,5.2542,-0.12174707578238626,-0.011856118752800024,0.15105391010650598,0.0,0.0,0.5838397145271301,0.056460862758780525,-0.027689153269400017,0.284589909026231
16,1.0247,1.0265,0.002,-0.006,-0.0915,0.122,9.5292,357.3427,77.3171,0.019,0.0143,0.5678,6.0992,5.4872,-0.13142030659578938,-0.01371203767640002,0.17198214786813584,0.0,0.0,0.5544111728668213,0.059106294707482146,-0.027689153269400017,0.3121282535214106
17,1.08,1.0779,-0.002,-0.0212,0.0228,0.0933,10.0399,357.1794,77.9246,0.0212,0.0237,0.6256,5.7758,7.0514,-0.14052944851180313,-0.015085497896000017,0.1981561376459633,0.0,0.0,0.5301256775856018,0.06270511212573593,-0.027689153269400017,0.3412224700577256
18,1.1349,1.1287,-0.006,-0.0072,0.0376,0.05,10.4638,356.7798,79.0115,0.0236,0.0317,0.6705,6.0569,7.7855,-0.1488282693581257,-0.015338421098000012,0.225688976470856,0.0,0.0,0.5025065541267395,0.06644226318843433,-0.027689153269400017,0.3685557815585499
19,1.1798,1.1801,0.0,0.0215,0.0609,0.0255,10.4747,356.7106,79.2905,0.0272,0.0335,0.713,5.5636,7.9724,-0.15589276860941667,-0.014342079411800011,0.24878659243134016,0.0,0.0,0.5059071779251099,0.06959277645283109,-0.027689153269400017,0.3910514710146813
20,1.2401,1.2312,-0.009000000000000001,0.0091,0.1737,-0.0251,10.1746,356.6519,79.613,0.0314,0.0316,0.7553,6.2234,8.1286,-0.16574315314864632,-0.006814437497000004,0.27899251044716666,0.0,0.0,0.5185332298278809,0.07401386468280298,-0.027689153269400017,0.42200488596216446
21,1.2948,1.2813,-0.013000000000000001,-0.0271,0.0855,-0.0671,9.269,356.6023,79.8051,0.037000000000000005,0.0274,0.8001,5.9708,8.1581,-0.17415723937259517,0.0025211921391999946,0.3043374415368241,0.0,0.0,0.5366865396499634,0.07817973714566889,-0.027689153269400017,0.45106455725301914
22,1.3499,1.3326,-0.017,-0.0654,-0.0232,-0.0395,8.752,356.4791,80.1121,0.046,0.016,0.8654,5.9298,8.2256,-0.18084509289874268,0.011234822400200021,0.32843613511722247,0.0,0.0,0.5666705369949341,0.08264692604170894,-0.027689153269400017,0.48196688863636933
23,1.4033,1.383,-0.02,-0.0401,0.0131,-0.0963,8.2369,356.3036,80.4937,0.0558,0.0041,0.9245,5.7786,8.6725,-0.1864422357363821,0.020045694347000004,0.3490118219366024,0.0,0.0,0.5871243476867676,0.08737444636639599,-0.027689153269400017,0.5129608566942344
24,1.4552,1.4347,-0.02,-0.0294,-0.1366,-0.0313,7.4468,356.1007,80.8537,0.0665,-0.0028,0.9809,5.6236,8.6995,-0.19123054721444685,0.025003188056000006,0.36807798482818244,0.0,0.0,0.5865586400032043,0.09197892516135389,-0.027689153269400017,0.5430530166687433
25,1.5102,1.4853,-0.025,-0.0151,-0.1584,-0.0044,7.0787,355.9847,81.0669,0.0755,-0.004,1.0368,5.2015,8.2245,-0.19604781898980883,0.025561026106000008,0.3880470805999152,0.0,0.0,0.5821747779846191,0.0965593997596003,-0.027689153269400017,0.5747433125907155
26,1.5599,1.5364,-0.024,-0.0214,-0.1243,0.0099,6.3425,355.9109,80.9722,0.0833,0.0002,1.0917,5.7247,7.7049,-0.20001886290138182,0.023056193420400002,0.40621969559275484,0.0,0.0,0.5689575672149658,0.10035054920643861,-0.027689153269400017,0.6027652097756874
27,1.6198,1.6394,0.02,-0.0362,-0.124,0.114,6.3797,355.5189,80.9137,0.0908,0.0158,1.1629,4.5764,6.2607,-0.20365294824966307,0.015677140693200028,0.43184012706312724,0.0,0.0,0.5613328218460083,0.10401731302885496,-0.027689153269400017,0.6361885129090877
28,1.675,1.6906,0.016,-0.0705,-0.0427,0.1056,7.1538,354.8251,81.9144,0.095,0.0256,1.2143,4.2366,5.7324,-0.20480980833804094,0.00760201438920001,0.45834567120192876,0.0,0.0,0.5762568712234497,0.10719451095439668,-0.027689153269400017,0.6678388213476265
29,1.7398,1.7409999999999999,0.001,0.0016,0.1104,0.0814,7.7914,354.5644,82.2984,0.0986,0.0395,1.2779,5.2243,5.2833,-0.20616883025027838,0.0026655436500000133,0.4927907647655444,0.0,0.0,0.5877024531364441,0.11070121824566206,-0.027689153269400017,0.7057601471939335
30,1.8049,1.7914,-0.013000000000000001,0.006999999999999999,0.2196,-0.017,8.4853,354.7092,81.8437,0.1018,0.0467,1.3415,5.088,5.1885,-0.20794478425413424,0.0068267554404000015,0.5267161517829668,0.0,0.0,0.5919967293739319,0.11418640257764746,-0.027689153269400017,0.7441412234620292
31,1.87,1.8934,0.023,0.0521,0.2322,-0.0902,8.2637,355.8734,79.3107,0.1039,0.0412,1.409,5.0311,4.8713,-0.21238267638064062,0.020631813266400054,0.5570822360477732,0.0,0.0,0.5914958715438843,0.11745628105298875,-0.027689153269400017,0.7825085180078364
32,1.9398,1.9446,0.005,0.0479,0.0502,-0.0958,8.1569,356.1354,78.7138,0.1064,0.0313,1.4803,4.7101,4.9289,-0.21977981272361582,0.03783039841280003,0.5852847652168064,0.0,0.0,0.5758994221687317,0.12091005293581722,-0.027689153269400017,0.8225576497083914
33,2.0001,1.9949,-0.005,0.0216,-0.0375,-0.0947,7.4118,356.5701,77.8428,0.1081,0.018000000000000002,1.5575,3.6362,5.3265,-0.22708057361618597,0.05135193883820009,0.606404112595713,0.0,0.0,0.5662094354629517,0.12407953259683674,-0.027689153269400017,0.8565526471912399
34,2.0698,2.0614,-0.008,0.0017,-0.1333,-0.0238,6.8848,356.8367,77.4019,0.1091,0.0067,1.6372,2.8581,6.9876,-0.23502643183993893,0.06063499746220008,0.6299352217078558,0.0,0.0,0.5753288865089417,0.12895793087314095,-0.027689153269400017,0.896355224824966
35,2.1348,2.1123,-0.022000000000000002,0.0036,-0.2303,0.013999999999999999,6.456,357.0995,76.91199999999999,0.1118,0.0057,1.7148,3.4815,8.1675,-0.2420482374270192,0.05975651076220012,0.6526224838778575,0.0,0.0,0.572527289390564,0.13424486890018225,-0.027689153269400017,0.9331920333394486
36,2.1999,2.2143,0.013999999999999999,-0.0089,-0.1257,0.0712,5.8514,357.6107,75.3496,0.1141,0.0184,1.7867,4.2828,8.2527,-0.24825677629438797,0.05365603754560014,0.6782285161252424,0.0,0.0,0.541591227054596,0.13930571704899636,-0.027689153269400017,0.9680845166235914
37,2.2549,2.2655,0.011000000000000001,-0.0214,-0.0829,0.0905,6.1658,357.4149,75.4577,0.11699999999999999,0.0291,1.8406,3.2786,8.2372,-0.2524957004517464,0.046044457415600135,0.7024247594589883,0.0,0.0,0.5284624695777893,0.14346996645683718,-0.027689153269400017,0.9968500965181438
38,2.3051,2.3194,0.013999999999999999,-0.0339,0.0901,0.1066,6.7077,357.22,75.7589,0.1221,0.0404,1.8891,4.6791,9.2264,-0.2547343562728015,0.04132230556160016,0.7270371742902653,0.0,0.0,0.5278849601745605,0.14771884267489274,-0.027689153269400017,1.023007079829579
39,2.3553,2.3704,0.015,-0.0218,0.1186,0.0601,7.9494,356.3344,77.5541,0.1265,0.0484,1.9378,4.7867,9.4755,-0.25609060381137266,0.039529145798800173,0.753034459947656,0.0,0.0,0.529197096824646,0.15209224265935947,-0.027689153269400017,1.049210314059792
40,2.405,2.4213,0.016,0.0346,0.1807,-0.0052,8.3423,356.1274,77.9566,0.1324,0.0497,1.9896,3.6906,10.0072,-0.2580411279403762,0.042128029770400144,0.7788057439676479,0.0,0.0,0.5515198111534119,0.15685542418595244,-0.027689153269400017,1.0762038227162782
41,2.4601,2.4718,0.012,-0.0052,0.3509,-0.0838,8.2988,356.0271,78.1853,0.1386,0.0448,2.0414,4.1181,10.5013,-0.2602594111021804,0.05544957936140029,0.8049149827608025,0.0,0.0,0.5787825584411621,0.16266779402695294,-0.027689153269400017,1.1075605934299444
42,2.5103,2.5229,0.013000000000000001,-0.0488,0.0157,-0.018000000000000002,8.4117,355.82099999999997,78.7233,0.1463,0.0383,2.0949,4.0661,10.4172,-0.2612103966724312,0.06797418729780029,0.8280442327120019,0.0,0.0,0.584876298904419,0.16797664774877702,-0.027689153269400017,1.1364374366373036
43,2.5601,2.5734,0.013000000000000001,-0.0852,0.0427,-0.0574,8.2087,355.4939,79.83,0.1586,0.0275,2.169,3.7159,10.125,-0.26047757048496467,0.0814367950998003,0.8492467028400723,0.0,0.0,0.6069913506507874,0.17329064745433453,-0.027689153269400017,1.1661948495639374
44,2.6098,2.6244,0.015,-0.0253,-0.0582,-0.0747,7.7112,355.4499,80.2121,0.1677,0.0193,2.2312,3.2332,9.4536,-0.259687101997109,0.09346352902040037,0.8685294272199942,0.0,0.0,0.629299521446228,0.17842772430399978,-0.027689153269400017,1.1970462719890198
45,2.6649,2.6755,0.011000000000000001,-0.0391,-0.2552,0.0297,7.5078,355.3535,80.714,0.1749,0.0153,2.2906,2.6724,8.7535,-0.25778775642073615,0.09920405100060042,0.8906126957005552,0.0,0.0,0.6214798092842102,0.18363903464567563,-0.027689153269400017,1.230890948150251
46,2.7151,2.7266,0.011000000000000001,-0.011000000000000001,-0.1946,0.0153,7.3068,355.2473,80.964,0.1814,0.0171,2.3473,2.5752,8.0003,-0.25600034082834955,0.09962815495780046,0.9110894933526968,0.0,0.0,0.6136564612388611,0.18792649889965266,-0.027689153269400017,1.261396682518397
47,2.7699,2.7782,0.008,-0.0147,-0.1192,0.0535,7.0582,355.2684,80.8414,0.1854,0.0244,2.4024,3.6235,7.0101,-0.25381418117993004,0.09658308982420052,0.9349829577767188,0.0,0.0,0.5962972640991211,0.19191455167358298,-0.027689153269400017,1.2938295000137556
48,2.8199,2.8294,0.01,0.0202,-0.1033,0.0521,6.7934,355.3637,80.6944,0.1879,0.0384,2.4565,2.1447,5.9909,-0.25256657626531903,0.09127389572420053,0.9581367266857197,0.0,0.0,0.5978223085403442,0.19503430254692394,-0.027689153269400017,1.3235573646521646
49,2.8754,2.8802,0.005,0.0346,0.0425,0.0666,6.9091,355.5598,80.3626,0.1897,0.0521,2.5069,3.1603,5.7006,-0.25215156019439094,0.08666361439820057,0.9859483174452753,0.0,0.0,0.5820366740226746,0.19824296854346696,-0.027689153269400017,1.3557006463624974
50,2.9301,2.9313,0.001,0.022000000000000002,0.0784,0.0647,7.3947,355.5469,80.5767,0.1938,0.0671,2.5746,2.8656,5.8265,-0.25213146450879764,0.0844186701666006,1.0153109067112842,0.0,0.0,0.5685059428215027,0.20139985291873536,-0.027689153269400017,1.3866372686404018
51,2.9901,2.9984,0.008,0.0561,0.1646,0.061,8.3421,355.5645,80.6473,0.1957,0.0691,2.6283,1.9838,4.8258,-0.25446306330676566,0.08776329648660064,1.0498249277702199,0.0,0.0,0.577810525894165,0.20431640530304054,-0.027689153269400017,1.4211830026171512
52,3.0499,3.0502,0.0,0.0625,0.3261,-0.0493,8.3786,356.324,78.9703,0.1988,0.0631,2.701,1.9314,3.5282,-0.25985777171196495,0.10252501116340071,1.0825727955007243,0.0,0.0,0.5888922214508057,0.20648357570548861,-0.027689153269400017,1.4563320105916588
53,3.1098,3.1011,-0.009000000000000001,0.0528,0.075,-0.022000000000000002,8.5401,356.7843,78.0376,0.1984,0.0489,2.7771,1.5973,2.2197,-0.2678943100229667,0.11994859833180072,1.1145423874227156,0.0,0.0,0.580894947052002,0.20783125770809702,-0.027689153269400017,1.491101509330828
54,3.1702,3.1516,-0.019,-0.0003,0.0928,-0.046,8.5072,357.0809,77.8969,0.1938,0.0335,2.8565,0.4636,1.7448,-0.2763041974433327,0.14083540708860076,1.145066408802685,0.0,0.0,0.5819017887115479,0.20890140245675504,-0.027689153269400017,1.5262320818156307
55,3.23,3.2537,0.024,0.0096,-0.1764,-0.0022,8.154,357.379,78.7189,0.1893,0.0263,2.9152,0.9005,1.5663,-0.2850630682004876,0.15533275912140082,1.1751932501703202,0.0,0.0,0.5884321928024292,0.2098632269454373,-0.027689153269400017,1.5614071793841202
56,3.3002,3.3044,0.004,0.0282,-0.2956,0.0448,8.2439,357.6028,78.7912,0.1814,0.0314,2.9917,1.2334,359.8923,-0.2977399535981966,0.1580754492534009,1.2124051224271346,0.0,0.0,0.6135017275810242,0.20978227156513965,-0.027689153269400017,1.6044749245735779
57,3.3501,3.3553,0.005,0.0351,-0.1627,0.0577,8.3932,357.6911,79.4154,0.1758,0.0442,3.0498,359.8383,358.45599999999996,-0.30830533847192915,0.15605480394280094,1.2400065301668608,0.0,0.0,0.6342441439628601,0.20892950706902452,-0.027689153269400017,1.6361122165627313
58,3.4103,3.4076,-0.003,0.0639,-0.0818,0.0887,8.73,357.8545,79.7674,0.1672,0.0592,3.1193,0.9423,356.4818,-0.32464959619352335,0.150711896098401,1.2758513873327768,0.0,0.0,0.6307979226112366,0.2065992078623709,-0.027689153269400017,1.6740146839668817
59,3.4701,3.4581,-0.012,0.0295,-0.0384,0.1099,9.1546,357.9556,80.0759,0.1615,0.0698,3.1637,2.0343,355.1111,-0.3430906629136484,0.14405875393000103,1.3148088586520779,0.0,0.0,0.6094925999641418,0.20349299641840674,-0.027689153269400017,1.7103297385047518
60,3.5352,3.5098,-0.025,0.024,0.1755,0.0344,9.4113,357.9929,80.9146,0.1504,0.0728,3.2241,1.0215,352.6662,-0.36612802609460277,0.14410490540320112,1.3576138762679961,0.0,0.0,0.5746427774429321,0.19871771656445564,-0.027689153269400017,1.7474329499518193
61,3.6001,3.6113,0.011000000000000001,-0.0386,0.3504,-0.0506,10.0531,357.7019,83.4041,0.136,0.0608,3.2853,1.8396,350.7358,-0.3886102742432488,0.15861462046920108,1.3976846261762197,0.0,0.0,0.5629473328590393,0.1928360047562822,-0.027689153269400017,1.7834916838439638
62,3.65,3.679,0.028999999999999998,0.0013,0.0266,-0.0578,10.1338,357.9527,83.7212,0.1224,0.0505,3.3329,1.6898,348.1905,-0.40698987853525015,0.1704198762420011,1.4263088961317012,0.0,0.0,0.593038022518158,0.18677963257469302,-0.027689153269400017,1.812457908526482
63,3.7199,3.7314,0.011000000000000001,-0.0149,0.0354,-0.1018,9.5013,358.2022,84.1086,0.1017,0.0369,3.397,1.1844,344.0643,-0.43353007227754764,0.18865175204400117,1.4599580889937553,0.0,0.0,0.6536241769790649,0.17423551735629628,-0.027689153269400017,1.8563904553330541
64,3.7799,3.7985,0.019,0.0313,-0.2471,-0.0043,8.9617,358.3316,84.7086,0.0737,0.0273,3.4589,1.5355,338.7197,-0.45987659113216495,0.19558374284400118,1.4860518364491786,0.0,0.0,0.6739051938056946,0.15956065763138527,-0.027689153269400017,1.894067796652633
65,3.83,3.8499,0.02,0.0476,-0.2602,0.0503,8.9133,358.481,84.76799999999999,0.0498,0.0246,3.5037,2.588,334.0647,-0.48516569477077537,0.1949715300624012,1.506583461679229,0.0,0.0,0.7096781730651855,0.14401052177696874,-0.027689153269400017,1.9260418879727375
66,3.8801,3.9002,0.02,0.0682,-0.1397,0.0326,8.7929,358.5583,84.6942,0.0283,0.0298,3.5431,3.0642,330.2665,-0.5136137555094183,0.1909229629902012,1.5252590683540026,0.0,0.0,0.7149916291236877,0.1262444672363702,-0.027689153269400017,1.957146825246108
67,3.9399,3.9513,0.011000000000000001,0.0555,-0.0725,0.0316,8.3775,358.6695,84.1656,-0.0065,0.0314,3.5921,3.0331,325.6209,-0.5514941831360636,0.1835497651946012,1.5445428110221713,0.0,0.0,0.662753701210022,0.10386524579881072,-0.027689153269400017,1.9898564428652044
68,3.9951,4.0015,0.006,0.0894,-0.0115,0.0538,8.2677,358.8209,83.1655,-0.0353,0.0358,3.6179,7.0713,321.3263,-0.5907836009434396,0.17640033505220123,1.559260812710725,0.0,0.0,0.5743128657341003,0.08405511808297966,-0.027689153269400017,2.014606798299429
69,4.0501,4.0525,0.002,0.081,0.0742,0.0341,8.3885,358.9975,81.462,-0.0661,0.0461,3.6437,6.7519,318.3995,-0.6330951797285373,0.17147646764220126,1.5710691809986015,0.0,0.0,0.49517303705215454,0.06597323060712511,-0.027689153269400017,2.034972560342536
70,4.1002,4.1031,0.003,0.0739,0.0908,0.0583,8.7131,359.1579,79.8312,-0.1019,0.0478,3.6687,6.3815,315.03700000000003,-0.6745013141463175,0.16922477935440125,1.5792765552624937,0.0,0.0,0.4711543321609497,0.04929287594735463,-0.027689153269400017,2.0516744723325013
71,4.1652,4.1544,-0.011000000000000001,-0.0123,0.2491,-0.1444,8.4487,359.1183,77.5623,-0.1566,0.0413,3.7009,6.8806,309.9961,-0.7240420165351039,0.17661741278440113,1.5817107213805308,0.0,0.0,0.48750418424606323,0.025017247926252092,-0.027689153269400017,2.072041327194842
72,4.2202,4.2052,-0.015,0.0731,-0.0555,0.0074,8.524,358.9893,75.8956,-0.2045,0.0347,3.7251,5.6295,307.1184,-0.7674942783578775,0.1812274204944011,1.5800676890788812,0.0,0.0,0.47455263137817383,0.0042050496569243714,-0.027689153269400017,2.087791978230299
73,4.2699,4.2565,-0.013000000000000001,0.1394,0.1679,-0.1292,8.9953,358.8841,69.6137,-0.2504,0.026000000000000002,3.7483,3.7391,304.368,-0.8059661858319208,0.18945752658560094,1.5721496894970386,0.0,0.0,0.4901620149612427,-0.015903266979368794,-0.027689153269400017,2.101543940402894
74,4.3199,4.3084,-0.011000000000000001,0.0682,0.12,-0.0895,8.1163,358.5143,61.8039,-0.2947,0.0183,3.7688,3.1855,302.0115,-0.8433364593774906,0.2006773113856008,1.560020050777931,0.0,0.0,0.5564653873443604,-0.039495777792011286,-0.027689153269400017,2.1162927624519976
75,4.37,4.3594,-0.011000000000000001,0.0412,-0.063,-0.0192,7.5418,358.0491,55.9992,-0.3391,0.0136,3.7883,3.9607,299.6155,-0.8803308671938271,0.21036985558120078,1.545196917155109,0.0,0.0,0.6857981085777283,-0.06936571427748793,-0.027689153269400017,2.133271938000985
76,4.428,4.4104,-0.018000000000000002,0.07,-0.1587,0.0043,6.95,357.0488,46.1977,-0.3987,0.0194,3.8108,5.1207,296.645,-0.9233735106394042,0.21635887038920065,1.5238409872765675,0.0,0.0,0.7792022228240967,-0.10975997277047109,-0.027689153269400017,2.1535395726641555
77,4.4901,4.5116,0.021,0.0061,-0.0749,0.0399,5.5061,354.7928,25.448,-0.4624,0.0346,3.8348,2.627,294.2185,-0.9699192112474172,0.2199405645206005,1.499453102194007,0.0,0.0,0.8334206342697144,-0.15696028101555345,-0.027689153269400017,2.1747705534383477
78,4.5502,4.5787,0.028999999999999998,-0.0769,-0.0069,0.0248,3.4986,353.42199999999997,12.3551,-0.514,0.0544,3.8534,4.0062,290.802,-1.0133331524064753,0.2231626620678004,1.476064505219302,0.0,0.0,0.9106051921844482,-0.20812015520162258,-0.027689153269400017,2.194206410116044
79,4.6152,4.6295,0.013999999999999999,-0.0611,0.0442,-0.0038,1.0776,352.6414,358.3429,-0.5524,0.0585,3.8679,3.0975,288.5323,-1.0582947790999067,0.2284775607478002,1.4512779956472976,0.0,0.0,0.9390612840652466,-0.2659939393967545,-0.027689153269400017,2.2136069927176862
80,4.6602,4.6803,0.02,-0.0599,0.3418,-0.0677,0.2607,352.0619,352.3961,-0.5946,0.0562,3.8833,3.1859,287.2943,-1.0874078969686929,0.23894012698780007,1.4341851663384395,0.0,0.0,0.9367408752441406,-0.30624154227471545,-0.027689153269400017,2.2261383327884086
81,4.7103,4.7306,0.02,-0.0938,0.2777,-0.0592,357.2076,353.4779,335.9967,-0.6404,0.0486,3.898,4.56,285.8023,-1.11728452630014,0.2574193425496002,1.416141211616866,0.0,0.0,0.9654566049575806,-0.3527828973933245,-0.027689153269400017,2.2393102267102876
82,4.7802,4.7816,0.001,-0.0978,0.1858,-0.1219,355.7625,353.8505,330.98,-0.7076,0.0346,3.9184,4.8976,284.3456,-1.151500008560163,0.2920983635961999,1.393005288337872,0.0,0.0,1.0062034130096436,-0.4209234325283189,-0.027689153269400017,2.2567367975886548
83,4.8398,4.8326,-0.006999999999999999,-0.052000000000000005,0.0332,-0.1247,354.3952,355.4569,321.9314,-0.7802,0.0173,3.9388,5.0548,282.8244,-1.1755052979444593,0.32282304508020004,1.3733124952387776,0.0,0.0,1.0505139827728271,-0.48197223846575443,-0.027689153269400017,2.2706340888720034
84,4.8903,4.8843,-0.006,-0.0324,-0.22,-0.0044,353.8748,356.1265,318.3774,-0.8392,0.0044,3.9538,4.2348,282.0636,-1.1953452239935787,0.3433582029751998,1.357126772074469,0.0,0.0,1.0836225748062134,-0.5354866885816099,-0.027689153269400017,2.2820710375067716
85,4.9603,4.9355,-0.025,-0.0447,-0.2501,0.0397,352.8671,357.2694,313.6832,-0.9159,0.003,3.9695,5.2292,280.1158,-1.2235674091644735,0.35981297627519976,1.3362173142662088,0.0,0.0,1.0857425928115845,-0.610307202788106,-0.027689153269400017,2.295419889341935
86,5.0102,4.9889,-0.021,-0.0328,-0.1715,0.0549,352.194,358.2507,310.0272,-0.9676,0.0181,3.9791,6.1051,278.3685,-1.24443087567726,0.3673579191491997,1.3216921923580018,0.0,0.0,1.038377046585083,-0.6615705168782389,-0.027689153269400017,2.3029610012654818
87,5.0799,5.0903,0.01,0.0004,-0.1401,0.1049,351.645,357.5887,310.16900000000004,-1.0372,0.0394,3.9891,3.0566,278.183,-1.27845306893564,0.37122658656299956,1.30200135499612,0.0,0.0,0.9552285671234131,-0.7274720699412657,-0.027689153269400017,2.312437601567067
88,5.145,5.1418,-0.003,0.006999999999999999,-0.0595,0.1133,351.4231,356.9013,311.3062,-1.1018,0.0562,3.9918,4.6532,277.4183,-1.3146853943889283,0.37236874939739945,1.283506857535431,0.0,0.0,0.832240104675293,-0.7811974225926458,-0.027689153269400017,2.3194327563827937
89,5.2003,5.1927,-0.008,0.0096,0.0426,0.1108,350.8138,355.4358,313.955,-1.1513,0.0618,3.9968,3.6871,276.4558,-1.3485270343847977,0.3746156651537994,1.267369161917677,0.0,0.0,0.717453122138977,-0.8206209956685189,-0.027689153269400017,2.32389370032144
90,5.2502,5.2605,0.01,0.0057,0.3683,-0.0554,350.9386,354.4147,315.9128,-1.2028,0.0552,4.0027,3.7836,275.161,-1.3773933364330555,0.3856304641083994,1.251860848577543,0.0,0.0,0.6354365944862366,-0.8522007318880409,-0.027689153269400017,2.326746009118994
91,5.3024,5.312,0.01,0.02,0.2768,-0.0729,351.5418,353.6154,317.7912,-1.2569,0.0426,4.0089,4.7423,274.3722,-1.4054636482867044,0.4045444691847989,1.2345426293888928,0.0,0.0,0.6028534173965454,-0.8835781012008487,-0.027689153269400017,2.329145052190829
