,dt[s],sensor_dt[s],pos-sens_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y,old_x,old_y,old_z,raw_pred_x,raw_pred_y,raw_pred_z,pred_x,pred_y,pred_z
79,4.2803,4.2832,0.003,-0.0893,0.2998,-0.0599,2.5715,350.3393,36.9066,1.3092,0.0459,3.7282,3.9674,87.3023,1.1738517688539587,-0.2887651335785961,1.0886790871554601,0.0,0.0,1.0278950929641724,1.0038965920358611,-0.004723375815199995,2.451497880366502
80,4.3304,4.3338,0.003,-0.0565,0.0244,0.0257,3.0021,349.4197,36.3904,1.3687,0.0344,3.7256,3.043,88.3804,1.2059028273865646,-0.290133534116996,1.0429538227905093,0.0,0.0,1.0840071439743042,1.0581836538712792,-0.004723375815199995,2.4530328407381448
81,4.3801,4.3844,0.004,-0.0688,0.0838,-0.1011,2.5,349.3265,35.6201,1.4331,0.0191,3.7227,2.3291,88.7629,1.2349836746082061,-0.2894624725901959,0.9956644996121974,0.0,0.0,1.0627309083938599,1.1109890689093056,-0.004723375815199995,2.4541731643850517
82,4.4401,4.4399,-0.0,0.0148,-0.1927,0.0127,1.6173,349.5029,34.2339,1.4985,0.0102,3.7196,1.5025,88.79,1.2705012608033062,-0.2954507939501959,0.939089663585861,0.0,0.0,1.0525121688842773,1.1741257172571669,-0.004723375815199995,2.4555067129356174
83,4.4902,4.5013,0.011000000000000001,0.015,-0.1834,-0.03,0.9517,349.7874,32.8402,1.5596,0.0101,3.7169,2.318,88.9675,1.2992674838057379,-0.30496233345899576,0.8921136397487137,0.0,0.0,1.013092041015625,1.2248733875154145,-0.004723375815199995,2.4564213115763716
84,4.5604,4.555,-0.005,0.0176,-0.1009,-0.0301,0.6094,350.2634,31.2613,1.6413,0.0214,3.7125,0.9,88.742,1.3383614093369163,-0.3231628243493956,0.8272679634829129,0.0,0.0,0.9804574251174927,1.2936849092155012,-0.004723375815199995,2.4579323968259232
85,4.6103,4.6054,-0.005,0.0416,-0.1959,0.0551,0.8722,350.3376,30.4481,1.6961,0.0331,3.7097,2.8054,89.0821,1.367204421577679,-0.3408805813223955,0.7820463548596578,0.0,0.0,0.9920986890792847,1.343184281052793,-0.004723375815199995,2.4587254632827737
86,4.6701,4.6568,-0.013000000000000001,0.0633,-0.1238,0.0793,1.1107,350.1649,29.5869,1.7678,0.0527,3.7062,3.8279,89.6964,1.4039540715229644,-0.36645207923799544,0.729718506634582,0.0,0.0,0.8815450072288513,1.395899932414853,-0.004723375815199995,2.4590047966242463
87,4.7402,4.7596,0.019,0.0579,0.2537,0.0721,1.2649,349.1605,29.1405,1.851,0.0608,3.6999,1.4112,91.0694,1.4490749255561686,-0.38421052597759536,0.6700860691949698,0.0,0.0,0.8120225667953491,1.4528127996693467,-0.004723375815199995,2.4579424201416757
88,4.7904,4.8106,0.02,-0.0273,0.3823,-0.015,1.6996,349.2581,28.2606,1.9118,0.0512,3.6926,1.4573,92.4959,1.479914298720872,-0.38748627115519524,0.6259335020855616,0.0,0.0,0.8762631416320801,1.4967594793504406,-0.004723375815199995,2.4560268174124946
89,4.8401,4.8613,0.021,0.091,0.0856,-0.0516,2.0341,349.7706,27.3118,1.9723,0.0413,3.685,1.536,93.9826,1.508209039941611,-0.3886572802895951,0.583727520908573,0.0,0.0,0.9671438932418823,1.5447104579716755,-0.004723375815199995,2.452688391345562
90,4.8952,4.9134,0.018000000000000002,0.1176,0.1345,-0.0776,2.9105,350.3483,26.0542,2.0563,0.0305,3.6737,359.6301,95.8281,1.5361132905545756,-0.385953757023795,0.5396651296957168,0.0,0.0,1.0299975872039795,1.6011699710108274,-0.004723375815199995,2.446925466190964
91,4.9507,4.9636,0.013000000000000001,0.0441,-0.0373,-0.033,2.9106,350.8934,25.2452,2.122,0.0206,3.6646,359.2097,97.6268,1.562002529196848,-0.38435656203979485,0.49587417074707996,0.0,0.0,1.0493687391281128,1.6588947202078197,-0.004723375815199995,2.4391958571541004
92,5.0004,5.0141,0.013999999999999999,0.0019,-0.1753,0.0176,2.9426,350.8151,24.869,2.1807,0.0185,3.6543,359.3572,99.0655,1.584622306216022,-0.38716974754079464,0.4560681337046316,0.0,0.0,0.9781991243362427,1.7069039412632314,-0.004723375815199995,2.431535672848556
93,5.0553,5.0646,0.009000000000000001,-0.0389,-0.3804,0.1146,3.0691,350.1064,25.2309,2.2369,0.0215,3.6457,1.5876,99.5895,1.612351828975246,-0.40151325851699443,0.4101737661934434,0.0,0.0,0.7778124809265137,1.749009154915905,-0.004723375815199995,2.4244220456993992
94,5.1053,5.1159,0.011000000000000001,0.001,-0.1127,0.049,2.8497,349.5302,25.4412,2.2912,0.0345,3.6341,359.746,101.693,1.6372357470262588,-0.4173377154169942,0.36725750890781184,0.0,0.0,0.7599880695343018,1.7862199787532331,-0.004723375815199995,2.416720795545462
95,5.1601,5.1671,0.006999999999999999,0.055,-0.0345,0.0571,2.6227,349.6201,25.1696,2.3378,0.0453,3.6178,1.2439,105.3666,1.6634880495841942,-0.4356966480033941,0.31968596944406297,0.0,0.0,0.8782103061676025,1.8326254038231027,-0.004723375815199995,2.403967711219662
96,5.2102,5.2181,0.008,0.0619,-0.0737,0.0878,2.8129,349.5283,24.8687,2.3823,0.0568,3.5989,3.2335,107.6271,1.6882740677011405,-0.4542938804277941,0.2760787809398921,0.0,0.0,0.858559787273407,1.8736196435271715,-0.004723375815199995,2.390942228417666
