,Unnamed: 0,dt[s],sensor_dt[s],pos-sens_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y,old_x,old_y,old_z,raw_pred_x,raw_pred_y,raw_pred_z,pred_x,pred_y,pred_z
10,10,0.6301,0.6616,0.031,0.11494344850668485,-0.0422,0.010714646302658979,12.4943,356.675,75.78399999999998,0.6139741786361043,0.045,0.1164770705680784,4.224,1.6804,-0.09579749159386017,-0.008176055523999994,0.027787357386003672,0.0,0.0,0.5195829272270203,0.04624972751851221,-0.004723375815199995,0.10151369964344019
11,11,0.6804,0.6616,-0.019,0.11494344850668485,-0.0422,0.010714646302658979,12.4943,356.675,75.78399999999998,0.6599485314931876,0.054000000000000006,0.13190168982990766,2.0323,1.3124,-0.11789165682788419,-0.011336836097999995,0.029760407737117165,0.0,0.0,0.5299000144004822,0.04686020201880996,-0.004723375815199995,0.12816067838885684
12,12,0.7301,0.7140000000000001,-0.016,0.11528993344644213,-0.0395,0.0333765073953963,13.0662,356.9301,76.1296,0.7057574393266616,0.0601,0.14562553634261285,1.7102,1.7207,-0.14247311762073928,-0.01541608536299999,0.0327568182931709,0.0,0.0,0.5648162364959717,0.04770311123634695,-0.004723375815199995,0.15621938731690055
13,13,0.7804,0.7803,-0.0,0.11438035031430699,0.0255,0.03986208050235726,13.8197,356.9297,76.9711,0.7475422756296438,0.0677,0.15775349804823266,1.7691,1.5226,-0.17017045648552417,-0.018912311606999993,0.03676675243730021,0.0,0.0,0.5960751175880432,0.04849978598813093,-0.004723375815199995,0.18619137953851003
14,14,0.8299,0.8462,0.016,0.12010247394592748,0.0034,0.032802526611037316,14.2416,356.8844,77.6187,0.7904691342922129,0.0717,0.16832396659810395,1.7251,1.1508,-0.2003198675942194,-0.022271289536999993,0.041381386467853186,0.0,0.0,0.6306943893432617,0.04912679269530949,-0.004723375815199995,0.21740445480637752
15,15,0.8803,0.8996,0.019,0.03859724532767315,0.2233,0.09202539134997152,14.4405,356.5373,78.313,0.8324092620222565,0.0728,0.17987237280795032,2.3974,0.8798,-0.23196486416913323,-0.020132606058599994,0.048239999714494705,0.0,0.0,0.6896998882293701,0.0496605390847226,-0.004723375815199995,0.25216123114615735
16,16,0.9302,0.8996,-0.031,0.03859724532767315,0.2233,0.09202539134997152,14.4405,356.5373,78.313,0.8914203949731065,0.0702,0.19609846869874026,4.2226,0.9068,-0.2641989156008311,-0.01256615119479998,0.05730557196581938,0.0,0.0,0.7704463601112366,0.0502689734024102,-0.004723375815199995,0.2906016896780291
17,17,0.9903,0.9651,-0.025,-0.0041900144672416565,0.0157,0.0025007556386631674,13.6902,356.2545,78.4032,0.9433095587139276,0.0606,0.21031271107314264,3.7815,0.7724,-0.30289789997674,-0.0028973023799999838,0.06821964279949332,0.0,0.0,0.8932929039001465,0.050992700500985956,-0.004723375815199995,0.34428371487385123
18,18,1.0399,1.0166,-0.023,-0.08980906983007331,-0.0045,0.0005753053598014969,13.0765,356.0412,77.8246,0.9971254973090528,0.0496,0.22390442741530125,1.6764,0.5714,-0.33270194395919095,0.0049738202248000365,0.07710710850823951,0.0,0.0,1.0040457248687744,0.05148934493483208,-0.004723375815199995,0.3940819063361948
19,19,1.09,1.0674,-0.023,-0.07140942762211784,0.0058,0.019999341156185933,12.3391,355.8730000000001,77.4271,1.0500013919823994,0.0365,0.2371407321297285,1.6592,359.4093,-0.36123093334715584,0.013066957792000048,0.08598179621423456,0.0,0.0,1.0604068040847778,0.05094163971927829,-0.004723375815199995,0.44720546386858795
20,20,1.1403,1.1193,-0.021,-0.06352201728418645,-0.1447,0.006790678916538308,11.5088,355.3243,77.3847,1.1041468603007458,0.0288,0.2498889971327373,1.5639,358.5255,-0.38843767163262344,0.017604583868200054,0.09465789347631393,0.0,0.0,1.0691112279891968,0.049557865989905844,-0.004723375815199995,0.5009639520283689
21,21,1.2001,1.2226,0.022,-0.006861789840928693,-0.1997,0.0012672174947213216,10.5265,354.381,76.2994,1.1564034475029843,0.0277,0.2638911074727837,2.2801,357.6928,-0.42069085591272215,0.01600069201500008,0.10455551521887424,0.0,0.0,1.0545529127120972,0.047019146053488725,-0.004723375815199995,0.5639750944129953
22,22,1.2501,1.274,0.024,-0.00481068226234719,-0.1706,-0.000978435573115633,9.6127,354.0341,73.8552,1.2084529794691412,0.0325,0.2786659584738613,1.7665,357.0488,-0.4476307734056828,0.010479945315000091,0.11250961753137995,0.0,0.0,0.9713819026947021,0.044518547542790284,-0.004723375815199995,0.6124797746953685
23,23,1.2999,1.274,-0.026,-0.00481068226234719,-0.1706,-0.000978435573115633,9.6127,354.0341,73.8552,1.2580289980251422,0.0389,0.2933991992624663,2.6756,357.0038,-0.4743511412350382,0.0008349523266000872,0.12039319070490953,0.0,0.0,0.9165066480636597,0.04213285115254311,-0.004723375815199995,0.6580594132772432
24,24,1.3553,1.3415,-0.014,0.05748410058474509,-0.1234,0.021925058265895418,9.275,353.4541,71.5156,1.3225042979733674,0.0548,0.31357407712049595,4.8805,356.2499,-0.505957452614526,-0.01360621475779987,0.12931635884767714,0.0,0.0,0.8851772546768188,0.038925473471105226,-0.004723375815199995,0.7069932317107696
25,25,1.4003,1.3938,-0.006999999999999999,0.0832567336015627,-0.0738,0.03276486395513372,9.0184,353.0944,68.4029,1.3741277076336742,0.0642,0.32916649755621324,4.265,356.1367,-0.5333370038929173,-0.026800965627799905,0.1370511032181677,0.0,0.0,0.8533276319503784,0.03633824374713692,-0.004723375815199995,0.745305717122731
26,26,1.4653,1.4604,-0.005,0.06279705712705158,0.1722,0.039188386241102366,9.3392,352.6755,65.3742,1.424210712770192,0.0634,0.3454849716422153,4.2927,355.3332,-0.5757615373675842,-0.03873010921779989,0.1490734858960183,0.0,0.0,0.8644528388977051,0.03176661549831449,-0.004723375815199995,0.801308866746394
27,27,1.5102,1.5128,0.003,-0.008125922189938132,0.3046,0.018735244555731608,9.0795,352.1968,62.8626,1.4767154675078444,0.0561,0.3620382411059476,4.0327,354.5712,-0.6050501488428716,-0.04095244342839989,0.15737138711995174,0.0,0.0,0.8895670771598816,0.0279877952479609,-0.004723375815199995,0.8410712720270254
28,28,1.5603,1.5797,0.019,-0.04337315474609105,0.1105,-0.03595079202704218,9.0549,351.8132,60.0949,1.5334702958811688,0.0448,0.3797303143681312,2.9814,354.8214,-0.6365476548919489,-0.04071406281879989,0.1659885012230293,0.0,0.0,0.9880626201629639,0.023519720163886246,-0.004723375815199995,0.8903711513224392
29,29,1.6202,1.6312,0.011,-0.05242362363213834,0.2,-0.057424939575727085,8.236,351.9362,55.945,1.6129913753761291,0.0241,0.4067319423923123,2.1822,354.4276,-0.6722455650344419,-0.03339655326839988,0.1742014581022426,0.0,0.0,1.0996863842010498,0.01712339623674507,-0.004723375815199995,0.9559310775620804
30,30,1.67,1.6818,0.012,-0.03828928545467662,-0.1109,-0.04256019994513994,7.677,352.2605,52.5593,1.6790740740519852,0.0089,0.4294080738021456,3.3895,355.7619,-0.7007527521456199,-0.030008237960399878,0.18075603591336187,0.0,0.0,1.219119668006897,0.012636684747388898,-0.004723375815199995,1.0164772229978267
31,31,1.7203,1.7333,0.013,-0.01475414356171013,-0.1823,-0.008301520810095433,7.3457,352.2411,50.2063,1.7433247322190275,0.0053,0.4542850295062074,5.3579,356.2574,-0.7291093433677037,-0.031106010410999866,0.18744366333188062,0.0,0.0,1.263566255569458,0.008488024208602014,-0.004723375815199995,1.079899060764532
32,32,1.7703,1.7981,0.028,0.012562112540031834,-0.2162,0.004504811708781507,7.3591,352.1871,48.9224,1.8013278312179752,0.0193,0.4785232329569226,3.0873,355.3036,-0.7577193386082043,-0.037494135510999865,0.1937060677727005,0.0,0.0,1.263559103012085,0.0033152730352881262,-0.004723375815199995,1.1428648980281684
33,33,1.8402,1.8502,0.01,0.10570619582909624,-0.212,0.07532542839799028,7.3766,352.0534,48.9268,1.8755830056790919,0.0406,0.5027680069453333,1.2599,355.7196,-0.8029680970537288,-0.05657590877679988,0.20597003504250003,0.0,0.0,1.2072639465332031,-0.0029832261543088568,-0.004723375815199995,1.2270172671858064
34,34,1.8902,1.903,0.013,0.07667493240968944,-0.1107,0.04766922214563141,7.3982,352.0924,48.5641,1.9224317685781096,0.0596,0.5195657274702036,3.4732,355.8997,-0.8372643774763464,-0.0729373958767999,0.2158748263252896,0.0,0.0,1.0229628086090088,-0.006640454603055701,-0.004723375815199995,1.2780344892737128
35,35,1.9403,1.9539,0.014,0.14834045842891455,-0.0436,0.018213961488360512,8.1939,351.7473,49.9997,1.9728752621406331,0.0736,0.5360843217568755,2.9899,356.1644,-0.8752537237068645,-0.09040408302379983,0.226161019254566,0.0,0.0,0.8887262344360352,-0.009618915995526833,-0.004723375815199995,1.3224599415360323
36,36,2.0003,2.004,0.004,-0.03527955158293475,0.4472,-0.05997460495999157,8.3839,351.581,50.8575,2.0266426554878736,0.0751,0.5525618037442153,2.8336,355.7873,-0.9194333060651824,-0.09554505522379979,0.2361613535598096,0.0,0.0,0.8520094156265259,-0.013374194706986992,-0.004723375815199995,1.373442389901502
37,37,2.05,2.0552,0.005,-0.0992359507838259,0.3892,-0.13695063370437568,7.6024,352.4459,47.2536,2.099978591133448,0.0702,0.5752144093998169,2.9926,355.7132,-0.9533961327979467,-0.09038217538839984,0.24127131662823953,0.0,0.0,0.8586608171463013,-0.01656414093475681,-0.004723375815199995,1.4159984428811738
38,38,2.1053,2.1067,0.001,-0.08573223866428004,0.2393,-0.009616821388116072,7.3883,352.4707,47.7844,2.1627808584741968,0.0565,0.5939057233413524,2.7915,355.4818,-0.988624358601754,-0.07746591343119971,0.24671947121420548,0.0,0.0,1.032536506652832,-0.021062179372900884,-0.004723375815199995,1.4729202677794324
39,39,2.1607,2.1571,-0.004,-0.11990942219609355,0.171,-0.011113526380001177,6.9394,352.8011,47.7021,2.2256348896239677,0.0422,0.61240385211763,1.4601,355.0481,-1.0203345909739323,-0.059382996433599816,0.2518884797936995,0.0,0.0,1.2580790519714355,-0.02707843284690144,-0.004723375815199995,1.5423577020594976
40,40,2.2103,2.2083,-0.002,-0.08796070543328821,0.0319,0.049314443114348384,6.56,352.8187,48.5242,2.288682105938995,0.0293,0.6309537447029282,359.9115,354.6441,-1.046756448158007,-0.0424241415919997,0.2576977399072113,0.0,0.0,1.4151489734649658,-0.033630238275047124,-0.004723375815199995,1.6122426428347028
41,41,2.2608,2.2599,-0.001,-0.02756183640458471,-0.3399,0.014769738454248576,6.1221,352.8748,49.2536,2.3517154521831984,0.0218,0.6503281417582781,359.8252,354.2677,-1.0730474853022354,-0.033652499348999686,0.2638716454672879,0.0,0.0,1.4513860940933228,-0.04095099307015694,-0.004723375815199995,1.6851711231743716
